Число узлов n = 4002
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9207294867e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00025 |    3.9207293322e-07    |    3.0945746477e+00    |    2.9187582719e+00    |
| 0.00050 |    3.9207289316e-07    |    5.9078431332e+00    |    5.8375165977e+00    |
| 0.00075 |    3.9207282725e-07    |    8.8014849374e+00    |    8.7562750301e+00    |
| 0.00100 |    3.9207273529e-07    |    1.1708522428e+01    |    1.1675033621e+01    |
| 0.00125 |    3.9207261723e-07    |    1.4620431231e+01    |    1.4593792425e+01    |
| 0.00150 |    3.9207247304e-07    |    1.7534682179e+01    |    1.7512551492e+01    |
| 0.00175 |    3.9207230271e-07    |    2.0450244891e+01    |    2.0431310877e+01    |
| 0.00200 |    3.9207210622e-07    |    2.3366617983e+01    |    2.3350070631e+01    |
| 0.00225 |    3.9207188358e-07    |    2.6283527447e+01    |    2.6268830808e+01    |
| 0.00250 |    3.9207163477e-07    |    2.9200810642e+01    |    2.9187591460e+01    |
| 0.00275 |    3.9207135980e-07    |    3.2118364841e+01    |    3.2106352640e+01    |
| 0.00300 |    3.9207105866e-07    |    3.5036121931e+01    |    3.5025114401e+01    |
| 0.00325 |    3.9207073135e-07    |    3.7954034956e+01    |    3.7943876794e+01    |
| 0.00350 |    3.9207037788e-07    |    4.0872070510e+01    |    4.0862639874e+01    |
| 0.00375 |    3.9206999823e-07    |    4.3790204155e+01    |    4.3781403691e+01    |
| 0.00400 |    3.9206959241e-07    |    4.6708417602e+01    |    4.6700168299e+01    |
| 0.00425 |    3.9206916041e-07    |    4.9626696924e+01    |    4.9618933750e+01    |
| 0.00450 |    3.9206870225e-07    |    5.2545031286e+01    |    5.2537700097e+01    |
| 0.00475 |    3.9206821791e-07    |    5.5463412162e+01    |    5.5456467391e+01    |
| 0.00500 |    3.9206770739e-07    |    5.8381832765e+01    |    5.8375235686e+01    |
| 0.00525 |    3.9206717070e-07    |    6.1300287584e+01    |    6.1294005033e+01    |
| 0.00550 |    3.9206660784e-07    |    6.4218772144e+01    |    6.4212775484e+01    |
| 0.00575 |    3.9206601881e-07    |    6.7137282762e+01    |    6.7131547092e+01    |
| 0.00600 |    3.9206540359e-07    |    7.0055816364e+01    |    7.0050319908e+01    |
| 0.00625 |    3.9206476221e-07    |    7.2974370387e+01    |    7.2969093985e+01    |
| 0.00650 |    3.9206409464e-07    |    7.5892942671e+01    |    7.5887869374e+01    |
| 0.00675 |    3.9206340091e-07    |    7.8811531377e+01    |    7.8806646127e+01    |
| 0.00700 |    3.9206268099e-07    |    8.1730134940e+01    |    8.1725424297e+01    |
| 0.00725 |    3.9206193490e-07    |    8.4648752014e+01    |    8.4644203933e+01    |
