Число узлов n = 91
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9377539927e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.01111 |    3.9374487353e-07    |    1.3746966720e+02    |    1.2962261016e+02    |
| 0.02222 |    3.9366580779e-07    |    2.6238750347e+02    |    2.5924974101e+02    |
| 0.03333 |    3.9353569705e-07    |    3.9090109224e+02    |    3.8888526249e+02    |
| 0.04444 |    3.9335418045e-07    |    5.2002349057e+02    |    5.1853191396e+02    |
| 0.05556 |    3.9312113566e-07    |    6.4937523136e+02    |    6.4819080136e+02    |
| 0.06667 |    3.9283650717e-07    |    7.7884224947e+02    |    7.7786083248e+02    |
| 0.07778 |    3.9250026825e-07    |    9.0837462650e+02    |    9.0753816196e+02    |
| 0.08889 |    3.9211241008e-07    |    1.0379427502e+03    |    1.0372156389e+03    |
| 0.10000 |    3.9167293918e-07    |    1.1675233008e+03    |    1.1668822557e+03    |
| 0.11111 |    3.9118187816e-07    |    1.2970935240e+03    |    1.2965225996e+03    |
| 0.12222 |    3.9063926809e-07    |    1.4266283884e+03    |    1.4261163057e+03    |
| 0.13333 |    3.9004517202e-07    |    1.5560989140e+03    |    1.5556375147e+03    |
| 0.14444 |    3.8939967914e-07    |    1.6854710344e+03    |    1.6850543363e+03    |
| 0.15556 |    3.8870290957e-07    |    1.8147047279e+03    |    1.8143283201e+03    |
| 0.16667 |    3.8795501964e-07    |    1.9437532954e+03    |    1.9434139365e+03    |
| 0.17778 |    3.8715620770e-07    |    2.0725627289e+03    |    2.0722580706e+03    |
| 0.18889 |    3.8630672023e-07    |    2.2010711412e+03    |    2.2007995336e+03    |
| 0.20000 |    3.8540685844e-07    |    2.3292082434e+03    |    2.3289685936e+03    |
| 0.21111 |    3.8445698514e-07    |    2.4568948650e+03    |    2.4566865323e+03    |
| 0.22222 |    3.8345753199e-07    |    2.5840425150e+03    |    2.5838652311e+03    |
| 0.23333 |    3.8240900692e-07    |    2.7105529866e+03    |    2.7104067942e+03    |
| 0.24444 |    3.8131200184e-07    |    2.8363180087e+03    |    2.8362032123e+03    |
| 0.25556 |    3.8016720047e-07    |    2.9612189499e+03    |    2.9611360768e+03    |
| 0.26667 |    3.7897538628e-07    |    3.0851265821e+03    |    3.0850763490e+03    |
| 0.27778 |    3.7773745045e-07    |    3.2079009090e+03    |    3.2078841945e+03    |
| 0.28889 |    3.7645439974e-07    |    3.3293910694e+03    |    3.3294088901e+03    |
| 0.30000 |    3.7512736424e-07    |    3.4494353236e+03    |    3.4494888120e+03    |
| 0.31111 |    3.7375760488e-07    |    3.5678611305e+03    |    3.5679515163e+03    |
| 0.32222 |    3.7234652056e-07    |    3.6844853270e+03    |    3.6846139185e+03    |
| 0.33333 |    3.7089565482e-07    |    3.7991144174e+03    |    3.7992825850e+03    |
| 0.34444 |    3.6940670189e-07    |    3.9115449849e+03    |    3.9117541446e+03    |
| 0.35556 |    3.6788151205e-07    |    4.0215642320e+03    |    4.0218158302e+03    |
| 0.36667 |    3.6632209607e-07    |    4.1289506627e+03    |    4.1292461610e+03    |
| 0.37778 |    3.6473062864e-07    |    4.2334749125e+03    |    4.2338157732e+03    |
| 0.38889 |    3.6310945069e-07    |    4.3349007372e+03    |    4.3352884097e+03    |
| 0.40000 |    3.6146107028e-07    |    4.4329861664e+03    |    4.4334220733e+03    |
| 0.41111 |    3.5978816217e-07    |    4.5274848286e+03    |    4.5279703535e+03    |
| 0.42222 |    3.5809356562e-07    |    4.6181474526e+03    |    4.6186839285e+03    |
| 0.43333 |    3.5638028053e-07    |    4.7047235483e+03    |    4.7053122472e+03    |
| 0.44444 |    3.5465146172e-07    |    4.7869632671e+03    |    4.7876053914e+03    |
| 0.45556 |    3.5291041110e-07    |    4.8646194409e+03    |    4.8653161165e+03    |
| 0.46667 |    3.5116056788e-07    |    4.9374497931e+03    |    4.9382020654e+03    |
| 0.47778 |    3.4940549655e-07    |    5.0052193155e+03    |    5.0060281478e+03    |
| 0.48889 |    3.4764887263e-07    |    5.0677027962e+03    |    5.0685690720e+03    |
| 0.50000 |    3.4589446626e-07    |    5.1357759985e+03    |    5.1256120139e+03    |
| 0.51111 |    3.4413854453e-07    |    5.2042788963e+03    |    5.1769597835e+03    |
| 0.52222 |    3.4238868006e-07    |    5.2619661353e+03    |    5.2224334811e+03    |
| 0.53333 |    3.4064877698e-07    |    5.3141112785e+03    |    5.2618750461e+03    |
| 0.54444 |    3.3892277198e-07    |    5.3605602684e+03    |    5.2951503976e+03    |
| 0.55556 |    3.3721460972e-07    |    5.4011826614e+03    |    5.3221523596e+03    |
| 0.56667 |    3.3552821660e-07    |    5.4358746905e+03    |    5.3428035143e+03    |
| 0.57778 |    3.3386747309e-07    |    5.4645622989e+03    |    5.3570589306e+03    |
| 0.58889 |    3.3223618507e-07    |    5.4872040944e+03    |    5.3649087061e+03    |
| 0.60000 |    3.3063805445e-07    |    5.5037941713e+03    |    5.3663802594e+03    |
