| z | u | f |
| 2.1664332867e-01 | 3.8226188507e-07 | 2.5221850237e+03 |
| 2.1684336867e-01 | 3.8224387230e-07 | 2.5244767846e+03 |
| 2.1704340868e-01 | 3.8222584353e-07 | 2.5267683555e+03 |
| 2.1724344869e-01 | 3.8220779875e-07 | 2.5290597356e+03 |
| 2.1744348870e-01 | 3.8218973798e-07 | 2.5313509244e+03 |
| 2.1764352871e-01 | 3.8217166121e-07 | 2.5336419214e+03 |
| 2.1784356871e-01 | 3.8215356844e-07 | 2.5359327260e+03 |
| 2.1804360872e-01 | 3.8213545969e-07 | 2.5382233376e+03 |
| 2.1824364873e-01 | 3.8211733495e-07 | 2.5405137556e+03 |
| 2.1844368874e-01 | 3.8209919422e-07 | 2.5428039794e+03 |
| 2.1864372875e-01 | 3.8208103751e-07 | 2.5450940085e+03 |
| 2.1884376875e-01 | 3.8206286483e-07 | 2.5473838423e+03 |
| 2.1904380876e-01 | 3.8204467617e-07 | 2.5496734803e+03 |
| 2.1924384877e-01 | 3.8202647153e-07 | 2.5519629217e+03 |
| 2.1944388878e-01 | 3.8200825093e-07 | 2.5542521661e+03 |
| 2.1964392879e-01 | 3.8199001436e-07 | 2.5565412128e+03 |
| 2.1984396879e-01 | 3.8197176183e-07 | 2.5588300613e+03 |
| 2.2004400880e-01 | 3.8195349334e-07 | 2.5611187110e+03 |
| 2.2024404881e-01 | 3.8193520889e-07 | 2.5634071612e+03 |
| 2.2044408882e-01 | 3.8191690849e-07 | 2.5656954115e+03 |
| 2.2064412883e-01 | 3.8189859214e-07 | 2.5679834612e+03 |
| 2.2084416883e-01 | 3.8188025984e-07 | 2.5702713097e+03 |
| 2.2104420884e-01 | 3.8186191160e-07 | 2.5725589564e+03 |
| 2.2124424885e-01 | 3.8184354742e-07 | 2.5748464008e+03 |
| 2.2144428886e-01 | 3.8182516729e-07 | 2.5771336422e+03 |
| 2.2164432887e-01 | 3.8180677124e-07 | 2.5794206801e+03 |
| 2.2184436887e-01 | 3.8178835925e-07 | 2.5817075138e+03 |
| 2.2204440888e-01 | 3.8176993133e-07 | 2.5839941427e+03 |
| 2.2224444889e-01 | 3.8175148749e-07 | 2.5862805663e+03 |
| 2.2244448890e-01 | 3.8173302773e-07 | 2.5885667840e+03 |
| 2.2264452891e-01 | 3.8171455205e-07 | 2.5908527951e+03 |
| 2.2284456891e-01 | 3.8169606045e-07 | 2.5931385990e+03 |
| 2.2304460892e-01 | 3.8167755294e-07 | 2.5954241952e+03 |
| 2.2324464893e-01 | 3.8165902952e-07 | 2.5977095831e+03 |
| 2.2344468894e-01 | 3.8164049019e-07 | 2.5999947620e+03 |
| 2.2364472895e-01 | 3.8162193497e-07 | 2.6022797313e+03 |
| 2.2384476895e-01 | 3.8160336384e-07 | 2.6045644904e+03 |
| 2.2404480896e-01 | 3.8158477681e-07 | 2.6068490388e+03 |
| 2.2424484897e-01 | 3.8156617390e-07 | 2.6091333757e+03 |
| 2.2444488898e-01 | 3.8154755509e-07 | 2.6114175007e+03 |
| 2.2464492899e-01 | 3.8152892040e-07 | 2.6137014130e+03 |
| 2.2484496899e-01 | 3.8151026983e-07 | 2.6159851121e+03 |
| 2.2504500900e-01 | 3.8149160337e-07 | 2.6182685974e+03 |
| 2.2524504901e-01 | 3.8147292104e-07 | 2.6205518682e+03 |
| 2.2544508902e-01 | 3.8145422284e-07 | 2.6228349240e+03 |
| 2.2564512903e-01 | 3.8143550877e-07 | 2.6251177640e+03 |
| 2.2584516903e-01 | 3.8141677883e-07 | 2.6274003877e+03 |
| 2.2604520904e-01 | 3.8139803303e-07 | 2.6296827945e+03 |
| 2.2624524905e-01 | 3.8137927137e-07 | 2.6319649838e+03 |
| 2.2644528906e-01 | 3.8136049385e-07 | 2.6342469549e+03 |
| 2.2664532907e-01 | 3.8134170048e-07 | 2.6365287072e+03 |
| 2.2684536907e-01 | 3.8132289126e-07 | 2.6388102401e+03 |
| 2.2704540908e-01 | 3.8130406620e-07 | 2.6410915529e+03 |
| 2.2724544909e-01 | 3.8128522529e-07 | 2.6433726451e+03 |
| 2.2744548910e-01 | 3.8126636854e-07 | 2.6456535160e+03 |
| 2.2764552911e-01 | 3.8124749596e-07 | 2.6479341650e+03 |
| 2.2784556911e-01 | 3.8122860755e-07 | 2.6502145914e+03 |
| 2.2804560912e-01 | 3.8120970330e-07 | 2.6524947947e+03 |
| 2.2824564913e-01 | 3.8119078324e-07 | 2.6547747741e+03 |
| 2.2844568914e-01 | 3.8117184735e-07 | 2.6570545291e+03 |
| 2.2864572915e-01 | 3.8115289564e-07 | 2.6593340590e+03 |
| 2.2884576915e-01 | 3.8113392811e-07 | 2.6616133632e+03 |
| 2.2904580916e-01 | 3.8111494478e-07 | 2.6638924411e+03 |
| 2.2924584917e-01 | 3.8109594564e-07 | 2.6661712920e+03 |
| 2.2944588918e-01 | 3.8107693069e-07 | 2.6684499153e+03 |
| 2.2964592919e-01 | 3.8105789995e-07 | 2.6707283103e+03 |
| 2.2984596919e-01 | 3.8103885340e-07 | 2.6730064764e+03 |
| 2.3004600920e-01 | 3.8101979106e-07 | 2.6752844130e+03 |
| 2.3024604921e-01 | 3.8100071293e-07 | 2.6775621194e+03 |
| 2.3044608922e-01 | 3.8098161902e-07 | 2.6798395950e+03 |
| 2.3064612923e-01 | 3.8096250932e-07 | 2.6821168392e+03 |
| 2.3084616923e-01 | 3.8094338385e-07 | 2.6843938512e+03 |
| 2.3104620924e-01 | 3.8092424259e-07 | 2.6866706304e+03 |
| 2.3124624925e-01 | 3.8090508557e-07 | 2.6889471763e+03 |
| 2.3144628926e-01 | 3.8088591278e-07 | 2.6912234881e+03 |
| 2.3164632927e-01 | 3.8086672422e-07 | 2.6934995652e+03 |
| 2.3184636927e-01 | 3.8084751990e-07 | 2.6957754070e+03 |
| 2.3204640928e-01 | 3.8082829982e-07 | 2.6980510128e+03 |
| 2.3224644929e-01 | 3.8080906399e-07 | 2.7003263819e+03 |
| 2.3244648930e-01 | 3.8078981241e-07 | 2.7026015137e+03 |
| 2.3264652931e-01 | 3.8077054508e-07 | 2.7048764075e+03 |
| 2.3284656931e-01 | 3.8075126201e-07 | 2.7071510627e+03 |
| 2.3304660932e-01 | 3.8073196320e-07 | 2.7094254786e+03 |
| 2.3324664933e-01 | 3.8071264865e-07 | 2.7116996546e+03 |
| 2.3344668934e-01 | 3.8069331837e-07 | 2.7139735900e+03 |
| 2.3364672935e-01 | 3.8067397237e-07 | 2.7162472842e+03 |
| 2.3384676935e-01 | 3.8065461063e-07 | 2.7185207364e+03 |
| 2.3404680936e-01 | 3.8063523318e-07 | 2.7207939461e+03 |
| 2.3424684937e-01 | 3.8061584001e-07 | 2.7230669125e+03 |
| 2.3444688938e-01 | 3.8059643113e-07 | 2.7253396350e+03 |
| 2.3464692939e-01 | 3.8057700654e-07 | 2.7276121130e+03 |
| 2.3484696939e-01 | 3.8055756624e-07 | 2.7298843457e+03 |
| 2.3504700940e-01 | 3.8053811024e-07 | 2.7321563324e+03 |
| 2.3524704941e-01 | 3.8051863855e-07 | 2.7344280727e+03 |
| 2.3544708942e-01 | 3.8049915116e-07 | 2.7366995656e+03 |
| 2.3564712943e-01 | 3.8047964807e-07 | 2.7389708107e+03 |
| 2.3584716943e-01 | 3.8046012931e-07 | 2.7412418071e+03 |
| 2.3604720944e-01 | 3.8044059485e-07 | 2.7435125543e+03 |
| 2.3624724945e-01 | 3.8042104472e-07 | 2.7457830516e+03 |
| 2.3644728946e-01 | 3.8040147892e-07 | 2.7480532983e+03 |
| 2.3664732947e-01 | 3.8038189744e-07 | 2.7503232936e+03 |
| 2.3684736947e-01 | 3.8036230030e-07 | 2.7525930370e+03 |
| 2.3704740948e-01 | 3.8034268749e-07 | 2.7548625277e+03 |
| 2.3724744949e-01 | 3.8032305902e-07 | 2.7571317652e+03 |
| 2.3744748950e-01 | 3.8030341490e-07 | 2.7594007486e+03 |
| 2.3764752951e-01 | 3.8028375512e-07 | 2.7616694773e+03 |
| 2.3784756951e-01 | 3.8026407970e-07 | 2.7639379506e+03 |
| 2.3804760952e-01 | 3.8024438864e-07 | 2.7662061679e+03 |
| 2.3824764953e-01 | 3.8022468193e-07 | 2.7684741284e+03 |
| 2.3844768954e-01 | 3.8020495959e-07 | 2.7707418315e+03 |
| 2.3864772955e-01 | 3.8018522161e-07 | 2.7730092765e+03 |
| 2.3884776955e-01 | 3.8016546801e-07 | 2.7752764627e+03 |
| 2.3904780956e-01 | 3.8014569878e-07 | 2.7775433894e+03 |
| 2.3924784957e-01 | 3.8012591393e-07 | 2.7798100559e+03 |
| 2.3944788958e-01 | 3.8010611347e-07 | 2.7820764615e+03 |
| 2.3964792959e-01 | 3.8008629740e-07 | 2.7843426055e+03 |
| 2.3984796959e-01 | 3.8006646571e-07 | 2.7866084873e+03 |
| 2.4004800960e-01 | 3.8004661843e-07 | 2.7888741061e+03 |
| 2.4024804961e-01 | 3.8002675554e-07 | 2.7911394612e+03 |
| 2.4044808962e-01 | 3.8000687705e-07 | 2.7934045520e+03 |
| 2.4064812963e-01 | 3.7998698298e-07 | 2.7956693777e+03 |
| 2.4084816963e-01 | 3.7996707332e-07 | 2.7979339377e+03 |
| 2.4104820964e-01 | 3.7994714807e-07 | 2.8001982312e+03 |
| 2.4124824965e-01 | 3.7992720724e-07 | 2.8024622576e+03 |
| 2.4144828966e-01 | 3.7990725084e-07 | 2.8047260160e+03 |
| 2.4164832967e-01 | 3.7988727887e-07 | 2.8069895060e+03 |
| 2.4184836967e-01 | 3.7986729133e-07 | 2.8092527266e+03 |
| 2.4204840968e-01 | 3.7984728822e-07 | 2.8115156772e+03 |
| 2.4224844969e-01 | 3.7982726956e-07 | 2.8137783572e+03 |
| 2.4244848970e-01 | 3.7980723534e-07 | 2.8160407658e+03 |
| 2.4264852971e-01 | 3.7978718557e-07 | 2.8183029022e+03 |
| 2.4284856971e-01 | 3.7976712026e-07 | 2.8205647659e+03 |
| 2.4304860972e-01 | 3.7974703940e-07 | 2.8228263560e+03 |
| 2.4324864973e-01 | 3.7972694301e-07 | 2.8250876718e+03 |
| 2.4344868974e-01 | 3.7970683108e-07 | 2.8273487127e+03 |
| 2.4364872975e-01 | 3.7968670362e-07 | 2.8296094780e+03 |
| 2.4384876975e-01 | 3.7966656063e-07 | 2.8318699668e+03 |
| 2.4404880976e-01 | 3.7964640213e-07 | 2.8341301785e+03 |
| 2.4424884977e-01 | 3.7962622810e-07 | 2.8363901124e+03 |
| 2.4444888978e-01 | 3.7960603857e-07 | 2.8386497678e+03 |
| 2.4464892979e-01 | 3.7958583352e-07 | 2.8409091438e+03 |
| 2.4484896979e-01 | 3.7956561298e-07 | 2.8431682399e+03 |
| 2.4504900980e-01 | 3.7954537693e-07 | 2.8454270553e+03 |
| 2.4524904981e-01 | 3.7952512538e-07 | 2.8476855892e+03 |
| 2.4544908982e-01 | 3.7950485835e-07 | 2.8499438410e+03 |
| 2.4564912983e-01 | 3.7948457583e-07 | 2.8522018099e+03 |
| 2.4584916983e-01 | 3.7946427782e-07 | 2.8544594951e+03 |
| 2.4604920984e-01 | 3.7944396434e-07 | 2.8567168960e+03 |
| 2.4624924985e-01 | 3.7942363538e-07 | 2.8589740118e+03 |
| 2.4644928986e-01 | 3.7940329096e-07 | 2.8612308418e+03 |
| 2.4664932987e-01 | 3.7938293107e-07 | 2.8634873853e+03 |
| 2.4684936987e-01 | 3.7936255572e-07 | 2.8657436415e+03 |
| 2.4704940988e-01 | 3.7934216491e-07 | 2.8679996097e+03 |
| 2.4724944989e-01 | 3.7932175865e-07 | 2.8702552891e+03 |
| 2.4744948990e-01 | 3.7930133694e-07 | 2.8725106790e+03 |
| 2.4764952991e-01 | 3.7928089979e-07 | 2.8747657787e+03 |
| 2.4784956991e-01 | 3.7926044720e-07 | 2.8770205875e+03 |
| 2.4804960992e-01 | 3.7923997917e-07 | 2.8792751045e+03 |
| 2.4824964993e-01 | 3.7921949572e-07 | 2.8815293292e+03 |
| 2.4844968994e-01 | 3.7919899684e-07 | 2.8837832606e+03 |
| 2.4864972995e-01 | 3.7917848254e-07 | 2.8860368981e+03 |
| 2.4884976995e-01 | 3.7915795283e-07 | 2.8882902409e+03 |
| 2.4904980996e-01 | 3.7913740770e-07 | 2.8905432883e+03 |
| 2.4924984997e-01 | 3.7911684716e-07 | 2.8927960395e+03 |
| 2.4944988998e-01 | 3.7909627123e-07 | 2.8950484938e+03 |
| 2.4964992999e-01 | 3.7907567989e-07 | 2.8973006505e+03 |
| 2.4984996999e-01 | 3.7905507316e-07 | 2.8995525087e+03 |
| 2.5005001000e-01 | 3.7903445104e-07 | 2.9018040678e+03 |
| 2.5025005001e-01 | 3.7901381354e-07 | 2.9040553270e+03 |
| 2.5045009002e-01 | 3.7899316065e-07 | 2.9063062854e+03 |
| 2.5065013003e-01 | 3.7897249239e-07 | 2.9085569425e+03 |
| 2.5085017003e-01 | 3.7895180876e-07 | 2.9108072973e+03 |
| 2.5105021004e-01 | 3.7893110977e-07 | 2.9130573493e+03 |
| 2.5125025005e-01 | 3.7891039541e-07 | 2.9153070975e+03 |
| 2.5145029006e-01 | 3.7888966570e-07 | 2.9175565412e+03 |
| 2.5165033007e-01 | 3.7886892063e-07 | 2.9198056798e+03 |
| 2.5185037007e-01 | 3.7884816022e-07 | 2.9220545124e+03 |
| 2.5205041008e-01 | 3.7882738446e-07 | 2.9243030382e+03 |
| 2.5225045009e-01 | 3.7880659336e-07 | 2.9265512565e+03 |
| 2.5245049010e-01 | 3.7878578693e-07 | 2.9287991665e+03 |
| 2.5265053011e-01 | 3.7876496518e-07 | 2.9310467675e+03 |
| 2.5285057011e-01 | 3.7874412809e-07 | 2.9332940587e+03 |
| 2.5305061012e-01 | 3.7872327569e-07 | 2.9355410393e+03 |
| 2.5325065013e-01 | 3.7870240798e-07 | 2.9377877086e+03 |
| 2.5345069014e-01 | 3.7868152495e-07 | 2.9400340657e+03 |
| 2.5365073015e-01 | 3.7866062662e-07 | 2.9422801100e+03 |
| 2.5385077015e-01 | 3.7863971299e-07 | 2.9445258406e+03 |
| 2.5405081016e-01 | 3.7861878406e-07 | 2.9467712568e+03 |
| 2.5425085017e-01 | 3.7859783984e-07 | 2.9490163577e+03 |
| 2.5445089018e-01 | 3.7857688034e-07 | 2.9512611427e+03 |
| 2.5465093019e-01 | 3.7855590555e-07 | 2.9535056109e+03 |
| 2.5485097019e-01 | 3.7853491549e-07 | 2.9557497616e+03 |
| 2.5505101020e-01 | 3.7851391016e-07 | 2.9579935939e+03 |
| 2.5525105021e-01 | 3.7849288956e-07 | 2.9602371071e+03 |
| 2.5545109022e-01 | 3.7847185370e-07 | 2.9624803005e+03 |
| 2.5565113023e-01 | 3.7845080258e-07 | 2.9647231731e+03 |
| 2.5585117023e-01 | 3.7842973621e-07 | 2.9669657244e+03 |
| 2.5605121024e-01 | 3.7840865459e-07 | 2.9692079534e+03 |
| 2.5625125025e-01 | 3.7838755773e-07 | 2.9714498593e+03 |
| 2.5645129026e-01 | 3.7836644563e-07 | 2.9736914415e+03 |
| 2.5665133027e-01 | 3.7834531830e-07 | 2.9759326990e+03 |
| 2.5685137027e-01 | 3.7832417574e-07 | 2.9781736312e+03 |
| 2.5705141028e-01 | 3.7830301796e-07 | 2.9804142371e+03 |
| 2.5725145029e-01 | 3.7828184496e-07 | 2.9826545161e+03 |
| 2.5745149030e-01 | 3.7826065675e-07 | 2.9848944673e+03 |
| 2.5765153031e-01 | 3.7823945333e-07 | 2.9871340900e+03 |
| 2.5785157031e-01 | 3.7821823471e-07 | 2.9893733833e+03 |
| 2.5805161032e-01 | 3.7819700089e-07 | 2.9916123464e+03 |
| 2.5825165033e-01 | 3.7817575188e-07 | 2.9938509786e+03 |
| 2.5845169034e-01 | 3.7815448768e-07 | 2.9960892790e+03 |
| 2.5865173035e-01 | 3.7813320830e-07 | 2.9983272469e+03 |
| 2.5885177035e-01 | 3.7811191374e-07 | 3.0005648814e+03 |
| 2.5905181036e-01 | 3.7809060401e-07 | 3.0028021818e+03 |
| 2.5925185037e-01 | 3.7806927911e-07 | 3.0050391472e+03 |
| 2.5945189038e-01 | 3.7804793905e-07 | 3.0072757768e+03 |
| 2.5965193039e-01 | 3.7802658383e-07 | 3.0095120698e+03 |
| 2.5985197039e-01 | 3.7800521346e-07 | 3.0117480255e+03 |
| 2.6005201040e-01 | 3.7798382794e-07 | 3.0139836430e+03 |
| 2.6025205041e-01 | 3.7796242728e-07 | 3.0162189215e+03 |
| 2.6045209042e-01 | 3.7794101148e-07 | 3.0184538602e+03 |
| 2.6065213043e-01 | 3.7791958055e-07 | 3.0206884582e+03 |
| 2.6085217043e-01 | 3.7789813450e-07 | 3.0229227148e+03 |
| 2.6105221044e-01 | 3.7787667332e-07 | 3.0251566292e+03 |
| 2.6125225045e-01 | 3.7785519703e-07 | 3.0273902005e+03 |
| 2.6145229046e-01 | 3.7783370563e-07 | 3.0296234279e+03 |
| 2.6165233047e-01 | 3.7781219912e-07 | 3.0318563107e+03 |
| 2.6185237047e-01 | 3.7779067751e-07 | 3.0340888479e+03 |
| 2.6205241048e-01 | 3.7776914081e-07 | 3.0363210388e+03 |
| 2.6225245049e-01 | 3.7774758902e-07 | 3.0385528825e+03 |
| 2.6245249050e-01 | 3.7772602214e-07 | 3.0407843782e+03 |
| 2.6265253051e-01 | 3.7770444018e-07 | 3.0430155252e+03 |
| 2.6285257051e-01 | 3.7768284315e-07 | 3.0452463225e+03 |
| 2.6305261052e-01 | 3.7766123105e-07 | 3.0474767694e+03 |
| 2.6325265053e-01 | 3.7763960389e-07 | 3.0497068650e+03 |
| 2.6345269054e-01 | 3.7761796166e-07 | 3.0519366085e+03 |
| 2.6365273055e-01 | 3.7759630439e-07 | 3.0541659990e+03 |
| 2.6385277055e-01 | 3.7757463207e-07 | 3.0563950358e+03 |
| 2.6405281056e-01 | 3.7755294470e-07 | 3.0586237180e+03 |
| 2.6425285057e-01 | 3.7753124230e-07 | 3.0608520448e+03 |
| 2.6445289058e-01 | 3.7750952487e-07 | 3.0630800153e+03 |
| 2.6465293059e-01 | 3.7748779241e-07 | 3.0653076287e+03 |
| 2.6485297059e-01 | 3.7746604493e-07 | 3.0675348842e+03 |
| 2.6505301060e-01 | 3.7744428244e-07 | 3.0697617809e+03 |
| 2.6525305061e-01 | 3.7742250494e-07 | 3.0719883180e+03 |
| 2.6545309062e-01 | 3.7740071243e-07 | 3.0742144946e+03 |
| 2.6565313063e-01 | 3.7737890492e-07 | 3.0764403100e+03 |
| 2.6585317063e-01 | 3.7735708242e-07 | 3.0786657633e+03 |
| 2.6605321064e-01 | 3.7733524494e-07 | 3.0808908535e+03 |
| 2.6625325065e-01 | 3.7731339247e-07 | 3.0831155800e+03 |
| 2.6645329066e-01 | 3.7729152502e-07 | 3.0853399418e+03 |
| 2.6665333067e-01 | 3.7726964260e-07 | 3.0875639381e+03 |
| 2.6685337067e-01 | 3.7724774522e-07 | 3.0897875680e+03 |
| 2.6705341068e-01 | 3.7722583287e-07 | 3.0920108308e+03 |
| 2.6725345069e-01 | 3.7720390557e-07 | 3.0942337255e+03 |
| 2.6745349070e-01 | 3.7718196333e-07 | 3.0964562512e+03 |
| 2.6765353071e-01 | 3.7716000613e-07 | 3.0986784073e+03 |
| 2.6785357071e-01 | 3.7713803401e-07 | 3.1009001927e+03 |
| 2.6805361072e-01 | 3.7711604694e-07 | 3.1031216067e+03 |
| 2.6825365073e-01 | 3.7709404495e-07 | 3.1053426484e+03 |
| 2.6845369074e-01 | 3.7707202804e-07 | 3.1075633168e+03 |
| 2.6865373075e-01 | 3.7704999622e-07 | 3.1097836113e+03 |
| 2.6885377075e-01 | 3.7702794948e-07 | 3.1120035309e+03 |
| 2.6905381076e-01 | 3.7700588784e-07 | 3.1142230747e+03 |
| 2.6925385077e-01 | 3.7698381130e-07 | 3.1164422419e+03 |
| 2.6945389078e-01 | 3.7696171987e-07 | 3.1186610317e+03 |
| 2.6965393079e-01 | 3.7693961356e-07 | 3.1208794431e+03 |
| 2.6985397079e-01 | 3.7691749236e-07 | 3.1230974753e+03 |
| 2.7005401080e-01 | 3.7689535628e-07 | 3.1253151274e+03 |
| 2.7025405081e-01 | 3.7687320533e-07 | 3.1275323986e+03 |
| 2.7045409082e-01 | 3.7685103952e-07 | 3.1297492881e+03 |
| 2.7065413083e-01 | 3.7682885886e-07 | 3.1319657948e+03 |
| 2.7085417083e-01 | 3.7680666334e-07 | 3.1341819180e+03 |
| 2.7105421084e-01 | 3.7678445297e-07 | 3.1363976568e+03 |
| 2.7125425085e-01 | 3.7676222776e-07 | 3.1386130104e+03 |
| 2.7145429086e-01 | 3.7673998771e-07 | 3.1408279777e+03 |
| 2.7165433087e-01 | 3.7671773284e-07 | 3.1430425581e+03 |
| 2.7185437087e-01 | 3.7669546314e-07 | 3.1452567505e+03 |
| 2.7205441088e-01 | 3.7667317863e-07 | 3.1474705541e+03 |
| 2.7225445089e-01 | 3.7665087930e-07 | 3.1496839681e+03 |
| 2.7245449090e-01 | 3.7662856517e-07 | 3.1518969916e+03 |
| 2.7265453091e-01 | 3.7660623623e-07 | 3.1541096236e+03 |
| 2.7285457091e-01 | 3.7658389250e-07 | 3.1563218633e+03 |
| 2.7305461092e-01 | 3.7656153399e-07 | 3.1585337099e+03 |
| 2.7325465093e-01 | 3.7653916069e-07 | 3.1607451623e+03 |
| 2.7345469094e-01 | 3.7651677261e-07 | 3.1629562199e+03 |
| 2.7365473095e-01 | 3.7649436977e-07 | 3.1651668815e+03 |
| 2.7385477095e-01 | 3.7647195215e-07 | 3.1673771465e+03 |
| 2.7405481096e-01 | 3.7644951978e-07 | 3.1695870138e+03 |
| 2.7425485097e-01 | 3.7642707266e-07 | 3.1717964826e+03 |
| 2.7445489098e-01 | 3.7640461079e-07 | 3.1740055521e+03 |
| 2.7465493099e-01 | 3.7638213418e-07 | 3.1762142212e+03 |
| 2.7485497099e-01 | 3.7635964284e-07 | 3.1784224892e+03 |
| 2.7505501100e-01 | 3.7633713677e-07 | 3.1806303550e+03 |
| 2.7525505101e-01 | 3.7631461597e-07 | 3.1828378179e+03 |
| 2.7545509102e-01 | 3.7629208046e-07 | 3.1850448770e+03 |
| 2.7565513103e-01 | 3.7626953024e-07 | 3.1872515313e+03 |
| 2.7585517103e-01 | 3.7624696531e-07 | 3.1894577799e+03 |
| 2.7605521104e-01 | 3.7622438568e-07 | 3.1916636219e+03 |
| 2.7625525105e-01 | 3.7620179137e-07 | 3.1938690565e+03 |
| 2.7645529106e-01 | 3.7617918236e-07 | 3.1960740827e+03 |
| 2.7665533107e-01 | 3.7615655868e-07 | 3.1982786996e+03 |
| 2.7685537107e-01 | 3.7613392032e-07 | 3.2004829064e+03 |
| 2.7705541108e-01 | 3.7611126730e-07 | 3.2026867020e+03 |
| 2.7725545109e-01 | 3.7608859961e-07 | 3.2048900857e+03 |
| 2.7745549110e-01 | 3.7606591727e-07 | 3.2070930565e+03 |
| 2.7765553111e-01 | 3.7604322028e-07 | 3.2092956135e+03 |
| 2.7785557111e-01 | 3.7602050865e-07 | 3.2114977558e+03 |
| 2.7805561112e-01 | 3.7599778238e-07 | 3.2136994824e+03 |
| 2.7825565113e-01 | 3.7597504148e-07 | 3.2159007925e+03 |
| 2.7845569114e-01 | 3.7595228596e-07 | 3.2181016851e+03 |
| 2.7865573115e-01 | 3.7592951581e-07 | 3.2203021594e+03 |
| 2.7885577115e-01 | 3.7590673106e-07 | 3.2225022144e+03 |
| 2.7905581116e-01 | 3.7588393170e-07 | 3.2247018491e+03 |
| 2.7925585117e-01 | 3.7586111775e-07 | 3.2269010628e+03 |
| 2.7945589118e-01 | 3.7583828920e-07 | 3.2290998544e+03 |
| 2.7965593119e-01 | 3.7581544606e-07 | 3.2312982231e+03 |
| 2.7985597119e-01 | 3.7579258834e-07 | 3.2334961678e+03 |
| 2.8005601120e-01 | 3.7576971605e-07 | 3.2356936878e+03 |
| 2.8025605121e-01 | 3.7574682920e-07 | 3.2378907820e+03 |
| 2.8045609122e-01 | 3.7572392778e-07 | 3.2400874496e+03 |
| 2.8065613123e-01 | 3.7570101181e-07 | 3.2422836896e+03 |
| 2.8085617123e-01 | 3.7567808129e-07 | 3.2444795010e+03 |
| 2.8105621124e-01 | 3.7565513623e-07 | 3.2466748831e+03 |
| 2.8125625125e-01 | 3.7563217663e-07 | 3.2488698347e+03 |
| 2.8145629126e-01 | 3.7560920251e-07 | 3.2510643551e+03 |
| 2.8165633127e-01 | 3.7558621386e-07 | 3.2532584432e+03 |
| 2.8185637127e-01 | 3.7556321069e-07 | 3.2554520982e+03 |
| 2.8205641128e-01 | 3.7554019302e-07 | 3.2576453191e+03 |
| 2.8225645129e-01 | 3.7551716085e-07 | 3.2598381049e+03 |
| 2.8245649130e-01 | 3.7549411418e-07 | 3.2620304547e+03 |
| 2.8265653131e-01 | 3.7547105302e-07 | 3.2642223677e+03 |
| 2.8285657131e-01 | 3.7544797737e-07 | 3.2664138428e+03 |
| 2.8305661132e-01 | 3.7542488725e-07 | 3.2686048791e+03 |
| 2.8325665133e-01 | 3.7540178266e-07 | 3.2707954757e+03 |
| 2.8345669134e-01 | 3.7537866361e-07 | 3.2729856316e+03 |
| 2.8365673135e-01 | 3.7535553009e-07 | 3.2751753459e+03 |
| 2.8385677135e-01 | 3.7533238213e-07 | 3.2773646176e+03 |
| 2.8405681136e-01 | 3.7530921973e-07 | 3.2795534458e+03 |
| 2.8425685137e-01 | 3.7528604289e-07 | 3.2817418296e+03 |
| 2.8445689138e-01 | 3.7526285162e-07 | 3.2839297679e+03 |
| 2.8465693139e-01 | 3.7523964592e-07 | 3.2861172599e+03 |
| 2.8485697139e-01 | 3.7521642581e-07 | 3.2883043046e+03 |
| 2.8505701140e-01 | 3.7519319128e-07 | 3.2904909011e+03 |
| 2.8525705141e-01 | 3.7516994236e-07 | 3.2926770483e+03 |
| 2.8545709142e-01 | 3.7514667903e-07 | 3.2948627454e+03 |
| 2.8565713143e-01 | 3.7512340132e-07 | 3.2970479913e+03 |
| 2.8585717143e-01 | 3.7510010922e-07 | 3.2992327852e+03 |
| 2.8605721144e-01 | 3.7507680275e-07 | 3.3014171261e+03 |
| 2.8625725145e-01 | 3.7505348191e-07 | 3.3036010129e+03 |
| 2.8645729146e-01 | 3.7503014670e-07 | 3.3057844449e+03 |
| 2.8665733147e-01 | 3.7500679714e-07 | 3.3079674209e+03 |
| 2.8685737147e-01 | 3.7498343323e-07 | 3.3101499400e+03 |
| 2.8705741148e-01 | 3.7496005497e-07 | 3.3123320013e+03 |
| 2.8725745149e-01 | 3.7493666238e-07 | 3.3145136038e+03 |
| 2.8745749150e-01 | 3.7491325546e-07 | 3.3166947465e+03 |
| 2.8765753151e-01 | 3.7488983422e-07 | 3.3188754285e+03 |
| 2.8785757151e-01 | 3.7486639867e-07 | 3.3210556489e+03 |
| 2.8805761152e-01 | 3.7484294880e-07 | 3.3232354065e+03 |
| 2.8825765153e-01 | 3.7481948463e-07 | 3.3254147005e+03 |
| 2.8845769154e-01 | 3.7479600617e-07 | 3.3275935299e+03 |
| 2.8865773155e-01 | 3.7477251343e-07 | 3.3297718937e+03 |
| 2.8885777155e-01 | 3.7474900640e-07 | 3.3319497910e+03 |
| 2.8905781156e-01 | 3.7472548509e-07 | 3.3341272207e+03 |
| 2.8925785157e-01 | 3.7470194953e-07 | 3.3363041820e+03 |
| 2.8945789158e-01 | 3.7467839970e-07 | 3.3384806737e+03 |
| 2.8965793159e-01 | 3.7465483562e-07 | 3.3406566950e+03 |
| 2.8985797159e-01 | 3.7463125729e-07 | 3.3428322449e+03 |
| 2.9005801160e-01 | 3.7460766472e-07 | 3.3450073223e+03 |
