| z | u | f |
| 6.030151e-01 | 3.286827e-07 | 5.371650e+03 |
| 6.080402e-01 | 3.279946e-07 | 5.369484e+03 |
| 6.130653e-01 | 3.273151e-07 | 5.366039e+03 |
| 6.180905e-01 | 3.266446e-07 | 5.361328e+03 |
| 6.231156e-01 | 3.259833e-07 | 5.355363e+03 |
| 6.281407e-01 | 3.253315e-07 | 5.348160e+03 |
| 6.331658e-01 | 3.246896e-07 | 5.339736e+03 |
| 6.381910e-01 | 3.240576e-07 | 5.330109e+03 |
| 6.432161e-01 | 3.234360e-07 | 5.319301e+03 |
| 6.482412e-01 | 3.228248e-07 | 5.307333e+03 |
| 6.532663e-01 | 3.222243e-07 | 5.294230e+03 |
| 6.582915e-01 | 3.216347e-07 | 5.280017e+03 |
| 6.633166e-01 | 3.210562e-07 | 5.264722e+03 |
| 6.683417e-01 | 3.204890e-07 | 5.248375e+03 |
| 6.733668e-01 | 3.199331e-07 | 5.231005e+03 |
| 6.783920e-01 | 3.193889e-07 | 5.212647e+03 |
| 6.834171e-01 | 3.188564e-07 | 5.193332e+03 |
| 6.884422e-01 | 3.183357e-07 | 5.173098e+03 |
| 6.934673e-01 | 3.178269e-07 | 5.151981e+03 |
| 6.984925e-01 | 3.173302e-07 | 5.130019e+03 |
| 7.035176e-01 | 3.168455e-07 | 5.107251e+03 |
| 7.085427e-01 | 3.163731e-07 | 5.083718e+03 |
| 7.135678e-01 | 3.159128e-07 | 5.059461e+03 |
| 7.185930e-01 | 3.154648e-07 | 5.034523e+03 |
| 7.236181e-01 | 3.150290e-07 | 5.008947e+03 |
| 7.286432e-01 | 3.146056e-07 | 4.982778e+03 |
| 7.336683e-01 | 3.141944e-07 | 4.956058e+03 |
| 7.386935e-01 | 3.137954e-07 | 4.928835e+03 |
| 7.437186e-01 | 3.134087e-07 | 4.901152e+03 |
| 7.487437e-01 | 3.130341e-07 | 4.873055e+03 |
| 7.537688e-01 | 3.126717e-07 | 4.844589e+03 |
| 7.587940e-01 | 3.123212e-07 | 4.815800e+03 |
| 7.638191e-01 | 3.119827e-07 | 4.786732e+03 |
| 7.688442e-01 | 3.116561e-07 | 4.757430e+03 |
| 7.738693e-01 | 3.113412e-07 | 4.727938e+03 |
| 7.788945e-01 | 3.110379e-07 | 4.698298e+03 |
| 7.839196e-01 | 3.107461e-07 | 4.668553e+03 |
| 7.889447e-01 | 3.104657e-07 | 4.638744e+03 |
| 7.939698e-01 | 3.101965e-07 | 4.608910e+03 |
| 7.989950e-01 | 3.099383e-07 | 4.579091e+03 |
| 8.040201e-01 | 3.096910e-07 | 4.549322e+03 |
| 8.090452e-01 | 3.094543e-07 | 4.519639e+03 |
| 8.140704e-01 | 3.092282e-07 | 4.490076e+03 |
| 8.190955e-01 | 3.090124e-07 | 4.460665e+03 |
| 8.241206e-01 | 3.088067e-07 | 4.431434e+03 |
| 8.291457e-01 | 3.086110e-07 | 4.402413e+03 |
| 8.341709e-01 | 3.084249e-07 | 4.373626e+03 |
| 8.391960e-01 | 3.082483e-07 | 4.345096e+03 |
| 8.442211e-01 | 3.080809e-07 | 4.316845e+03 |
| 8.492462e-01 | 3.079226e-07 | 4.288893e+03 |
| 8.542714e-01 | 3.077730e-07 | 4.261254e+03 |
| 8.592965e-01 | 3.076321e-07 | 4.233945e+03 |
| 8.643216e-01 | 3.074994e-07 | 4.206977e+03 |
| 8.693467e-01 | 3.073747e-07 | 4.180361e+03 |
| 8.743719e-01 | 3.072579e-07 | 4.154104e+03 |
| 8.793970e-01 | 3.071487e-07 | 4.128212e+03 |
| 8.844221e-01 | 3.070467e-07 | 4.102690e+03 |
| 8.894472e-01 | 3.069518e-07 | 4.077540e+03 |
| 8.944724e-01 | 3.068636e-07 | 4.052762e+03 |
| 8.994975e-01 | 3.067820e-07 | 4.028355e+03 |
| 9.045226e-01 | 3.067066e-07 | 4.004318e+03 |
| 9.095477e-01 | 3.066372e-07 | 3.980646e+03 |
| 9.145729e-01 | 3.065736e-07 | 3.957335e+03 |
| 9.195980e-01 | 3.065154e-07 | 3.934379e+03 |
| 9.246231e-01 | 3.064624e-07 | 3.911772e+03 |
| 9.296482e-01 | 3.064143e-07 | 3.889507e+03 |
| 9.346734e-01 | 3.063709e-07 | 3.867575e+03 |
| 9.396985e-01 | 3.063318e-07 | 3.845969e+03 |
| 9.447236e-01 | 3.062969e-07 | 3.824679e+03 |
| 9.497487e-01 | 3.062659e-07 | 3.803699e+03 |
| 9.547739e-01 | 3.062385e-07 | 3.783018e+03 |
| 9.597990e-01 | 3.062145e-07 | 3.762628e+03 |
| 9.648241e-01 | 3.061935e-07 | 3.742519e+03 |
| 9.698492e-01 | 3.061754e-07 | 3.722684e+03 |
| 9.748744e-01 | 3.061599e-07 | 3.703113e+03 |
| 9.798995e-01 | 3.061468e-07 | 3.683798e+03 |
| 9.849246e-01 | 3.061359e-07 | 3.664729e+03 |
| 9.899497e-01 | 3.061268e-07 | 3.645900e+03 |
| 9.949749e-01 | 3.061194e-07 | 3.627301e+03 |
| 1.000000e+00 | 3.061136e-07 | 3.608924e+03 |
