| z | u | f |
| 4.4044044044e-02 | 3.9166196930e-07 | 5.1427161153e+02 |
| 4.5045045045e-02 | 3.9164329162e-07 | 5.2596143382e+02 |
| 4.6046046046e-02 | 3.9162419416e-07 | 5.3765135901e+02 |
| 4.7047047047e-02 | 3.9160467693e-07 | 5.4934138711e+02 |
| 4.8048048048e-02 | 3.9158473993e-07 | 5.6103151798e+02 |
| 4.9049049049e-02 | 3.9156438314e-07 | 5.7272175130e+02 |
| 5.0050050050e-02 | 3.9154360658e-07 | 5.8441208663e+02 |
| 5.1051051051e-02 | 3.9152241023e-07 | 5.9610252335e+02 |
| 5.2052052052e-02 | 3.9150079411e-07 | 6.0779306068e+02 |
| 5.3053053053e-02 | 3.9147875820e-07 | 6.1948369767e+02 |
| 5.4054054054e-02 | 3.9145630251e-07 | 6.3117443319e+02 |
| 5.5055055055e-02 | 3.9143342703e-07 | 6.4286526597e+02 |
| 5.6056056056e-02 | 3.9141013177e-07 | 6.5455619453e+02 |
| 5.7057057057e-02 | 3.9138641673e-07 | 6.6624721722e+02 |
| 5.8058058058e-02 | 3.9136228190e-07 | 6.7793833221e+02 |
| 5.9059059059e-02 | 3.9133772729e-07 | 6.8962953748e+02 |
| 6.0060060060e-02 | 3.9131275289e-07 | 7.0132083083e+02 |
| 6.1061061061e-02 | 3.9128735872e-07 | 7.1301220986e+02 |
| 6.2062062062e-02 | 3.9126154477e-07 | 7.2470367196e+02 |
| 6.3063063063e-02 | 3.9123531104e-07 | 7.3639521434e+02 |
| 6.4064064064e-02 | 3.9120865753e-07 | 7.4808683400e+02 |
| 6.5065065065e-02 | 3.9118158425e-07 | 7.5977852774e+02 |
| 6.6066066066e-02 | 3.9115409120e-07 | 7.7147029213e+02 |
| 6.7067067067e-02 | 3.9112617838e-07 | 7.8316212356e+02 |
| 6.8068068068e-02 | 3.9109784580e-07 | 7.9485401818e+02 |
| 6.9069069069e-02 | 3.9106909346e-07 | 8.0654597191e+02 |
| 7.0070070070e-02 | 3.9103992137e-07 | 8.1823798049e+02 |
| 7.1071071071e-02 | 3.9101032952e-07 | 8.2993003939e+02 |
| 7.2072072072e-02 | 3.9098031793e-07 | 8.4162214388e+02 |
| 7.3073073073e-02 | 3.9094988660e-07 | 8.5331428898e+02 |
| 7.4074074074e-02 | 3.9091903554e-07 | 8.6500646948e+02 |
| 7.5075075075e-02 | 3.9088776475e-07 | 8.7669867994e+02 |
| 7.6076076076e-02 | 3.9085607425e-07 | 8.8839091467e+02 |
| 7.7077077077e-02 | 3.9082396403e-07 | 9.0008316773e+02 |
| 7.8078078078e-02 | 3.9079143412e-07 | 9.1177543294e+02 |
| 7.9079079079e-02 | 3.9075848451e-07 | 9.2346770386e+02 |
| 8.0080080080e-02 | 3.9072511521e-07 | 9.3515997380e+02 |
| 8.1081081081e-02 | 3.9069132625e-07 | 9.4685223581e+02 |
| 8.2082082082e-02 | 3.9065711762e-07 | 9.5854448269e+02 |
| 8.3083083083e-02 | 3.9062248934e-07 | 9.7023670695e+02 |
| 8.4084084084e-02 | 3.9058744142e-07 | 9.8192890086e+02 |
| 8.5085085085e-02 | 3.9055197388e-07 | 9.9362105638e+02 |
| 8.6086086086e-02 | 3.9051608673e-07 | 1.0053131652e+03 |
| 8.7087087087e-02 | 3.9047977998e-07 | 1.0170052189e+03 |
| 8.8088088088e-02 | 3.9044305365e-07 | 1.0286972084e+03 |
| 8.9089089089e-02 | 3.9040590776e-07 | 1.0403891248e+03 |
| 9.0090090090e-02 | 3.9036834231e-07 | 1.0520809585e+03 |
| 9.1091091091e-02 | 3.9033035734e-07 | 1.0637726998e+03 |
| 9.2092092092e-02 | 3.9029195285e-07 | 1.0754643388e+03 |
| 9.3093093093e-02 | 3.9025312887e-07 | 1.0871558651e+03 |
| 9.4094094094e-02 | 3.9021388542e-07 | 1.0988472681e+03 |
| 9.5095095095e-02 | 3.9017422251e-07 | 1.1105385370e+03 |
| 9.6096096096e-02 | 3.9013414018e-07 | 1.1222296605e+03 |
| 9.7097097097e-02 | 3.9009363844e-07 | 1.1339206270e+03 |
| 9.8098098098e-02 | 3.9005271732e-07 | 1.1456114248e+03 |
| 9.9099099099e-02 | 3.9001137684e-07 | 1.1573020417e+03 |
| 1.0010010010e-01 | 3.8996961702e-07 | 1.1689924651e+03 |
| 1.0110110110e-01 | 3.8992743791e-07 | 1.1806826824e+03 |
| 1.0210210210e-01 | 3.8988483952e-07 | 1.1923726803e+03 |
| 1.0310310310e-01 | 3.8984182188e-07 | 1.2040624454e+03 |
| 1.0410410410e-01 | 3.8979838502e-07 | 1.2157519640e+03 |
| 1.0510510511e-01 | 3.8975452898e-07 | 1.2274412218e+03 |
| 1.0610610611e-01 | 3.8971025379e-07 | 1.2391302044e+03 |
| 1.0710710711e-01 | 3.8966555948e-07 | 1.2508188971e+03 |
| 1.0810810811e-01 | 3.8962044608e-07 | 1.2625072846e+03 |
| 1.0910910911e-01 | 3.8957491364e-07 | 1.2741953514e+03 |
| 1.1011011011e-01 | 3.8952896219e-07 | 1.2858830818e+03 |
| 1.1111111111e-01 | 3.8948259177e-07 | 1.2975704594e+03 |
| 1.1211211211e-01 | 3.8943580242e-07 | 1.3092574677e+03 |
| 1.1311311311e-01 | 3.8938859418e-07 | 1.3209440897e+03 |
| 1.1411411411e-01 | 3.8934096710e-07 | 1.3326303083e+03 |
| 1.1511511512e-01 | 3.8929292121e-07 | 1.3443161056e+03 |
| 1.1611611612e-01 | 3.8924445657e-07 | 1.3560014637e+03 |
| 1.1711711712e-01 | 3.8919557322e-07 | 1.3676863641e+03 |
| 1.1811811812e-01 | 3.8914627121e-07 | 1.3793707880e+03 |
| 1.1911911912e-01 | 3.8909655060e-07 | 1.3910547163e+03 |
| 1.2012012012e-01 | 3.8904641142e-07 | 1.4027381294e+03 |
| 1.2112112112e-01 | 3.8899585374e-07 | 1.4144210074e+03 |
| 1.2212212212e-01 | 3.8894487761e-07 | 1.4261033299e+03 |
| 1.2312312312e-01 | 3.8889348309e-07 | 1.4377850761e+03 |
| 1.2412412412e-01 | 3.8884167024e-07 | 1.4494662250e+03 |
| 1.2512512513e-01 | 3.8878943911e-07 | 1.4611467551e+03 |
| 1.2612612613e-01 | 3.8873678977e-07 | 1.4728266443e+03 |
| 1.2712712713e-01 | 3.8868372228e-07 | 1.4845058704e+03 |
| 1.2812812813e-01 | 3.8863023670e-07 | 1.4961844105e+03 |
| 1.2912912913e-01 | 3.8857633311e-07 | 1.5078622416e+03 |
| 1.3013013013e-01 | 3.8852201157e-07 | 1.5195393401e+03 |
| 1.3113113113e-01 | 3.8846727215e-07 | 1.5312156818e+03 |
| 1.3213213213e-01 | 3.8841211492e-07 | 1.5428912426e+03 |
| 1.3313313313e-01 | 3.8835653997e-07 | 1.5545659974e+03 |
| 1.3413413413e-01 | 3.8830054736e-07 | 1.5662399210e+03 |
| 1.3513513514e-01 | 3.8824413717e-07 | 1.5779129877e+03 |
| 1.3613613614e-01 | 3.8818730949e-07 | 1.5895851713e+03 |
| 1.3713713714e-01 | 3.8813006439e-07 | 1.6012564453e+03 |
| 1.3813813814e-01 | 3.8807240197e-07 | 1.6129267827e+03 |
| 1.3913913914e-01 | 3.8801432230e-07 | 1.6245961560e+03 |
| 1.4014014014e-01 | 3.8795582548e-07 | 1.6362645372e+03 |
| 1.4114114114e-01 | 3.8789691159e-07 | 1.6479318980e+03 |
| 1.4214214214e-01 | 3.8783758074e-07 | 1.6595982096e+03 |
| 1.4314314314e-01 | 3.8777783301e-07 | 1.6712634427e+03 |
| 1.4414414414e-01 | 3.8771766851e-07 | 1.6829275676e+03 |
| 1.4514514515e-01 | 3.8765708733e-07 | 1.6945905541e+03 |
| 1.4614614615e-01 | 3.8759608957e-07 | 1.7062523714e+03 |
| 1.4714714715e-01 | 3.8753467534e-07 | 1.7179129886e+03 |
| 1.4814814815e-01 | 3.8747284475e-07 | 1.7295723739e+03 |
| 1.4914914915e-01 | 3.8741059791e-07 | 1.7412304954e+03 |
| 1.5015015015e-01 | 3.8734793493e-07 | 1.7528873204e+03 |
| 1.5115115115e-01 | 3.8728485592e-07 | 1.7645428159e+03 |
| 1.5215215215e-01 | 3.8722136100e-07 | 1.7761969483e+03 |
| 1.5315315315e-01 | 3.8715745029e-07 | 1.7878496838e+03 |
| 1.5415415415e-01 | 3.8709312392e-07 | 1.7995009877e+03 |
| 1.5515515516e-01 | 3.8702838200e-07 | 1.8111508251e+03 |
| 1.5615615616e-01 | 3.8696322466e-07 | 1.8227991605e+03 |
| 1.5715715716e-01 | 3.8689765205e-07 | 1.8344459579e+03 |
| 1.5815815816e-01 | 3.8683166427e-07 | 1.8460911809e+03 |
| 1.5915915916e-01 | 3.8676526149e-07 | 1.8577347923e+03 |
| 1.6016016016e-01 | 3.8669844382e-07 | 1.8693767548e+03 |
| 1.6116116116e-01 | 3.8663121142e-07 | 1.8810170303e+03 |
| 1.6216216216e-01 | 3.8656356443e-07 | 1.8926555803e+03 |
| 1.6316316316e-01 | 3.8649550300e-07 | 1.9042923658e+03 |
| 1.6416416416e-01 | 3.8642702727e-07 | 1.9159273471e+03 |
| 1.6516516517e-01 | 3.8635813741e-07 | 1.9275604842e+03 |
| 1.6616616617e-01 | 3.8628883356e-07 | 1.9391917366e+03 |
| 1.6716716717e-01 | 3.8621911588e-07 | 1.9508210629e+03 |
| 1.6816816817e-01 | 3.8614898455e-07 | 1.9624484217e+03 |
| 1.6916916917e-01 | 3.8607843972e-07 | 1.9740737707e+03 |
| 1.7017017017e-01 | 3.8600748157e-07 | 1.9856970671e+03 |
| 1.7117117117e-01 | 3.8593611026e-07 | 1.9973182676e+03 |
| 1.7217217217e-01 | 3.8586432597e-07 | 2.0089373286e+03 |
| 1.7317317317e-01 | 3.8579212889e-07 | 2.0205542055e+03 |
| 1.7417417417e-01 | 3.8571951918e-07 | 2.0321688534e+03 |
| 1.7517517518e-01 | 3.8564649705e-07 | 2.0437812270e+03 |
| 1.7617617618e-01 | 3.8557306268e-07 | 2.0553912801e+03 |
| 1.7717717718e-01 | 3.8549921625e-07 | 2.0669989663e+03 |
| 1.7817817818e-01 | 3.8542495798e-07 | 2.0786042384e+03 |
| 1.7917917918e-01 | 3.8535028805e-07 | 2.0902070486e+03 |
| 1.8018018018e-01 | 3.8527520667e-07 | 2.1018073487e+03 |
| 1.8118118118e-01 | 3.8519971405e-07 | 2.1134050900e+03 |
| 1.8218218218e-01 | 3.8512381040e-07 | 2.1250002229e+03 |
| 1.8318318318e-01 | 3.8504749593e-07 | 2.1365926976e+03 |
| 1.8418418418e-01 | 3.8497077086e-07 | 2.1481824635e+03 |
| 1.8518518519e-01 | 3.8489363541e-07 | 2.1597694694e+03 |
| 1.8618618619e-01 | 3.8481608982e-07 | 2.1713536637e+03 |
| 1.8718718719e-01 | 3.8473813430e-07 | 2.1829349940e+03 |
| 1.8818818819e-01 | 3.8465976909e-07 | 2.1945134076e+03 |
| 1.8918918919e-01 | 3.8458099444e-07 | 2.2060888509e+03 |
| 1.9019019019e-01 | 3.8450181057e-07 | 2.2176612699e+03 |
| 1.9119119119e-01 | 3.8442221774e-07 | 2.2292306099e+03 |
| 1.9219219219e-01 | 3.8434221620e-07 | 2.2407968158e+03 |
| 1.9319319319e-01 | 3.8426180620e-07 | 2.2523598316e+03 |
| 1.9419419419e-01 | 3.8418098800e-07 | 2.2639196009e+03 |
| 1.9519519520e-01 | 3.8409976186e-07 | 2.2754760668e+03 |
| 1.9619619620e-01 | 3.8401812805e-07 | 2.2870291714e+03 |
| 1.9719719720e-01 | 3.8393608684e-07 | 2.2985788567e+03 |
| 1.9819819820e-01 | 3.8385363850e-07 | 2.3101250636e+03 |
| 1.9919919920e-01 | 3.8377078332e-07 | 2.3216677328e+03 |
| 2.0020020020e-01 | 3.8368752158e-07 | 2.3332068041e+03 |
| 2.0120120120e-01 | 3.8360385356e-07 | 2.3447422168e+03 |
| 2.0220220220e-01 | 3.8351977957e-07 | 2.3562739096e+03 |
| 2.0320320320e-01 | 3.8343529989e-07 | 2.3678018205e+03 |
| 2.0420420420e-01 | 3.8335041484e-07 | 2.3793258869e+03 |
| 2.0520520521e-01 | 3.8326512471e-07 | 2.3908460456e+03 |
| 2.0620620621e-01 | 3.8317942982e-07 | 2.4023622328e+03 |
| 2.0720720721e-01 | 3.8309333049e-07 | 2.4138743840e+03 |
| 2.0820820821e-01 | 3.8300682703e-07 | 2.4253824341e+03 |
| 2.0920920921e-01 | 3.8291991978e-07 | 2.4368863174e+03 |
| 2.1021021021e-01 | 3.8283260907e-07 | 2.4483859674e+03 |
| 2.1121121121e-01 | 3.8274489522e-07 | 2.4598813171e+03 |
| 2.1221221221e-01 | 3.8265677859e-07 | 2.4713722989e+03 |
| 2.1321321321e-01 | 3.8256825951e-07 | 2.4828588444e+03 |
| 2.1421421421e-01 | 3.8247933835e-07 | 2.4943408848e+03 |
| 2.1521521522e-01 | 3.8239001545e-07 | 2.5058183503e+03 |
| 2.1621621622e-01 | 3.8230029118e-07 | 2.5172911707e+03 |
| 2.1721721722e-01 | 3.8221016590e-07 | 2.5287592752e+03 |
| 2.1821821822e-01 | 3.8211963998e-07 | 2.5402225921e+03 |
| 2.1921921922e-01 | 3.8202871381e-07 | 2.5516810491e+03 |
| 2.2022022022e-01 | 3.8193738776e-07 | 2.5631345735e+03 |
| 2.2122122122e-01 | 3.8184566222e-07 | 2.5745830917e+03 |
| 2.2222222222e-01 | 3.8175353759e-07 | 2.5860265294e+03 |
| 2.2322322322e-01 | 3.8166101427e-07 | 2.5974648118e+03 |
| 2.2422422422e-01 | 3.8156809265e-07 | 2.6088978633e+03 |
| 2.2522522523e-01 | 3.8147477315e-07 | 2.6203256077e+03 |
| 2.2622622623e-01 | 3.8138105619e-07 | 2.6317479682e+03 |
| 2.2722722723e-01 | 3.8128694218e-07 | 2.6431648671e+03 |
| 2.2822822823e-01 | 3.8119243156e-07 | 2.6545762262e+03 |
| 2.2922922923e-01 | 3.8109752475e-07 | 2.6659819667e+03 |
| 2.3023023023e-01 | 3.8100222219e-07 | 2.6773820089e+03 |
| 2.3123123123e-01 | 3.8090652433e-07 | 2.6887762726e+03 |
| 2.3223223223e-01 | 3.8081043162e-07 | 2.7001646768e+03 |
| 2.3323323323e-01 | 3.8071394451e-07 | 2.7115471398e+03 |
| 2.3423423423e-01 | 3.8061706347e-07 | 2.7229235795e+03 |
| 2.3523523524e-01 | 3.8051978896e-07 | 2.7342939127e+03 |
| 2.3623623624e-01 | 3.8042212147e-07 | 2.7456580558e+03 |
| 2.3723723724e-01 | 3.8032406146e-07 | 2.7570159243e+03 |
| 2.3823823824e-01 | 3.8022560942e-07 | 2.7683674334e+03 |
| 2.3923923924e-01 | 3.8012676586e-07 | 2.7797124970e+03 |
| 2.4024024024e-01 | 3.8002753126e-07 | 2.7910510289e+03 |
| 2.4124124124e-01 | 3.7992790613e-07 | 2.8023829418e+03 |
| 2.4224224224e-01 | 3.7982789099e-07 | 2.8137081480e+03 |
| 2.4324324324e-01 | 3.7972748636e-07 | 2.8250265588e+03 |
| 2.4424424424e-01 | 3.7962669275e-07 | 2.8363380850e+03 |
| 2.4524524525e-01 | 3.7952551069e-07 | 2.8476426368e+03 |
| 2.4624624625e-01 | 3.7942394074e-07 | 2.8589401233e+03 |
| 2.4724724725e-01 | 3.7932198342e-07 | 2.8702304533e+03 |
| 2.4824824825e-01 | 3.7921963930e-07 | 2.8815135348e+03 |
| 2.4924924925e-01 | 3.7911690893e-07 | 2.8927892750e+03 |
| 2.5025025025e-01 | 3.7901379287e-07 | 2.9040575803e+03 |
| 2.5125125125e-01 | 3.7891029170e-07 | 2.9153183567e+03 |
| 2.5225225225e-01 | 3.7880640599e-07 | 2.9265715093e+03 |
| 2.5325325325e-01 | 3.7870213632e-07 | 2.9378169425e+03 |
| 2.5425425425e-01 | 3.7859748330e-07 | 2.9490545599e+03 |
| 2.5525525526e-01 | 3.7849244752e-07 | 2.9602842646e+03 |
| 2.5625625626e-01 | 3.7838702958e-07 | 2.9715059589e+03 |
| 2.5725725726e-01 | 3.7828123010e-07 | 2.9827195443e+03 |
| 2.5825825826e-01 | 3.7817504970e-07 | 2.9939249217e+03 |
| 2.5925925926e-01 | 3.7806848901e-07 | 3.0051219913e+03 |
| 2.6026026026e-01 | 3.7796154865e-07 | 3.0163106524e+03 |
| 2.6126126126e-01 | 3.7785422928e-07 | 3.0274908037e+03 |
| 2.6226226226e-01 | 3.7774653153e-07 | 3.0386623434e+03 |
| 2.6326326326e-01 | 3.7763845608e-07 | 3.0498251685e+03 |
| 2.6426426426e-01 | 3.7753000357e-07 | 3.0609791758e+03 |
| 2.6526526527e-01 | 3.7742117469e-07 | 3.0721242610e+03 |
| 2.6626626627e-01 | 3.7731197012e-07 | 3.0832603193e+03 |
| 2.6726726727e-01 | 3.7720239052e-07 | 3.0943872451e+03 |
| 2.6826826827e-01 | 3.7709243662e-07 | 3.1055049321e+03 |
| 2.6926926927e-01 | 3.7698210909e-07 | 3.1166132732e+03 |
| 2.7027027027e-01 | 3.7687140866e-07 | 3.1277121607e+03 |
| 2.7127127127e-01 | 3.7676033604e-07 | 3.1388014861e+03 |
| 2.7227227227e-01 | 3.7664889195e-07 | 3.1498811402e+03 |
| 2.7327327327e-01 | 3.7653707714e-07 | 3.1609510132e+03 |
| 2.7427427427e-01 | 3.7642489233e-07 | 3.1720109944e+03 |
| 2.7527527528e-01 | 3.7631233827e-07 | 3.1830609724e+03 |
| 2.7627627628e-01 | 3.7619941574e-07 | 3.1941008352e+03 |
| 2.7727727728e-01 | 3.7608612547e-07 | 3.2051304700e+03 |
| 2.7827827828e-01 | 3.7597246826e-07 | 3.2161497633e+03 |
| 2.7927927928e-01 | 3.7585844489e-07 | 3.2271586008e+03 |
| 2.8028028028e-01 | 3.7574405613e-07 | 3.2381568676e+03 |
| 2.8128128128e-01 | 3.7562930279e-07 | 3.2491444480e+03 |
| 2.8228228228e-01 | 3.7551418567e-07 | 3.2601212257e+03 |
| 2.8328328328e-01 | 3.7539870558e-07 | 3.2710870834e+03 |
| 2.8428428428e-01 | 3.7528286336e-07 | 3.2820419035e+03 |
| 2.8528528529e-01 | 3.7516665982e-07 | 3.2929855674e+03 |
| 2.8628628629e-01 | 3.7505009581e-07 | 3.3039179557e+03 |
| 2.8728728729e-01 | 3.7493317217e-07 | 3.3148389486e+03 |
| 2.8828828829e-01 | 3.7481588976e-07 | 3.3257484252e+03 |
| 2.8928928929e-01 | 3.7469824945e-07 | 3.3366462643e+03 |
| 2.9029029029e-01 | 3.7458025210e-07 | 3.3475323437e+03 |
| 2.9129129129e-01 | 3.7446189860e-07 | 3.3584065405e+03 |
| 2.9229229229e-01 | 3.7434318983e-07 | 3.3692687311e+03 |
| 2.9329329329e-01 | 3.7422412671e-07 | 3.3801187914e+03 |
| 2.9429429429e-01 | 3.7410471013e-07 | 3.3909565963e+03 |
| 2.9529529530e-01 | 3.7398494100e-07 | 3.4017820202e+03 |
| 2.9629629630e-01 | 3.7386482027e-07 | 3.4125949365e+03 |
| 2.9729729730e-01 | 3.7374434885e-07 | 3.4233952183e+03 |
| 2.9829829830e-01 | 3.7362352770e-07 | 3.4341827377e+03 |
| 2.9929929930e-01 | 3.7350235777e-07 | 3.4449573662e+03 |
| 3.0030030030e-01 | 3.7338084001e-07 | 3.4557189745e+03 |
| 3.0130130130e-01 | 3.7325897539e-07 | 3.4664674328e+03 |
| 3.0230230230e-01 | 3.7313676491e-07 | 3.4772026103e+03 |
| 3.0330330330e-01 | 3.7301420953e-07 | 3.4879243757e+03 |
| 3.0430430430e-01 | 3.7289131027e-07 | 3.4986325971e+03 |
| 3.0530530531e-01 | 3.7276806813e-07 | 3.5093271416e+03 |
| 3.0630630631e-01 | 3.7264448413e-07 | 3.5200078758e+03 |
| 3.0730730731e-01 | 3.7252055928e-07 | 3.5306746656e+03 |
| 3.0830830831e-01 | 3.7239629463e-07 | 3.5413273762e+03 |
| 3.0930930931e-01 | 3.7227169122e-07 | 3.5519658721e+03 |
| 3.1031031031e-01 | 3.7214675010e-07 | 3.5625900170e+03 |
| 3.1131131131e-01 | 3.7202147234e-07 | 3.5731996741e+03 |
| 3.1231231231e-01 | 3.7189585901e-07 | 3.5837947057e+03 |
| 3.1331331331e-01 | 3.7176991119e-07 | 3.5943749737e+03 |
| 3.1431431431e-01 | 3.7164362997e-07 | 3.6049403391e+03 |
| 3.1531531532e-01 | 3.7151701645e-07 | 3.6154906623e+03 |
| 3.1631631632e-01 | 3.7139007175e-07 | 3.6260258029e+03 |
| 3.1731731732e-01 | 3.7126279699e-07 | 3.6365456200e+03 |
| 3.1831831832e-01 | 3.7113519329e-07 | 3.6470499719e+03 |
| 3.1931931932e-01 | 3.7100726180e-07 | 3.6575387164e+03 |
| 3.2032032032e-01 | 3.7087900366e-07 | 3.6680117104e+03 |
| 3.2132132132e-01 | 3.7075042004e-07 | 3.6784688103e+03 |
| 3.2232232232e-01 | 3.7062151211e-07 | 3.6889098717e+03 |
| 3.2332332332e-01 | 3.7049228104e-07 | 3.6993347498e+03 |
| 3.2432432432e-01 | 3.7036272802e-07 | 3.7097432989e+03 |
| 3.2532532533e-01 | 3.7023285426e-07 | 3.7201353726e+03 |
| 3.2632632633e-01 | 3.7010266096e-07 | 3.7305108242e+03 |
| 3.2732732733e-01 | 3.6997214935e-07 | 3.7408695059e+03 |
| 3.2832832833e-01 | 3.6984132065e-07 | 3.7512112695e+03 |
| 3.2932932933e-01 | 3.6971017610e-07 | 3.7615359662e+03 |
| 3.3033033033e-01 | 3.6957871695e-07 | 3.7718434466e+03 |
| 3.3133133133e-01 | 3.6944694447e-07 | 3.7821335603e+03 |
| 3.3233233233e-01 | 3.6931485992e-07 | 3.7924061567e+03 |
| 3.3333333333e-01 | 3.6918246458e-07 | 3.8026610843e+03 |
| 3.3433433433e-01 | 3.6904975975e-07 | 3.8128981912e+03 |
| 3.3533533534e-01 | 3.6891674672e-07 | 3.8231173246e+03 |
| 3.3633633634e-01 | 3.6878342681e-07 | 3.8333183314e+03 |
| 3.3733733734e-01 | 3.6864980133e-07 | 3.8435010575e+03 |
| 3.3833833834e-01 | 3.6851587162e-07 | 3.8536653486e+03 |
| 3.3933933934e-01 | 3.6838163903e-07 | 3.8638110494e+03 |
| 3.4034034034e-01 | 3.6824710490e-07 | 3.8739380044e+03 |
| 3.4134134134e-01 | 3.6811227060e-07 | 3.8840460572e+03 |
| 3.4234234234e-01 | 3.6797713751e-07 | 3.8941350509e+03 |
| 3.4334334334e-01 | 3.6784170700e-07 | 3.9042048281e+03 |
| 3.4434434434e-01 | 3.6770598047e-07 | 3.9142552306e+03 |
| 3.4534534535e-01 | 3.6756995932e-07 | 3.9242860998e+03 |
| 3.4634634635e-01 | 3.6743364498e-07 | 3.9342972764e+03 |
| 3.4734734735e-01 | 3.6729703887e-07 | 3.9442886007e+03 |
| 3.4834834835e-01 | 3.6716014243e-07 | 3.9542599123e+03 |
| 3.4934934935e-01 | 3.6702295710e-07 | 3.9642110502e+03 |
| 3.5035035035e-01 | 3.6688548435e-07 | 3.9741418530e+03 |
| 3.5135135135e-01 | 3.6674772563e-07 | 3.9840521586e+03 |
| 3.5235235235e-01 | 3.6660968244e-07 | 3.9939418043e+03 |
| 3.5335335335e-01 | 3.6647135626e-07 | 4.0038106272e+03 |
| 3.5435435435e-01 | 3.6633274860e-07 | 4.0136584633e+03 |
| 3.5535535536e-01 | 3.6619386096e-07 | 4.0234851487e+03 |
| 3.5635635636e-01 | 3.6605469487e-07 | 4.0332905184e+03 |
| 3.5735735736e-01 | 3.6591525187e-07 | 4.0430744072e+03 |
| 3.5835835836e-01 | 3.6577553349e-07 | 4.0528366494e+03 |
| 3.5935935936e-01 | 3.6563554130e-07 | 4.0625770787e+03 |
| 3.6036036036e-01 | 3.6549527686e-07 | 4.0722955282e+03 |
| 3.6136136136e-01 | 3.6535474174e-07 | 4.0819918306e+03 |
| 3.6236236236e-01 | 3.6521393754e-07 | 4.0916658181e+03 |
| 3.6336336336e-01 | 3.6507286585e-07 | 4.1013173225e+03 |
| 3.6436436436e-01 | 3.6493152829e-07 | 4.1109461749e+03 |
| 3.6536536537e-01 | 3.6478992647e-07 | 4.1205522061e+03 |
| 3.6636636637e-01 | 3.6464806203e-07 | 4.1301352463e+03 |
