| z | u | f |
| 2.6755852843e-01 | 3.7717043583e-07 | 3.0976231150e+03 |
| 2.7090301003e-01 | 3.7680124210e-07 | 3.1347229198e+03 |
| 2.7424749164e-01 | 3.7642789874e-07 | 3.1717152048e+03 |
| 2.7759197324e-01 | 3.7605043329e-07 | 3.2085958492e+03 |
| 2.8093645485e-01 | 3.7566887431e-07 | 3.2453606423e+03 |
| 2.8428093645e-01 | 3.7528325139e-07 | 3.2820052838e+03 |
| 2.8762541806e-01 | 3.7489359512e-07 | 3.3185253835e+03 |
| 2.9096989967e-01 | 3.7449993714e-07 | 3.3549164621e+03 |
| 2.9431438127e-01 | 3.7410231019e-07 | 3.3911739509e+03 |
| 2.9765886288e-01 | 3.7370074807e-07 | 3.4272931926e+03 |
| 3.0100334448e-01 | 3.7329528567e-07 | 3.4632694411e+03 |
| 3.0434782609e-01 | 3.7288595904e-07 | 3.4990978625e+03 |
| 3.0769230769e-01 | 3.7247280534e-07 | 3.5347735355e+03 |
| 3.1103678930e-01 | 3.7205586289e-07 | 3.5702914518e+03 |
| 3.1438127090e-01 | 3.7163517119e-07 | 3.6056465172e+03 |
| 3.1772575251e-01 | 3.7121077092e-07 | 3.6408335523e+03 |
| 3.2107023411e-01 | 3.7078270397e-07 | 3.6758472931e+03 |
| 3.2441471572e-01 | 3.7035101344e-07 | 3.7106823923e+03 |
| 3.2775919732e-01 | 3.6991574368e-07 | 3.7453334206e+03 |
| 3.3110367893e-01 | 3.6947694025e-07 | 3.7797948671e+03 |
| 3.3444816054e-01 | 3.6903465002e-07 | 3.8140611416e+03 |
| 3.3779264214e-01 | 3.6858892111e-07 | 3.8481265750e+03 |
| 3.4113712375e-01 | 3.6813980291e-07 | 3.8819854215e+03 |
| 3.4448160535e-01 | 3.6768734613e-07 | 3.9156318600e+03 |
| 3.4782608696e-01 | 3.6723160279e-07 | 3.9490599955e+03 |
| 3.5117056856e-01 | 3.6677262622e-07 | 3.9822638613e+03 |
| 3.5451505017e-01 | 3.6631047108e-07 | 4.0152374208e+03 |
| 3.5785953177e-01 | 3.6584519336e-07 | 4.0479745693e+03 |
| 3.6120401338e-01 | 3.6537685041e-07 | 4.0804691364e+03 |
| 3.6454849498e-01 | 3.6490550092e-07 | 4.1127148883e+03 |
| 3.6789297659e-01 | 3.6443120494e-07 | 4.1447055301e+03 |
| 3.7123745819e-01 | 3.6395402389e-07 | 4.1764347080e+03 |
| 3.7458193980e-01 | 3.6347402056e-07 | 4.2078960125e+03 |
| 3.7792642140e-01 | 3.6299125910e-07 | 4.2390829807e+03 |
| 3.8127090301e-01 | 3.6250580502e-07 | 4.2699890993e+03 |
| 3.8461538462e-01 | 3.6201772525e-07 | 4.3006078078e+03 |
| 3.8795986622e-01 | 3.6152708804e-07 | 4.3309325013e+03 |
| 3.9130434783e-01 | 3.6103396306e-07 | 4.3609565338e+03 |
| 3.9464882943e-01 | 3.6053842131e-07 | 4.3906732220e+03 |
| 3.9799331104e-01 | 3.6004053518e-07 | 4.4200758484e+03 |
| 4.0133779264e-01 | 3.5954037843e-07 | 4.4491576648e+03 |
| 4.0468227425e-01 | 3.5903802616e-07 | 4.4779118967e+03 |
| 4.0802675585e-01 | 3.5853355482e-07 | 4.5063317468e+03 |
| 4.1137123746e-01 | 3.5802704222e-07 | 4.5344103990e+03 |
| 4.1471571906e-01 | 3.5751856747e-07 | 4.5621410227e+03 |
| 4.1806020067e-01 | 3.5700821104e-07 | 4.5895167774e+03 |
| 4.2140468227e-01 | 3.5649605466e-07 | 4.6165308167e+03 |
| 4.2474916388e-01 | 3.5598218140e-07 | 4.6431762929e+03 |
| 4.2809364548e-01 | 3.5546667558e-07 | 4.6694463623e+03 |
| 4.3143812709e-01 | 3.5494962278e-07 | 4.6953341895e+03 |
| 4.3478260870e-01 | 3.5443110983e-07 | 4.7208329524e+03 |
| 4.3812709030e-01 | 3.5391122480e-07 | 4.7459358477e+03 |
| 4.4147157191e-01 | 3.5339005691e-07 | 4.7706360958e+03 |
| 4.4481605351e-01 | 3.5286769662e-07 | 4.7949269466e+03 |
| 4.4816053512e-01 | 3.5234423549e-07 | 4.8188016843e+03 |
| 4.5150501672e-01 | 3.5181976624e-07 | 4.8422536338e+03 |
| 4.5484949833e-01 | 3.5129438268e-07 | 4.8652761660e+03 |
| 4.5819397993e-01 | 3.5076817967e-07 | 4.8878627039e+03 |
| 4.6153846154e-01 | 3.5024125313e-07 | 4.9100067285e+03 |
| 4.6488294314e-01 | 3.4971369998e-07 | 4.9317017849e+03 |
| 4.6822742475e-01 | 3.4918561810e-07 | 4.9529414885e+03 |
| 4.7157190635e-01 | 3.4865710632e-07 | 4.9737195314e+03 |
| 4.7491638796e-01 | 3.4812826436e-07 | 4.9940296890e+03 |
| 4.7826086957e-01 | 3.4759919278e-07 | 5.0138658263e+03 |
| 4.8160535117e-01 | 3.4706999298e-07 | 5.0332219046e+03 |
| 4.8494983278e-01 | 3.4654076711e-07 | 5.0520919881e+03 |
| 4.8829431438e-01 | 3.4601161808e-07 | 5.0704702512e+03 |
| 4.9163879599e-01 | 3.4548264945e-07 | 5.0883509846e+03 |
| 4.9498327759e-01 | 3.4495396544e-07 | 5.1057286033e+03 |
| 4.9832775920e-01 | 3.4442567082e-07 | 5.1225976526e+03 |
| 5.0167224080e-01 | 3.4389787094e-07 | 5.1389528158e+03 |
| 5.0501672241e-01 | 3.4337067160e-07 | 5.1547889214e+03 |
| 5.0836120401e-01 | 3.4284417903e-07 | 5.1701009500e+03 |
| 5.1170568562e-01 | 3.4231849986e-07 | 5.1848840416e+03 |
| 5.1505016722e-01 | 3.4179374101e-07 | 5.1991335030e+03 |
| 5.1839464883e-01 | 3.4127000966e-07 | 5.2128448154e+03 |
| 5.2173913043e-01 | 3.4074741321e-07 | 5.2260136408e+03 |
| 5.2508361204e-01 | 3.4022605916e-07 | 5.2386358303e+03 |
| 5.2842809365e-01 | 3.3970605513e-07 | 5.2507074311e+03 |
| 5.3177257525e-01 | 3.3918750871e-07 | 5.2622246933e+03 |
| 5.3511705686e-01 | 3.3867052748e-07 | 5.2731840780e+03 |
| 5.3846153846e-01 | 3.3815521886e-07 | 5.2835822640e+03 |
| 5.4180602007e-01 | 3.3764169011e-07 | 5.2934161551e+03 |
| 5.4515050167e-01 | 3.3713004824e-07 | 5.3026828875e+03 |
| 5.4849498328e-01 | 3.3662039991e-07 | 5.3113798365e+03 |
| 5.5183946488e-01 | 3.3611285143e-07 | 5.3195046237e+03 |
| 5.5518394649e-01 | 3.3560750862e-07 | 5.3270551239e+03 |
| 5.5852842809e-01 | 3.3510447677e-07 | 5.3340294717e+03 |
| 5.6187290970e-01 | 3.3460386058e-07 | 5.3404260685e+03 |
| 5.6521739130e-01 | 3.3410576405e-07 | 5.3462435888e+03 |
| 5.6856187291e-01 | 3.3361029046e-07 | 5.3514809864e+03 |
| 5.7190635452e-01 | 3.3311754225e-07 | 5.3561375011e+03 |
| 5.7525083612e-01 | 3.3262762098e-07 | 5.3602126644e+03 |
| 5.7859531773e-01 | 3.3214062721e-07 | 5.3637063053e+03 |
| 5.8193979933e-01 | 3.3165666049e-07 | 5.3666185563e+03 |
| 5.8528428094e-01 | 3.3117581925e-07 | 5.3689498583e+03 |
| 5.8862876254e-01 | 3.3069820072e-07 | 5.3707009661e+03 |
| 5.9197324415e-01 | 3.3022390087e-07 | 5.3718729533e+03 |
| 5.9531772575e-01 | 3.2975301432e-07 | 5.3724672186e+03 |
| 5.9866220736e-01 | 3.2928563386e-07 | 5.3724855156e+03 |
| 6.0200668896e-01 | 3.2882185099e-07 | 5.3719299141e+03 |
| 6.0535117057e-01 | 3.2836175592e-07 | 5.3708028045e+03 |
| 6.0869565217e-01 | 3.2790543725e-07 | 5.3691069158e+03 |
| 6.1204013378e-01 | 3.2745298185e-07 | 5.3668453188e+03 |
| 6.1538461538e-01 | 3.2700447489e-07 | 5.3640214289e+03 |
| 6.1872909699e-01 | 3.2655999967e-07 | 5.3606390081e+03 |
| 6.2207357860e-01 | 3.2611963764e-07 | 5.3567021672e+03 |
| 6.2541806020e-01 | 3.2568346826e-07 | 5.3522153667e+03 |
| 6.2876254181e-01 | 3.2525156902e-07 | 5.3471834182e+03 |
| 6.3210702341e-01 | 3.2482401530e-07 | 5.3416114847e+03 |
| 6.3545150502e-01 | 3.2440088036e-07 | 5.3355050807e+03 |
| 6.3879598662e-01 | 3.2398223527e-07 | 5.3288700719e+03 |
| 6.4214046823e-01 | 3.2356814884e-07 | 5.3217126739e+03 |
| 6.4548494983e-01 | 3.2315868760e-07 | 5.3140394510e+03 |
| 6.4882943144e-01 | 3.2275391570e-07 | 5.3058573142e+03 |
| 6.5217391304e-01 | 3.2235389492e-07 | 5.2971735183e+03 |
| 6.5551839465e-01 | 3.2195868457e-07 | 5.2879956592e+03 |
| 6.5886287625e-01 | 3.2156834148e-07 | 5.2783316699e+03 |
| 6.6220735786e-01 | 3.2118291995e-07 | 5.2681898165e+03 |
| 6.6555183946e-01 | 3.2080247169e-07 | 5.2575786928e+03 |
| 6.6889632107e-01 | 3.2042704582e-07 | 5.2465072154e+03 |
| 6.7224080268e-01 | 3.2005668883e-07 | 5.2349846171e+03 |
| 6.7558528428e-01 | 3.1969144450e-07 | 5.2230204405e+03 |
| 6.7892976589e-01 | 3.1933135396e-07 | 5.2106245304e+03 |
| 6.8227424749e-01 | 3.1897645558e-07 | 5.1978070258e+03 |
| 6.8561872910e-01 | 3.1862678501e-07 | 5.1845783515e+03 |
| 6.8896321070e-01 | 3.1828237512e-07 | 5.1709492083e+03 |
| 6.9230769231e-01 | 3.1794325602e-07 | 5.1569305634e+03 |
| 6.9565217391e-01 | 3.1760945502e-07 | 5.1425336399e+03 |
| 6.9899665552e-01 | 3.1728099664e-07 | 5.1277699053e+03 |
| 7.0234113712e-01 | 3.1695790260e-07 | 5.1126510596e+03 |
| 7.0568561873e-01 | 3.1664019181e-07 | 5.0971890228e+03 |
| 7.0903010033e-01 | 3.1632788033e-07 | 5.0813959235e+03 |
| 7.1237458194e-01 | 3.1602098118e-07 | 5.0652840890e+03 |
| 7.1571906355e-01 | 3.1571950487e-07 | 5.0488660177e+03 |
| 7.1906354515e-01 | 3.1542345915e-07 | 5.0321543716e+03 |
| 7.2240802676e-01 | 3.1513284899e-07 | 5.0151619608e+03 |
| 7.2575250836e-01 | 3.1484767664e-07 | 4.9979017275e+03 |
| 7.2909698997e-01 | 3.1456794161e-07 | 4.9803867296e+03 |
| 7.3244147157e-01 | 3.1429364069e-07 | 4.9626301237e+03 |
| 7.3578595318e-01 | 3.1402476801e-07 | 4.9446451468e+03 |
| 7.3913043478e-01 | 3.1376131505e-07 | 4.9264450991e+03 |
| 7.4247491639e-01 | 3.1350327066e-07 | 4.9080433250e+03 |
| 7.4581939799e-01 | 3.1325062113e-07 | 4.8894531944e+03 |
| 7.4916387960e-01 | 3.1300335017e-07 | 4.8706880833e+03 |
| 7.5250836120e-01 | 3.1276143902e-07 | 4.8517613547e+03 |
| 7.5585284281e-01 | 3.1252486642e-07 | 4.8326863384e+03 |
| 7.5919732441e-01 | 3.1229360872e-07 | 4.8134763113e+03 |
| 7.6254180602e-01 | 3.1206763986e-07 | 4.7941444771e+03 |
| 7.6588628763e-01 | 3.1184693149e-07 | 4.7747039463e+03 |
| 7.6923076923e-01 | 3.1163145295e-07 | 4.7551677155e+03 |
| 7.7257525084e-01 | 3.1142117137e-07 | 4.7355486474e+03 |
| 7.7591973244e-01 | 3.1121605170e-07 | 4.7158594505e+03 |
| 7.7926421405e-01 | 3.1101605678e-07 | 4.6961126591e+03 |
| 7.8260869565e-01 | 3.1082114737e-07 | 4.6763206132e+03 |
| 7.8595317726e-01 | 3.1063128295e-07 | 4.6564954388e+03 |
| 7.8929765886e-01 | 3.1044642095e-07 | 4.6366490307e+03 |
| 7.9264214047e-01 | 3.1026651625e-07 | 4.6167930324e+03 |
| 7.9598662207e-01 | 3.1009152187e-07 | 4.5969388169e+03 |
| 7.9933110368e-01 | 3.0992138907e-07 | 4.5770974687e+03 |
| 8.0267558528e-01 | 3.0975606737e-07 | 4.5572797662e+03 |
| 8.0602006689e-01 | 3.0959550465e-07 | 4.5374961660e+03 |
| 8.0936454849e-01 | 3.0943964718e-07 | 4.5177567864e+03 |
| 8.1270903010e-01 | 3.0928843969e-07 | 4.4980713929e+03 |
| 8.1605351171e-01 | 3.0914182542e-07 | 4.4784493842e+03 |
| 8.1939799331e-01 | 3.0899974619e-07 | 4.4588997791e+03 |
| 8.2274247492e-01 | 3.0886214244e-07 | 4.4394312049e+03 |
| 8.2608695652e-01 | 3.0872895332e-07 | 4.4200518866e+03 |
| 8.2943143813e-01 | 3.0860011669e-07 | 4.4007696373e+03 |
| 8.3277591973e-01 | 3.0847556924e-07 | 4.3815918502e+03 |
| 8.3612040134e-01 | 3.0835524648e-07 | 4.3625254916e+03 |
| 8.3946488294e-01 | 3.0823908285e-07 | 4.3435770952e+03 |
| 8.4280936455e-01 | 3.0812701183e-07 | 4.3247527602e+03 |
| 8.4615384615e-01 | 3.0801896635e-07 | 4.3060581530e+03 |
| 8.4949832776e-01 | 3.0791487789e-07 | 4.2874984932e+03 |
| 8.5284280936e-01 | 3.0781467696e-07 | 4.2690785597e+03 |
| 8.5618729097e-01 | 3.0771829320e-07 | 4.2508026935e+03 |
| 8.5953177258e-01 | 3.0762565549e-07 | 4.2326748018e+03 |
| 8.6287625418e-01 | 3.0753669192e-07 | 4.2146983625e+03 |
| 8.6622073579e-01 | 3.0745132987e-07 | 4.1968764312e+03 |
| 8.6956521739e-01 | 3.0736949607e-07 | 4.1792116490e+03 |
| 8.7290969900e-01 | 3.0729111658e-07 | 4.1617062525e+03 |
| 8.7625418060e-01 | 3.0721611691e-07 | 4.1443620845e+03 |
| 8.7959866221e-01 | 3.0714442201e-07 | 4.1271806065e+03 |
| 8.8294314381e-01 | 3.0707595630e-07 | 4.1101629120e+03 |
| 8.8628762542e-01 | 3.0701064377e-07 | 4.0933097417e+03 |
| 8.8963210702e-01 | 3.0694840790e-07 | 4.0766214979e+03 |
| 8.9297658863e-01 | 3.0688917081e-07 | 4.0600982416e+03 |
| 8.9632107023e-01 | 3.0683285474e-07 | 4.0437397402e+03 |
| 8.9966555184e-01 | 3.0677938230e-07 | 4.0275454912e+03 |
| 9.0301003344e-01 | 3.0672867584e-07 | 4.0115147264e+03 |
| 9.0635451505e-01 | 3.0668065746e-07 | 3.9956464311e+03 |
| 9.0969899666e-01 | 3.0663524908e-07 | 3.9799393634e+03 |
| 9.1304347826e-01 | 3.0659237246e-07 | 3.9643920736e+03 |
| 9.1638795987e-01 | 3.0655194926e-07 | 3.9490029237e+03 |
| 9.1973244147e-01 | 3.0651390106e-07 | 3.9337701064e+03 |
| 9.2307692308e-01 | 3.0647814945e-07 | 3.9186916637e+03 |
| 9.2642140468e-01 | 3.0644461603e-07 | 3.9037655049e+03 |
| 9.2976588629e-01 | 3.0641322246e-07 | 3.8889894241e+03 |
| 9.3311036789e-01 | 3.0638389062e-07 | 3.8743611179e+03 |
| 9.3645484950e-01 | 3.0635654257e-07 | 3.8598782006e+03 |
| 9.3979933110e-01 | 3.0633110055e-07 | 3.8455382159e+03 |
| 9.4314381271e-01 | 3.0630748705e-07 | 3.8313386518e+03 |
| 9.4648829431e-01 | 3.0628562494e-07 | 3.8172769540e+03 |
| 9.4983277592e-01 | 3.0626543750e-07 | 3.8033505363e+03 |
| 9.5317725753e-01 | 3.0624684850e-07 | 3.7895567912e+03 |
| 9.5652173913e-01 | 3.0622978225e-07 | 3.7758930987e+03 |
| 9.5986622074e-01 | 3.0621416369e-07 | 3.7623568338e+03 |
| 9.6321070234e-01 | 3.0619991849e-07 | 3.7489453742e+03 |
| 9.6655518395e-01 | 3.0618697305e-07 | 3.7356561058e+03 |
| 9.6989966555e-01 | 3.0617525482e-07 | 3.7224864314e+03 |
| 9.7324414716e-01 | 3.0616469223e-07 | 3.7094337744e+03 |
| 9.7658862876e-01 | 3.0615521452e-07 | 3.6964955736e+03 |
| 9.7993311037e-01 | 3.0614675203e-07 | 3.6836692943e+03 |
| 9.8327759197e-01 | 3.0613923633e-07 | 3.6709524311e+03 |
| 9.8662207358e-01 | 3.0613260034e-07 | 3.6583425118e+03 |
| 9.8996655518e-01 | 3.0612677839e-07 | 3.6458371003e+03 |
| 9.9331103679e-01 | 3.0612170637e-07 | 3.6334337998e+03 |
| 9.9665551839e-01 | 3.0611732183e-07 | 3.6211302560e+03 |
| 1.0000000000e+00 | 3.0611356410e-07 | 3.6089241604e+03 |
