| z | u | f |
| 0.000000e+00 | 3.920682e-07 | 0.000000e+00 |
| 2.004008e-03 | 3.920674e-07 | 2.339742e+01 |
| 4.008016e-03 | 3.920649e-07 | 4.679487e+01 |
| 6.012024e-03 | 3.920607e-07 | 7.019238e+01 |
| 8.016032e-03 | 3.920548e-07 | 9.358997e+01 |
| 1.002004e-02 | 3.920472e-07 | 1.169877e+02 |
| 1.202405e-02 | 3.920380e-07 | 1.403855e+02 |
| 1.402806e-02 | 3.920270e-07 | 1.637835e+02 |
| 1.603206e-02 | 3.920144e-07 | 1.871816e+02 |
| 1.803607e-02 | 3.920001e-07 | 2.105800e+02 |
| 2.004008e-02 | 3.919841e-07 | 2.339786e+02 |
| 2.204409e-02 | 3.919665e-07 | 2.573775e+02 |
| 2.404810e-02 | 3.919471e-07 | 2.807766e+02 |
| 2.605210e-02 | 3.919261e-07 | 3.041761e+02 |
| 2.805611e-02 | 3.919034e-07 | 3.275758e+02 |
| 3.006012e-02 | 3.918790e-07 | 3.509759e+02 |
| 3.206413e-02 | 3.918529e-07 | 3.743764e+02 |
| 3.406814e-02 | 3.918252e-07 | 3.977772e+02 |
| 3.607214e-02 | 3.917957e-07 | 4.211783e+02 |
| 3.807615e-02 | 3.917646e-07 | 4.445799e+02 |
| 4.008016e-02 | 3.917318e-07 | 4.679819e+02 |
| 4.208417e-02 | 3.916973e-07 | 4.913842e+02 |
| 4.408818e-02 | 3.916612e-07 | 5.147870e+02 |
| 4.609218e-02 | 3.916233e-07 | 5.381902e+02 |
| 4.809619e-02 | 3.915838e-07 | 5.615938e+02 |
| 5.010020e-02 | 3.915426e-07 | 5.849978e+02 |
| 5.210421e-02 | 3.914997e-07 | 6.084022e+02 |
| 5.410822e-02 | 3.914551e-07 | 6.318070e+02 |
| 5.611222e-02 | 3.914088e-07 | 6.552122e+02 |
| 5.811623e-02 | 3.913609e-07 | 6.786178e+02 |
| 6.012024e-02 | 3.913112e-07 | 7.020237e+02 |
| 6.212425e-02 | 3.912599e-07 | 7.254300e+02 |
| 6.412826e-02 | 3.912069e-07 | 7.488366e+02 |
| 6.613226e-02 | 3.911523e-07 | 7.722435e+02 |
| 6.813627e-02 | 3.910959e-07 | 7.956507e+02 |
| 7.014028e-02 | 3.910379e-07 | 8.190581e+02 |
| 7.214429e-02 | 3.909781e-07 | 8.424657e+02 |
| 7.414830e-02 | 3.909167e-07 | 8.658734e+02 |
| 7.615230e-02 | 3.908536e-07 | 8.892813e+02 |
| 7.815631e-02 | 3.907889e-07 | 9.126893e+02 |
| 8.016032e-02 | 3.907224e-07 | 9.360972e+02 |
| 8.216433e-02 | 3.906543e-07 | 9.595052e+02 |
| 8.416834e-02 | 3.905845e-07 | 9.829130e+02 |
| 8.617234e-02 | 3.905130e-07 | 1.006321e+03 |
| 8.817635e-02 | 3.904398e-07 | 1.029728e+03 |
| 9.018036e-02 | 3.903649e-07 | 1.053135e+03 |
| 9.218437e-02 | 3.902884e-07 | 1.076542e+03 |
| 9.418838e-02 | 3.902102e-07 | 1.099948e+03 |
| 9.619238e-02 | 3.901303e-07 | 1.123354e+03 |
| 9.819639e-02 | 3.900487e-07 | 1.146759e+03 |
| 1.002004e-01 | 3.899654e-07 | 1.170164e+03 |
| 1.022044e-01 | 3.898805e-07 | 1.193567e+03 |
| 1.042084e-01 | 3.897938e-07 | 1.216970e+03 |
| 1.062124e-01 | 3.897055e-07 | 1.240372e+03 |
| 1.082164e-01 | 3.896155e-07 | 1.263772e+03 |
| 1.102204e-01 | 3.895239e-07 | 1.287171e+03 |
| 1.122244e-01 | 3.894305e-07 | 1.310569e+03 |
| 1.142285e-01 | 3.893355e-07 | 1.333965e+03 |
| 1.162325e-01 | 3.892388e-07 | 1.357360e+03 |
| 1.182365e-01 | 3.891404e-07 | 1.380752e+03 |
| 1.202405e-01 | 3.890404e-07 | 1.404143e+03 |
| 1.222445e-01 | 3.889386e-07 | 1.427531e+03 |
| 1.242485e-01 | 3.888352e-07 | 1.450918e+03 |
| 1.262525e-01 | 3.887301e-07 | 1.474301e+03 |
| 1.282565e-01 | 3.886233e-07 | 1.497682e+03 |
| 1.302605e-01 | 3.885149e-07 | 1.521060e+03 |
| 1.322645e-01 | 3.884048e-07 | 1.544435e+03 |
| 1.342685e-01 | 3.882930e-07 | 1.567807e+03 |
| 1.362725e-01 | 3.881795e-07 | 1.591176e+03 |
| 1.382766e-01 | 3.880644e-07 | 1.614540e+03 |
| 1.402806e-01 | 3.879476e-07 | 1.637901e+03 |
| 1.422846e-01 | 3.878291e-07 | 1.661258e+03 |
| 1.442886e-01 | 3.877090e-07 | 1.684610e+03 |
| 1.462926e-01 | 3.875871e-07 | 1.707958e+03 |
| 1.482966e-01 | 3.874636e-07 | 1.731301e+03 |
| 1.503006e-01 | 3.873385e-07 | 1.754639e+03 |
| 1.523046e-01 | 3.872117e-07 | 1.777972e+03 |
| 1.543086e-01 | 3.870832e-07 | 1.801299e+03 |
| 1.563126e-01 | 3.869530e-07 | 1.824620e+03 |
| 1.583166e-01 | 3.868212e-07 | 1.847935e+03 |
| 1.603206e-01 | 3.866877e-07 | 1.871243e+03 |
| 1.623246e-01 | 3.865525e-07 | 1.894545e+03 |
| 1.643287e-01 | 3.864157e-07 | 1.917839e+03 |
| 1.663327e-01 | 3.862773e-07 | 1.941126e+03 |
| 1.683367e-01 | 3.861371e-07 | 1.964406e+03 |
| 1.703407e-01 | 3.859954e-07 | 1.987677e+03 |
| 1.723447e-01 | 3.858519e-07 | 2.010940e+03 |
| 1.743487e-01 | 3.857068e-07 | 2.034194e+03 |
| 1.763527e-01 | 3.855601e-07 | 2.057439e+03 |
| 1.783567e-01 | 3.854117e-07 | 2.080674e+03 |
| 1.803607e-01 | 3.852616e-07 | 2.103899e+03 |
| 1.823647e-01 | 3.851099e-07 | 2.127114e+03 |
| 1.843687e-01 | 3.849566e-07 | 2.150319e+03 |
| 1.863727e-01 | 3.848016e-07 | 2.173512e+03 |
| 1.883768e-01 | 3.846450e-07 | 2.196694e+03 |
| 1.903808e-01 | 3.844867e-07 | 2.219864e+03 |
| 1.923848e-01 | 3.843268e-07 | 2.243022e+03 |
| 1.943888e-01 | 3.841652e-07 | 2.266166e+03 |
| 1.963928e-01 | 3.840020e-07 | 2.289298e+03 |
| 1.983968e-01 | 3.838372e-07 | 2.312415e+03 |
| 2.004008e-01 | 3.836708e-07 | 2.335519e+03 |
| 2.024048e-01 | 3.835027e-07 | 2.358608e+03 |
| 2.044088e-01 | 3.833330e-07 | 2.381681e+03 |
| 2.064128e-01 | 3.831617e-07 | 2.404739e+03 |
| 2.084168e-01 | 3.829887e-07 | 2.427780e+03 |
| 2.104208e-01 | 3.828142e-07 | 2.450805e+03 |
| 2.124248e-01 | 3.826380e-07 | 2.473813e+03 |
| 2.144289e-01 | 3.824602e-07 | 2.496802e+03 |
| 2.164329e-01 | 3.822808e-07 | 2.519774e+03 |
| 2.184369e-01 | 3.820998e-07 | 2.542726e+03 |
| 2.204409e-01 | 3.819172e-07 | 2.565659e+03 |
| 2.224449e-01 | 3.817330e-07 | 2.588571e+03 |
| 2.244489e-01 | 3.815472e-07 | 2.611463e+03 |
| 2.264529e-01 | 3.813598e-07 | 2.634334e+03 |
| 2.284569e-01 | 3.811708e-07 | 2.657182e+03 |
| 2.304609e-01 | 3.809802e-07 | 2.680008e+03 |
| 2.324649e-01 | 3.807880e-07 | 2.702811e+03 |
| 2.344689e-01 | 3.805943e-07 | 2.725590e+03 |
| 2.364729e-01 | 3.803990e-07 | 2.748344e+03 |
| 2.384770e-01 | 3.802021e-07 | 2.771074e+03 |
| 2.404810e-01 | 3.800036e-07 | 2.793777e+03 |
| 2.424850e-01 | 3.798036e-07 | 2.816453e+03 |
| 2.444890e-01 | 3.796020e-07 | 2.839103e+03 |
| 2.464930e-01 | 3.793988e-07 | 2.861724e+03 |
| 2.484970e-01 | 3.791941e-07 | 2.884316e+03 |
| 2.505010e-01 | 3.789879e-07 | 2.906879e+03 |
| 2.525050e-01 | 3.787801e-07 | 2.929412e+03 |
| 2.545090e-01 | 3.785708e-07 | 2.951913e+03 |
| 2.565130e-01 | 3.783599e-07 | 2.974383e+03 |
| 2.585170e-01 | 3.781475e-07 | 2.996820e+03 |
| 2.605210e-01 | 3.779336e-07 | 3.019224e+03 |
| 2.625251e-01 | 3.777182e-07 | 3.041594e+03 |
| 2.645291e-01 | 3.775013e-07 | 3.063928e+03 |
| 2.665331e-01 | 3.772828e-07 | 3.086227e+03 |
| 2.685371e-01 | 3.770628e-07 | 3.108489e+03 |
| 2.705411e-01 | 3.768414e-07 | 3.130713e+03 |
| 2.725451e-01 | 3.766185e-07 | 3.152899e+03 |
| 2.745491e-01 | 3.763940e-07 | 3.175046e+03 |
| 2.765531e-01 | 3.761681e-07 | 3.197152e+03 |
| 2.785571e-01 | 3.759407e-07 | 3.219217e+03 |
| 2.805611e-01 | 3.757119e-07 | 3.241241e+03 |
| 2.825651e-01 | 3.754816e-07 | 3.263221e+03 |
| 2.845691e-01 | 3.752498e-07 | 3.285157e+03 |
| 2.865731e-01 | 3.750166e-07 | 3.307049e+03 |
| 2.885772e-01 | 3.747820e-07 | 3.328894e+03 |
| 2.905812e-01 | 3.745459e-07 | 3.350693e+03 |
| 2.925852e-01 | 3.743084e-07 | 3.372445e+03 |
| 2.945892e-01 | 3.740695e-07 | 3.394147e+03 |
| 2.965932e-01 | 3.738291e-07 | 3.415800e+03 |
| 2.985972e-01 | 3.735874e-07 | 3.437401e+03 |
| 3.006012e-01 | 3.733442e-07 | 3.458951e+03 |
| 3.026052e-01 | 3.730997e-07 | 3.480448e+03 |
| 3.046092e-01 | 3.728538e-07 | 3.501892e+03 |
| 3.066132e-01 | 3.726065e-07 | 3.523280e+03 |
| 3.086172e-01 | 3.723579e-07 | 3.544612e+03 |
| 3.106212e-01 | 3.721079e-07 | 3.565887e+03 |
| 3.126253e-01 | 3.718565e-07 | 3.587104e+03 |
| 3.146293e-01 | 3.716038e-07 | 3.608261e+03 |
| 3.166333e-01 | 3.713498e-07 | 3.629358e+03 |
| 3.186373e-01 | 3.710945e-07 | 3.650394e+03 |
| 3.206413e-01 | 3.708378e-07 | 3.671366e+03 |
| 3.226453e-01 | 3.705799e-07 | 3.692275e+03 |
| 3.246493e-01 | 3.703206e-07 | 3.713119e+03 |
| 3.266533e-01 | 3.700601e-07 | 3.733896e+03 |
| 3.286573e-01 | 3.697983e-07 | 3.754606e+03 |
| 3.306613e-01 | 3.695352e-07 | 3.775248e+03 |
| 3.326653e-01 | 3.692709e-07 | 3.795820e+03 |
| 3.346693e-01 | 3.690053e-07 | 3.816320e+03 |
| 3.366733e-01 | 3.687385e-07 | 3.836749e+03 |
| 3.386774e-01 | 3.684704e-07 | 3.857104e+03 |
| 3.406814e-01 | 3.682012e-07 | 3.877384e+03 |
| 3.426854e-01 | 3.679308e-07 | 3.897588e+03 |
| 3.446894e-01 | 3.676591e-07 | 3.917715e+03 |
| 3.466934e-01 | 3.673863e-07 | 3.937763e+03 |
| 3.486974e-01 | 3.671123e-07 | 3.957732e+03 |
| 3.507014e-01 | 3.668372e-07 | 3.977620e+03 |
| 3.527054e-01 | 3.665609e-07 | 3.997425e+03 |
| 3.547094e-01 | 3.662835e-07 | 4.017147e+03 |
| 3.567134e-01 | 3.660050e-07 | 4.036783e+03 |
| 3.587174e-01 | 3.657253e-07 | 4.056333e+03 |
| 3.607214e-01 | 3.654446e-07 | 4.075796e+03 |
| 3.627255e-01 | 3.651628e-07 | 4.095169e+03 |
| 3.647295e-01 | 3.648799e-07 | 4.114452e+03 |
| 3.667335e-01 | 3.645960e-07 | 4.133644e+03 |
| 3.687375e-01 | 3.643110e-07 | 4.152742e+03 |
| 3.707415e-01 | 3.640250e-07 | 4.171746e+03 |
| 3.727455e-01 | 3.637379e-07 | 4.190654e+03 |
| 3.747495e-01 | 3.634499e-07 | 4.209465e+03 |
| 3.767535e-01 | 3.631609e-07 | 4.228177e+03 |
| 3.787575e-01 | 3.628709e-07 | 4.246790e+03 |
| 3.807615e-01 | 3.625799e-07 | 4.265300e+03 |
| 3.827655e-01 | 3.622880e-07 | 4.283708e+03 |
| 3.847695e-01 | 3.619952e-07 | 4.302012e+03 |
| 3.867735e-01 | 3.617014e-07 | 4.320210e+03 |
| 3.887776e-01 | 3.614068e-07 | 4.338301e+03 |
| 3.907816e-01 | 3.611112e-07 | 4.356283e+03 |
| 3.927856e-01 | 3.608148e-07 | 4.374156e+03 |
| 3.947896e-01 | 3.605175e-07 | 4.391917e+03 |
| 3.967936e-01 | 3.602194e-07 | 4.409565e+03 |
| 3.987976e-01 | 3.599205e-07 | 4.427099e+03 |
| 4.008016e-01 | 3.596207e-07 | 4.444517e+03 |
| 4.028056e-01 | 3.593202e-07 | 4.461818e+03 |
| 4.048096e-01 | 3.590189e-07 | 4.479000e+03 |
| 4.068136e-01 | 3.587168e-07 | 4.496062e+03 |
