Число узлов n = 1001
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9220765602e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00100 |    3.9220740876e-07    |    1.2377815977e+01    |    1.1674309457e+01    |
| 0.00200 |    3.9220676793e-07    |    2.3630024277e+01    |    2.3348622360e+01    |
| 0.00300 |    3.9220571334e-07    |    3.5203842583e+01    |    3.5022942083e+01    |
| 0.00400 |    3.9220424211e-07    |    4.6831271582e+01    |    4.6697271968e+01    |
| 0.00500 |    3.9220235327e-07    |    5.8478205194e+01    |    5.8371615366e+01    |
| 0.00600 |    3.9220004639e-07    |    7.0134526377e+01    |    7.0045975616e+01    |
| 0.00700 |    3.9219732123e-07    |    8.1796115340e+01    |    8.1720356045e+01    |
| 0.00800 |    3.9219417765e-07    |    9.3460968954e+01    |    9.3394759962e+01    |
| 0.00900 |    3.9219061555e-07    |    1.0512799387e+02    |    1.0506919065e+02    |
| 0.01000 |    3.9218663488e-07    |    1.1679654233e+02    |    1.1674365138e+02    |
| 0.01100 |    3.9218223558e-07    |    1.2846620630e+02    |    1.2841814537e+02    |
| 0.01200 |    3.9217741763e-07    |    1.4013671626e+02    |    1.4009267583e+02    |
| 0.01300 |    3.9217218099e-07    |    1.5180788731e+02    |    1.5176724591e+02    |
| 0.01400 |    3.9216652565e-07    |    1.6347958862e+02    |    1.6344185875e+02    |
| 0.01500 |    3.9216045159e-07    |    1.7515172529e+02    |    1.7511651743e+02    |
| 0.01600 |    3.9215395879e-07    |    1.8682422701e+02    |    1.8679122497e+02    |
| 0.01700 |    3.9214704724e-07    |    1.9849704075e+02    |    1.9846598439e+02    |
| 0.01800 |    3.9213971694e-07    |    2.1017012595e+02    |    2.1014079859e+02    |
| 0.01900 |    3.9213196787e-07    |    2.2184345116e+02    |    2.2181567048e+02    |
| 0.02000 |    3.9212380002e-07    |    2.3351699180e+02    |    2.3349060287e+02    |
| 0.02100 |    3.9211521340e-07    |    2.4519072842e+02    |    2.4516559852e+02    |
| 0.02200 |    3.9210620798e-07    |    2.5686464558e+02    |    2.5684066013e+02    |
| 0.02300 |    3.9209678377e-07    |    2.6853873094e+02    |    2.6851579033e+02    |
| 0.02400 |    3.9208694076e-07    |    2.8021297457e+02    |    2.8019099166e+02    |
| 0.02500 |    3.9207667894e-07    |    2.9188736848e+02    |    2.9186626662e+02    |
| 0.02600 |    3.9206599831e-07    |    3.0356190621e+02    |    3.0354161760e+02    |
| 0.02700 |    3.9205489887e-07    |    3.1523658254e+02    |    3.1521704693e+02    |
| 0.02800 |    3.9204338061e-07    |    3.2691139323e+02    |    3.2689255684e+02    |
| 0.02900 |    3.9203144352e-07    |    3.3858633486e+02    |    3.3856814948e+02    |
| 0.03000 |    3.9201908761e-07    |    3.5026140468e+02    |    3.5024382691e+02    |
| 0.03100 |    3.9200631286e-07    |    3.6193660042e+02    |    3.6191959110e+02    |
