Число узлов n = 201
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9282675032e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00500 |    3.9282056883e-07    |    6.1878054299e+01    |    5.8355049550e+01    |
| 0.01000 |    3.9280455205e-07    |    1.1811963982e+02    |    1.1671052623e+02    |
| 0.01500 |    3.9277819433e-07    |    1.7597259999e+02    |    1.7506683792e+02    |
| 0.02000 |    3.9274142326e-07    |    2.3409519929e+02    |    2.3342436960e+02    |
| 0.02500 |    3.9269421454e-07    |    2.9231697750e+02    |    2.9178347754e+02    |
| 0.03000 |    3.9263655692e-07    |    3.5058756798e+02    |    3.5014447791e+02    |
| 0.03500 |    3.9256844422e-07    |    4.0888658692e+02    |    4.0850763634e+02    |
| 0.04000 |    3.9248987258e-07    |    4.6720418965e+02    |    4.6687315755e+02    |
| 0.04500 |    3.9240083940e-07    |    5.2553501655e+02    |    5.2524117517e+02    |
| 0.05000 |    3.9230134285e-07    |    5.8387585825e+02    |    5.8361174151e+02    |
| 0.05500 |    3.9219138163e-07    |    6.4222461455e+02    |    6.4198481734e+02    |
| 0.06000 |    3.9207095484e-07    |    7.0057977731e+02    |    7.0036026177e+02    |
| 0.06500 |    3.9194006191e-07    |    7.5894015041e+02    |    7.5873782199e+02    |
| 0.07000 |    3.9179870264e-07    |    8.1730468682e+02    |    8.1711712314e+02    |
| 0.07500 |    3.9164687713e-07    |    8.7567238724e+02    |    8.7549765811e+02    |
| 0.08000 |    3.9148458585e-07    |    9.3404223336e+02    |    9.3387877741e+02    |
| 0.08500 |    3.9131182970e-07    |    9.9241314114e+02    |    9.9225967894e+02    |
| 0.09000 |    3.9112860998e-07    |    1.0507839264e+03    |    1.0506393979e+03    |
| 0.09500 |    3.9093492852e-07    |    1.1091532783e+03    |    1.1090167966e+03    |
| 0.10000 |    3.9073078767e-07    |    1.1675197373e+03    |    1.1673905545e+03    |
| 0.10500 |    3.9051619043e-07    |    1.2258816771e+03    |    1.2257591579e+03    |
| 0.11000 |    3.9029114046e-07    |    1.2842372887e+03    |    1.2841208899e+03    |
| 0.11500 |    3.9005564218e-07    |    1.3425845656e+03    |    1.3424738205e+03    |
| 0.12000 |    3.8980970086e-07    |    1.4009212906e+03    |    1.4008157965e+03    |
| 0.12500 |    3.8955332266e-07    |    1.4592450235e+03    |    1.4591444317e+03    |
| 0.13000 |    3.8928651476e-07    |    1.5175530892e+03    |    1.5174570966e+03    |
| 0.13500 |    3.8900928541e-07    |    1.5758425661e+03    |    1.5757509091e+03    |
| 0.14000 |    3.8872164406e-07    |    1.6341102756e+03    |    1.6340227241e+03    |
| 0.14500 |    3.8842360141e-07    |    1.6923527710e+03    |    1.6922691245e+03    |
| 0.15000 |    3.8811516957e-07    |    1.7505663275e+03    |    1.7504864109e+03    |
| 0.15500 |    3.8779636210e-07    |    1.8087469318e+03    |    1.8086705925e+03    |
| 0.16000 |    3.8746719416e-07    |    1.8668902723e+03    |    1.8668173778e+03    |
| 0.16500 |    3.8712768261e-07    |    1.9249917297e+03    |    1.9249221646e+03    |
| 0.17000 |    3.8677784610e-07    |    1.9830463669e+03    |    1.9829800319e+03    |
| 0.17500 |    3.8641770523e-07    |    2.0410489204e+03    |    2.0409857300e+03    |
| 0.18000 |    3.8604728262e-07    |    2.0989937907e+03    |    2.0989336720e+03    |
| 0.18500 |    3.8566660308e-07    |    2.1568750337e+03    |    2.1568179252e+03    |
| 0.19000 |    3.8527569370e-07    |    2.2146863522e+03    |    2.2146322027e+03    |
| 0.19500 |    3.8487458397e-07    |    2.2724210872e+03    |    2.2723698548e+03    |
| 0.20000 |    3.8446330597e-07    |    2.3300722099e+03    |    2.3300238614e+03    |
| 0.20500 |    3.8404189443e-07    |    2.3876323140e+03    |    2.3875868238e+03    |
| 0.21000 |    3.8361038691e-07    |    2.4450936081e+03    |    2.4450509578e+03    |
| 0.21500 |    3.8316882392e-07    |    2.5024479080e+03    |    2.5024080858e+03    |
| 0.22000 |    3.8271724908e-07    |    2.5596866305e+03    |    2.5596496307e+03    |
| 0.22500 |    3.8225570921e-07    |    2.6168007862e+03    |    2.6167666086e+03    |
| 0.23000 |    3.8178425454e-07    |    2.6737809735e+03    |    2.6737496233e+03    |
| 0.23500 |    3.8130293880e-07    |    2.7306173730e+03    |    2.7305888601e+03    |
| 0.24000 |    3.8081181939e-07    |    2.7872997419e+03    |    2.7872740806e+03    |
| 0.24500 |    3.8031095754e-07    |    2.8438174089e+03    |    2.8437946178e+03    |
| 0.25000 |    3.7980041841e-07    |    2.9001592703e+03    |    2.9001393716e+03    |
| 0.25500 |    3.7928027129e-07    |    2.9563137854e+03    |    2.9562968053e+03    |
| 0.26000 |    3.7875058969e-07    |    3.0122689737e+03    |    3.0122549414e+03    |
| 0.26500 |    3.7821145157e-07    |    3.0680124116e+03    |    3.0680013595e+03    |
| 0.27000 |    3.7766293938e-07    |    3.1235312303e+03    |    3.1235231939e+03    |
| 0.27500 |    3.7710514029e-07    |    3.1788121145e+03    |    3.1788071319e+03    |
| 0.28000 |    3.7653814632e-07    |    3.2338413012e+03    |    3.2338394128e+03    |
| 0.28500 |    3.7596205444e-07    |    3.2886045792e+03    |    3.2886058281e+03    |
| 0.29000 |    3.7537696676e-07    |    3.3430872903e+03    |    3.3430917216e+03    |
| 0.29500 |    3.7478299064e-07    |    3.3972743301e+03    |    3.3972819908e+03    |
| 0.30000 |    3.7418023884e-07    |    3.4511501501e+03    |    3.4511610892e+03    |
| 0.30500 |    3.7356882965e-07    |    3.5046987609e+03    |    3.5047130290e+03    |
| 0.31000 |    3.7294888702e-07    |    3.5579037356e+03    |    3.5579213849e+03    |
| 0.31500 |    3.7232054069e-07    |    3.6107482153e+03    |    3.6107692993e+03    |
| 0.32000 |    3.7168392630e-07    |    3.6632149137e+03    |    3.6632394872e+03    |
| 0.32500 |    3.7103918551e-07    |    3.7152861248e+03    |    3.7153142437e+03    |
| 0.33000 |    3.7038646612e-07    |    3.7669437301e+03    |    3.7669754513e+03    |
| 0.33500 |    3.6972592218e-07    |    3.8181692074e+03    |    3.8182045887e+03    |
| 0.34000 |    3.6905771407e-07    |    3.8689436408e+03    |    3.8689827406e+03    |
| 0.34500 |    3.6838200860e-07    |    3.9192477318e+03    |    3.9192906092e+03    |
| 0.35000 |    3.6769897910e-07    |    3.9690618114e+03    |    3.9691085259e+03    |
| 0.35500 |    3.6700880550e-07    |    4.0183658535e+03    |    4.0184164649e+03    |
| 0.36000 |    3.6631167438e-07    |    4.0671394894e+03    |    4.0671940578e+03    |
| 0.36500 |    3.6560777906e-07    |    4.1153620242e+03    |    4.1154206098e+03    |
| 0.37000 |    3.6489731962e-07    |    4.1630124538e+03    |    4.1630751167e+03    |
| 0.37500 |    3.6418050293e-07    |    4.2100694831e+03    |    4.2101362834e+03    |
| 0.38000 |    3.6345754275e-07    |    4.2565115466e+03    |    4.2565825441e+03    |
| 0.38500 |    3.6272865964e-07    |    4.3023168295e+03    |    4.3023920834e+03    |
| 0.39000 |    3.6199408106e-07    |    4.3474632901e+03    |    4.3475428595e+03    |
| 0.39500 |    3.6125404132e-07    |    4.3919286846e+03    |    4.3920126278e+03    |
