| z | u | f |
| 1.0001000100e-02 | 3.9204729976e-07 | 1.1676535891e+02 |
| 1.0101010101e-02 | 3.9204687873e-07 | 1.1793302383e+02 |
| 1.0201020102e-02 | 3.9204645351e-07 | 1.1910068908e+02 |
| 1.0301030103e-02 | 3.9204602409e-07 | 1.2026835468e+02 |
| 1.0401040104e-02 | 3.9204559049e-07 | 1.2143602062e+02 |
| 1.0501050105e-02 | 3.9204515270e-07 | 1.2260368690e+02 |
| 1.0601060106e-02 | 3.9204471072e-07 | 1.2377135353e+02 |
| 1.0701070107e-02 | 3.9204426456e-07 | 1.2493902052e+02 |
| 1.0801080108e-02 | 3.9204381420e-07 | 1.2610668786e+02 |
| 1.0901090109e-02 | 3.9204335965e-07 | 1.2727435556e+02 |
| 1.1001100110e-02 | 3.9204290091e-07 | 1.2844202362e+02 |
| 1.1101110111e-02 | 3.9204243799e-07 | 1.2960969204e+02 |
| 1.1201120112e-02 | 3.9204197087e-07 | 1.3077736083e+02 |
| 1.1301130113e-02 | 3.9204149956e-07 | 1.3194503000e+02 |
| 1.1401140114e-02 | 3.9204102407e-07 | 1.3311269954e+02 |
| 1.1501150115e-02 | 3.9204054439e-07 | 1.3428036945e+02 |
| 1.1601160116e-02 | 3.9204006051e-07 | 1.3544803975e+02 |
| 1.1701170117e-02 | 3.9203957245e-07 | 1.3661571043e+02 |
| 1.1801180118e-02 | 3.9203908020e-07 | 1.3778338149e+02 |
| 1.1901190119e-02 | 3.9203858375e-07 | 1.3895105295e+02 |
| 1.2001200120e-02 | 3.9203808312e-07 | 1.4011872480e+02 |
| 1.2101210121e-02 | 3.9203757830e-07 | 1.4128639705e+02 |
| 1.2201220122e-02 | 3.9203706929e-07 | 1.4245406970e+02 |
| 1.2301230123e-02 | 3.9203655609e-07 | 1.4362174274e+02 |
| 1.2401240124e-02 | 3.9203603870e-07 | 1.4478941620e+02 |
| 1.2501250125e-02 | 3.9203551712e-07 | 1.4595709006e+02 |
| 1.2601260126e-02 | 3.9203499136e-07 | 1.4712476434e+02 |
| 1.2701270127e-02 | 3.9203446140e-07 | 1.4829243903e+02 |
| 1.2801280128e-02 | 3.9203392725e-07 | 1.4946011414e+02 |
| 1.2901290129e-02 | 3.9203338891e-07 | 1.5062778967e+02 |
| 1.3001300130e-02 | 3.9203284639e-07 | 1.5179546563e+02 |
| 1.3101310131e-02 | 3.9203229967e-07 | 1.5296314201e+02 |
| 1.3201320132e-02 | 3.9203174877e-07 | 1.5413081883e+02 |
| 1.3301330133e-02 | 3.9203119367e-07 | 1.5529849608e+02 |
| 1.3401340134e-02 | 3.9203063439e-07 | 1.5646617376e+02 |
| 1.3501350135e-02 | 3.9203007092e-07 | 1.5763385189e+02 |
| 1.3601360136e-02 | 3.9202950325e-07 | 1.5880153046e+02 |
| 1.3701370137e-02 | 3.9202893140e-07 | 1.5996920947e+02 |
| 1.3801380138e-02 | 3.9202835536e-07 | 1.6113688894e+02 |
| 1.3901390139e-02 | 3.9202777513e-07 | 1.6230456885e+02 |
| 1.4001400140e-02 | 3.9202719071e-07 | 1.6347224923e+02 |
| 1.4101410141e-02 | 3.9202660210e-07 | 1.6463993006e+02 |
| 1.4201420142e-02 | 3.9202600930e-07 | 1.6580761135e+02 |
| 1.4301430143e-02 | 3.9202541231e-07 | 1.6697529311e+02 |
| 1.4401440144e-02 | 3.9202481113e-07 | 1.6814297533e+02 |
| 1.4501450145e-02 | 3.9202420576e-07 | 1.6931065803e+02 |
| 1.4601460146e-02 | 3.9202359621e-07 | 1.7047834120e+02 |
| 1.4701470147e-02 | 3.9202298246e-07 | 1.7164602485e+02 |
| 1.4801480148e-02 | 3.9202236452e-07 | 1.7281370897e+02 |
| 1.4901490149e-02 | 3.9202174240e-07 | 1.7398139358e+02 |
| 1.5001500150e-02 | 3.9202111608e-07 | 1.7514907868e+02 |
| 1.5101510151e-02 | 3.9202048558e-07 | 1.7631676426e+02 |
| 1.5201520152e-02 | 3.9201985088e-07 | 1.7748445034e+02 |
| 1.5301530153e-02 | 3.9201921200e-07 | 1.7865213691e+02 |
| 1.5401540154e-02 | 3.9201856893e-07 | 1.7981982398e+02 |
| 1.5501550155e-02 | 3.9201792166e-07 | 1.8098751155e+02 |
| 1.5601560156e-02 | 3.9201727021e-07 | 1.8215519963e+02 |
| 1.5701570157e-02 | 3.9201661457e-07 | 1.8332288821e+02 |
| 1.5801580158e-02 | 3.9201595474e-07 | 1.8449057730e+02 |
| 1.5901590159e-02 | 3.9201529072e-07 | 1.8565826690e+02 |
| 1.6001600160e-02 | 3.9201462251e-07 | 1.8682595702e+02 |
| 1.6101610161e-02 | 3.9201395011e-07 | 1.8799364766e+02 |
| 1.6201620162e-02 | 3.9201327352e-07 | 1.8916133882e+02 |
| 1.6301630163e-02 | 3.9201259274e-07 | 1.9032903051e+02 |
| 1.6401640164e-02 | 3.9201190777e-07 | 1.9149672272e+02 |
| 1.6501650165e-02 | 3.9201121861e-07 | 1.9266441547e+02 |
| 1.6601660166e-02 | 3.9201052527e-07 | 1.9383210875e+02 |
| 1.6701670167e-02 | 3.9200982773e-07 | 1.9499980256e+02 |
| 1.6801680168e-02 | 3.9200912600e-07 | 1.9616749691e+02 |
| 1.6901690169e-02 | 3.9200842009e-07 | 1.9733519181e+02 |
| 1.7001700170e-02 | 3.9200770998e-07 | 1.9850288725e+02 |
| 1.7101710171e-02 | 3.9200699569e-07 | 1.9967058324e+02 |
| 1.7201720172e-02 | 3.9200627720e-07 | 2.0083827978e+02 |
| 1.7301730173e-02 | 3.9200555453e-07 | 2.0200597688e+02 |
| 1.7401740174e-02 | 3.9200482766e-07 | 2.0317367453e+02 |
| 1.7501750175e-02 | 3.9200409661e-07 | 2.0434137274e+02 |
| 1.7601760176e-02 | 3.9200336137e-07 | 2.0550907152e+02 |
| 1.7701770177e-02 | 3.9200262194e-07 | 2.0667677086e+02 |
| 1.7801780178e-02 | 3.9200187831e-07 | 2.0784447077e+02 |
| 1.7901790179e-02 | 3.9200113050e-07 | 2.0901217125e+02 |
| 1.8001800180e-02 | 3.9200037850e-07 | 2.1017987230e+02 |
| 1.8101810181e-02 | 3.9199962231e-07 | 2.1134757394e+02 |
| 1.8201820182e-02 | 3.9199886193e-07 | 2.1251527615e+02 |
| 1.8301830183e-02 | 3.9199809736e-07 | 2.1368297894e+02 |
| 1.8401840184e-02 | 3.9199732860e-07 | 2.1485068232e+02 |
| 1.8501850185e-02 | 3.9199655566e-07 | 2.1601838629e+02 |
| 1.8601860186e-02 | 3.9199577852e-07 | 2.1718609085e+02 |
| 1.8701870187e-02 | 3.9199499719e-07 | 2.1835379600e+02 |
| 1.8801880188e-02 | 3.9199421167e-07 | 2.1952150176e+02 |
| 1.8901890189e-02 | 3.9199342197e-07 | 2.2068920811e+02 |
| 1.9001900190e-02 | 3.9199262807e-07 | 2.2185691506e+02 |
| 1.9101910191e-02 | 3.9199182998e-07 | 2.2302462262e+02 |
| 1.9201920192e-02 | 3.9199102771e-07 | 2.2419233078e+02 |
| 1.9301930193e-02 | 3.9199022124e-07 | 2.2536003956e+02 |
| 1.9401940194e-02 | 3.9198941059e-07 | 2.2652774895e+02 |
| 1.9501950195e-02 | 3.9198859575e-07 | 2.2769545896e+02 |
| 1.9601960196e-02 | 3.9198777671e-07 | 2.2886316959e+02 |
| 1.9701970197e-02 | 3.9198695349e-07 | 2.3003088084e+02 |
| 1.9801980198e-02 | 3.9198612608e-07 | 2.3119859271e+02 |
| 1.9901990199e-02 | 3.9198529447e-07 | 2.3236630521e+02 |
| 2.0002000200e-02 | 3.9198445868e-07 | 2.3353401834e+02 |
| 2.0102010201e-02 | 3.9198361870e-07 | 2.3470173211e+02 |
| 2.0202020202e-02 | 3.9198277453e-07 | 2.3586944651e+02 |
| 2.0302030203e-02 | 3.9198192617e-07 | 2.3703716155e+02 |
| 2.0402040204e-02 | 3.9198107362e-07 | 2.3820487723e+02 |
| 2.0502050205e-02 | 3.9198021688e-07 | 2.3937259355e+02 |
| 2.0602060206e-02 | 3.9197935595e-07 | 2.4054031052e+02 |
| 2.0702070207e-02 | 3.9197849083e-07 | 2.4170802814e+02 |
| 2.0802080208e-02 | 3.9197762152e-07 | 2.4287574641e+02 |
| 2.0902090209e-02 | 3.9197674802e-07 | 2.4404346534e+02 |
| 2.1002100210e-02 | 3.9197587033e-07 | 2.4521118492e+02 |
| 2.1102110211e-02 | 3.9197498846e-07 | 2.4637890516e+02 |
| 2.1202120212e-02 | 3.9197410239e-07 | 2.4754662607e+02 |
| 2.1302130213e-02 | 3.9197321213e-07 | 2.4871434764e+02 |
| 2.1402140214e-02 | 3.9197231769e-07 | 2.4988206988e+02 |
| 2.1502150215e-02 | 3.9197141905e-07 | 2.5104979279e+02 |
| 2.1602160216e-02 | 3.9197051622e-07 | 2.5221751637e+02 |
| 2.1702170217e-02 | 3.9196960921e-07 | 2.5338524063e+02 |
| 2.1802180218e-02 | 3.9196869800e-07 | 2.5455296557e+02 |
| 2.1902190219e-02 | 3.9196778261e-07 | 2.5572069119e+02 |
| 2.2002200220e-02 | 3.9196686303e-07 | 2.5688841749e+02 |
| 2.2102210221e-02 | 3.9196593925e-07 | 2.5805614448e+02 |
| 2.2202220222e-02 | 3.9196501129e-07 | 2.5922387215e+02 |
| 2.2302230223e-02 | 3.9196407914e-07 | 2.6039160052e+02 |
| 2.2402240224e-02 | 3.9196314279e-07 | 2.6155932958e+02 |
| 2.2502250225e-02 | 3.9196220226e-07 | 2.6272705934e+02 |
| 2.2602260226e-02 | 3.9196125754e-07 | 2.6389478980e+02 |
| 2.2702270227e-02 | 3.9196030863e-07 | 2.6506252096e+02 |
| 2.2802280228e-02 | 3.9195935553e-07 | 2.6623025282e+02 |
| 2.2902290229e-02 | 3.9195839824e-07 | 2.6739798539e+02 |
| 2.3002300230e-02 | 3.9195743676e-07 | 2.6856571867e+02 |
| 2.3102310231e-02 | 3.9195647109e-07 | 2.6973345266e+02 |
| 2.3202320232e-02 | 3.9195550123e-07 | 2.7090118737e+02 |
| 2.3302330233e-02 | 3.9195452718e-07 | 2.7206892279e+02 |
| 2.3402340234e-02 | 3.9195354894e-07 | 2.7323665893e+02 |
| 2.3502350235e-02 | 3.9195256651e-07 | 2.7440439580e+02 |
| 2.3602360236e-02 | 3.9195157989e-07 | 2.7557213338e+02 |
| 2.3702370237e-02 | 3.9195058908e-07 | 2.7673987170e+02 |
| 2.3802380238e-02 | 3.9194959409e-07 | 2.7790761074e+02 |
| 2.3902390239e-02 | 3.9194859490e-07 | 2.7907535052e+02 |
| 2.4002400240e-02 | 3.9194759152e-07 | 2.8024309103e+02 |
| 2.4102410241e-02 | 3.9194658395e-07 | 2.8141083228e+02 |
| 2.4202420242e-02 | 3.9194557220e-07 | 2.8257857426e+02 |
| 2.4302430243e-02 | 3.9194455625e-07 | 2.8374631699e+02 |
| 2.4402440244e-02 | 3.9194353612e-07 | 2.8491406046e+02 |
| 2.4502450245e-02 | 3.9194251179e-07 | 2.8608180468e+02 |
| 2.4602460246e-02 | 3.9194148328e-07 | 2.8724954965e+02 |
| 2.4702470247e-02 | 3.9194045057e-07 | 2.8841729536e+02 |
| 2.4802480248e-02 | 3.9193941368e-07 | 2.8958504183e+02 |
| 2.4902490249e-02 | 3.9193837259e-07 | 2.9075278906e+02 |
| 2.5002500250e-02 | 3.9193732732e-07 | 2.9192053705e+02 |
| 2.5102510251e-02 | 3.9193627786e-07 | 2.9308828579e+02 |
| 2.5202520252e-02 | 3.9193522420e-07 | 2.9425603530e+02 |
| 2.5302530253e-02 | 3.9193416636e-07 | 2.9542378558e+02 |
| 2.5402540254e-02 | 3.9193310433e-07 | 2.9659153662e+02 |
| 2.5502550255e-02 | 3.9193203810e-07 | 2.9775928843e+02 |
| 2.5602560256e-02 | 3.9193096769e-07 | 2.9892704102e+02 |
| 2.5702570257e-02 | 3.9192989309e-07 | 3.0009479438e+02 |
| 2.5802580258e-02 | 3.9192881430e-07 | 3.0126254851e+02 |
| 2.5902590259e-02 | 3.9192773132e-07 | 3.0243030343e+02 |
| 2.6002600260e-02 | 3.9192664415e-07 | 3.0359805913e+02 |
| 2.6102610261e-02 | 3.9192555279e-07 | 3.0476581561e+02 |
| 2.6202620262e-02 | 3.9192445724e-07 | 3.0593357287e+02 |
| 2.6302630263e-02 | 3.9192335750e-07 | 3.0710133093e+02 |
| 2.6402640264e-02 | 3.9192225357e-07 | 3.0826908978e+02 |
| 2.6502650265e-02 | 3.9192114545e-07 | 3.0943684942e+02 |
| 2.6602660266e-02 | 3.9192003314e-07 | 3.1060460985e+02 |
| 2.6702670267e-02 | 3.9191891664e-07 | 3.1177237108e+02 |
| 2.6802680268e-02 | 3.9191779595e-07 | 3.1294013312e+02 |
| 2.6902690269e-02 | 3.9191667107e-07 | 3.1410789595e+02 |
| 2.7002700270e-02 | 3.9191554200e-07 | 3.1527565959e+02 |
| 2.7102710271e-02 | 3.9191440874e-07 | 3.1644342403e+02 |
| 2.7202720272e-02 | 3.9191327130e-07 | 3.1761118929e+02 |
| 2.7302730273e-02 | 3.9191212966e-07 | 3.1877895535e+02 |
| 2.7402740274e-02 | 3.9191098383e-07 | 3.1994672223e+02 |
| 2.7502750275e-02 | 3.9190983382e-07 | 3.2111448992e+02 |
| 2.7602760276e-02 | 3.9190867961e-07 | 3.2228225843e+02 |
| 2.7702770277e-02 | 3.9190752121e-07 | 3.2345002775e+02 |
| 2.7802780278e-02 | 3.9190635863e-07 | 3.2461779790e+02 |
| 2.7902790279e-02 | 3.9190519185e-07 | 3.2578556888e+02 |
| 2.8002800280e-02 | 3.9190402088e-07 | 3.2695334068e+02 |
| 2.8102810281e-02 | 3.9190284573e-07 | 3.2812111330e+02 |
| 2.8202820282e-02 | 3.9190166638e-07 | 3.2928888676e+02 |
| 2.8302830283e-02 | 3.9190048285e-07 | 3.3045666105e+02 |
| 2.8402840284e-02 | 3.9189929512e-07 | 3.3162443617e+02 |
| 2.8502850285e-02 | 3.9189810321e-07 | 3.3279221213e+02 |
| 2.8602860286e-02 | 3.9189690710e-07 | 3.3395998892e+02 |
| 2.8702870287e-02 | 3.9189570681e-07 | 3.3512776656e+02 |
| 2.8802880288e-02 | 3.9189450233e-07 | 3.3629554504e+02 |
| 2.8902890289e-02 | 3.9189329365e-07 | 3.3746332436e+02 |
| 2.9002900290e-02 | 3.9189208079e-07 | 3.3863110453e+02 |
| 2.9102910291e-02 | 3.9189086373e-07 | 3.3979888555e+02 |
| 2.9202920292e-02 | 3.9188964249e-07 | 3.4096666742e+02 |
| 2.9302930293e-02 | 3.9188841706e-07 | 3.4213445014e+02 |
| 2.9402940294e-02 | 3.9188718744e-07 | 3.4330223372e+02 |
| 2.9502950295e-02 | 3.9188595362e-07 | 3.4447001815e+02 |
| 2.9602960296e-02 | 3.9188471562e-07 | 3.4563780344e+02 |
| 2.9702970297e-02 | 3.9188347343e-07 | 3.4680558959e+02 |
| 2.9802980298e-02 | 3.9188222705e-07 | 3.4797337661e+02 |
| 2.9902990299e-02 | 3.9188097647e-07 | 3.4914116448e+02 |
| 3.0003000300e-02 | 3.9187972171e-07 | 3.5030895323e+02 |
| 3.0103010301e-02 | 3.9187846276e-07 | 3.5147674284e+02 |
| 3.0203020302e-02 | 3.9187719962e-07 | 3.5264453332e+02 |
| 3.0303030303e-02 | 3.9187593229e-07 | 3.5381232467e+02 |
| 3.0403040304e-02 | 3.9187466077e-07 | 3.5498011690e+02 |
| 3.0503050305e-02 | 3.9187338506e-07 | 3.5614791000e+02 |
| 3.0603060306e-02 | 3.9187210516e-07 | 3.5731570398e+02 |
| 3.0703070307e-02 | 3.9187082107e-07 | 3.5848349884e+02 |
| 3.0803080308e-02 | 3.9186953279e-07 | 3.5965129458e+02 |
| 3.0903090309e-02 | 3.9186824031e-07 | 3.6081909121e+02 |
| 3.1003100310e-02 | 3.9186694365e-07 | 3.6198688871e+02 |
| 3.1103110311e-02 | 3.9186564281e-07 | 3.6315468711e+02 |
| 3.1203120312e-02 | 3.9186433777e-07 | 3.6432248639e+02 |
| 3.1303130313e-02 | 3.9186302854e-07 | 3.6549028657e+02 |
| 3.1403140314e-02 | 3.9186171512e-07 | 3.6665808763e+02 |
| 3.1503150315e-02 | 3.9186039751e-07 | 3.6782588959e+02 |
| 3.1603160316e-02 | 3.9185907571e-07 | 3.6899369245e+02 |
| 3.1703170317e-02 | 3.9185774972e-07 | 3.7016149620e+02 |
| 3.1803180318e-02 | 3.9185641954e-07 | 3.7132930086e+02 |
| 3.1903190319e-02 | 3.9185508517e-07 | 3.7249710641e+02 |
| 3.2003200320e-02 | 3.9185374661e-07 | 3.7366491287e+02 |
| 3.2103210321e-02 | 3.9185240386e-07 | 3.7483272023e+02 |
| 3.2203220322e-02 | 3.9185105693e-07 | 3.7600052849e+02 |
| 3.2303230323e-02 | 3.9184970580e-07 | 3.7716833767e+02 |
| 3.2403240324e-02 | 3.9184835048e-07 | 3.7833614775e+02 |
| 3.2503250325e-02 | 3.9184699097e-07 | 3.7950395875e+02 |
| 3.2603260326e-02 | 3.9184562727e-07 | 3.8067177065e+02 |
| 3.2703270327e-02 | 3.9184425939e-07 | 3.8183958348e+02 |
| 3.2803280328e-02 | 3.9184288731e-07 | 3.8300739721e+02 |
| 3.2903290329e-02 | 3.9184151104e-07 | 3.8417521187e+02 |
| 3.3003300330e-02 | 3.9184013058e-07 | 3.8534302745e+02 |
| 3.3103310331e-02 | 3.9183874594e-07 | 3.8651084394e+02 |
| 3.3203320332e-02 | 3.9183735710e-07 | 3.8767866136e+02 |
| 3.3303330333e-02 | 3.9183596407e-07 | 3.8884647971e+02 |
| 3.3403340334e-02 | 3.9183456685e-07 | 3.9001429898e+02 |
| 3.3503350335e-02 | 3.9183316545e-07 | 3.9118211917e+02 |
| 3.3603360336e-02 | 3.9183175985e-07 | 3.9234994030e+02 |
| 3.3703370337e-02 | 3.9183035006e-07 | 3.9351776235e+02 |
| 3.3803380338e-02 | 3.9182893609e-07 | 3.9468558534e+02 |
| 3.3903390339e-02 | 3.9182751792e-07 | 3.9585340926e+02 |
| 3.4003400340e-02 | 3.9182609556e-07 | 3.9702123412e+02 |
| 3.4103410341e-02 | 3.9182466902e-07 | 3.9818905991e+02 |
| 3.4203420342e-02 | 3.9182323828e-07 | 3.9935688664e+02 |
| 3.4303430343e-02 | 3.9182180335e-07 | 4.0052471431e+02 |
| 3.4403440344e-02 | 3.9182036424e-07 | 4.0169254293e+02 |
| 3.4503450345e-02 | 3.9181892093e-07 | 4.0286037248e+02 |
| 3.4603460346e-02 | 3.9181747344e-07 | 4.0402820298e+02 |
| 3.4703470347e-02 | 3.9181602175e-07 | 4.0519603442e+02 |
| 3.4803480348e-02 | 3.9181456587e-07 | 4.0636386681e+02 |
| 3.4903490349e-02 | 3.9181310581e-07 | 4.0753170015e+02 |
| 3.5003500350e-02 | 3.9181164155e-07 | 4.0869953444e+02 |
| 3.5103510351e-02 | 3.9181017310e-07 | 4.0986736968e+02 |
| 3.5203520352e-02 | 3.9180870047e-07 | 4.1103520587e+02 |
| 3.5303530353e-02 | 3.9180722364e-07 | 4.1220304301e+02 |
| 3.5403540354e-02 | 3.9180574263e-07 | 4.1337088111e+02 |
| 3.5503550355e-02 | 3.9180425742e-07 | 4.1453872017e+02 |
| 3.5603560356e-02 | 3.9180276803e-07 | 4.1570656018e+02 |
| 3.5703570357e-02 | 3.9180127444e-07 | 4.1687440116e+02 |
| 3.5803580358e-02 | 3.9179977666e-07 | 4.1804224309e+02 |
| 3.5903590359e-02 | 3.9179827470e-07 | 4.1921008598e+02 |
| 3.6003600360e-02 | 3.9179676854e-07 | 4.2037792984e+02 |
| 3.6103610361e-02 | 3.9179525820e-07 | 4.2154577467e+02 |
| 3.6203620362e-02 | 3.9179374366e-07 | 4.2271362045e+02 |
| 3.6303630363e-02 | 3.9179222494e-07 | 4.2388146721e+02 |
| 3.6403640364e-02 | 3.9179070202e-07 | 4.2504931493e+02 |
| 3.6503650365e-02 | 3.9178917492e-07 | 4.2621716362e+02 |
| 3.6603660366e-02 | 3.9178764362e-07 | 4.2738501329e+02 |
