Число узлов n = 1001
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9205332801e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00100 |    3.9205308075e-07    |    1.2378369618e+01    |    1.1675139916e+01    |
| 0.00200 |    3.9205243988e-07    |    2.3631574471e+01    |    2.3350283280e+01    |
| 0.00300 |    3.9205138522e-07    |    3.5206262785e+01    |    3.5025433463e+01    |
| 0.00400 |    3.9204991388e-07    |    4.6834540697e+01    |    4.6700593809e+01    |
| 0.00500 |    3.9204802491e-07    |    5.8482315552e+01    |    5.8375767668e+01    |
| 0.00600 |    3.9204571787e-07    |    7.0139474293e+01    |    7.0050958381e+01    |
| 0.00700 |    3.9204299252e-07    |    8.1801898753e+01    |    8.1726169275e+01    |
| 0.00800 |    3.9203984871e-07    |    9.3467586590e+01    |    9.3401403658e+01    |
| 0.00900 |    3.9203628636e-07    |    1.0513544489e+02    |    1.0507666482e+02    |
| 0.01000 |    3.9203230541e-07    |    1.1680482614e+02    |    1.1675195601e+02    |
| 0.01100 |    3.9202790580e-07    |    1.2847532249e+02    |    1.2842728048e+02    |
| 0.01200 |    3.9202308750e-07    |    1.4014666451e+02    |    1.4010264141e+02    |
| 0.01300 |    3.9201785049e-07    |    1.5181866737e+02    |    1.5177804197e+02    |
| 0.01400 |    3.9201219475e-07    |    1.6349120031e+02    |    1.6345348529e+02    |
| 0.01500 |    3.9200612026e-07    |    1.7516416846e+02    |    1.7512897445e+02    |
| 0.01600 |    3.9199962700e-07    |    1.8683750154e+02    |    1.8680451249e+02    |
| 0.01700 |    3.9199271496e-07    |    1.9851114655e+02    |    1.9848010239e+02    |
| 0.01800 |    3.9198538413e-07    |    2.1018506292e+02    |    2.1015574710e+02    |
| 0.01900 |    3.9197763451e-07    |    2.2185921924e+02    |    2.2183144948e+02    |
| 0.02000 |    3.9196946609e-07    |    2.3353359092e+02    |    2.3350721238e+02    |
| 0.02100 |    3.9196087885e-07    |    2.4520815855e+02    |    2.4518303854e+02    |
| 0.02200 |    3.9195187279e-07    |    2.5688290667e+02    |    2.5685893066e+02    |
| 0.02300 |    3.9194244791e-07    |    2.6855782296e+02    |    2.6853489138e+02    |
| 0.02400 |    3.9193260420e-07    |    2.8023289749e+02    |    2.8021092324e+02    |
| 0.02500 |    3.9192234165e-07    |    2.9190812228e+02    |    2.9188702873e+02    |
| 0.02600 |    3.9191166027e-07    |    3.0358349086e+02    |    3.0356321024e+02    |
| 0.02700 |    3.9190056004e-07    |    3.1525899803e+02    |    3.1523947011e+02    |
