Число узлов n = 401
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9205368118e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00250 |    3.9205213581e-07    |    3.0945929590e+01    |    2.9187862495e+01    |
| 0.00500 |    3.9204813038e-07    |    5.9078994750e+01    |    5.8375778755e+01    |
| 0.00750 |    3.9204153874e-07    |    8.8015856961e+01    |    8.7563801096e+01    |
| 0.01000 |    3.9203234288e-07    |    1.1708682496e+02    |    1.1675198088e+02    |
| 0.01250 |    3.9202053675e-07    |    1.4620670937e+02    |    1.4594036873e+02    |
| 0.01500 |    3.9200611762e-07    |    1.7535026862e+02    |    1.7512901408e+02    |
| 0.01750 |    3.9198908398e-07    |    2.0450724681e+02    |    2.0431796481e+02    |
| 0.02000 |    3.9196943494e-07    |    2.3367267577e+02    |    2.3350726691e+02    |
| 0.02250 |    3.9194716988e-07    |    2.6284385872e+02    |    2.6269696415e+02    |
| 0.02500 |    3.9192228837e-07    |    2.9201920995e+02    |    2.9188709778e+02    |
| 0.02750 |    3.9189479012e-07    |    3.2119774006e+02    |    3.2107770618e+02    |
| 0.03000 |    3.9186467486e-07    |    3.5037880267e+02    |    3.5026882456e+02    |
| 0.03250 |    3.9183194241e-07    |    3.7956195945e+02    |    3.7946048463e+02    |
| 0.03500 |    3.9179659260e-07    |    4.0874690355e+02    |    4.0865271430e+02    |
| 0.03750 |    3.9175862529e-07    |    4.3793341382e+02    |    4.3784553733e+02    |
| 0.04000 |    3.9171804037e-07    |    4.6712132624e+02    |    4.6703897306e+02    |
| 0.04250 |    3.9167483774e-07    |    4.9631051533e+02    |    4.9623303604e+02    |
| 0.04500 |    3.9162901731e-07    |    5.2550088181e+02    |    5.2542773573e+02    |
| 0.04750 |    3.9158057900e-07    |    5.5469234394e+02    |    5.5462307620e+02    |
