Число узлов n = 401
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9204089806e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00250 |    3.9203935268e-07    |    2.9513984798e-10    |    2.9188034464e+01    |
| 0.00500 |    3.9204089806e-07    |    7.9713211750e+00    |    5.8376048019e+01    |
| 0.00750 |    3.9203792286e-07    |    4.9889382488e+01    |    8.7564094113e+01    |
| 0.01000 |    3.9203194934e-07    |    8.2108478514e+01    |    1.1675224242e+02    |
| 0.01250 |    3.9202319497e-07    |    1.1271121604e+02    |    1.4594054643e+02    |
| 0.01500 |    3.9201173221e-07    |    1.4272633681e+02    |    1.7512905683e+02    |
| 0.01750 |    3.9199759399e-07    |    1.7245910778e+02    |    2.0431782223e+02    |
| 0.02000 |    3.9198079804e-07    |    2.0203392597e+02    |    2.3350688911e+02    |
| 0.02250 |    3.9196135496e-07    |    2.3151135073e+02    |    2.6269630162e+02    |
| 0.02500 |    3.9193927162e-07    |    2.6092450107e+02    |    2.9188610129e+02    |
| 0.02750 |    3.9191455269e-07    |    2.9029305455e+02    |    3.2107632671e+02    |
| 0.03000 |    3.9188720150e-07    |    3.1962945522e+02    |    3.5026701329e+02    |
| 0.03250 |    3.9185722051e-07    |    3.4894196637e+02    |    3.7945819289e+02    |
| 0.03500 |    3.9182461157e-07    |    3.7823629491e+02    |    4.0864989355e+02    |
| 0.03750 |    3.9178937610e-07    |    4.0751651147e+02    |    4.3784213915e+02    |
| 0.04000 |    3.9175151523e-07    |    4.3678559871e+02    |    4.6703494911e+02    |
| 0.04250 |    3.9171102987e-07    |    4.6604579216e+02    |    4.9622833806e+02    |
| 0.04500 |    3.9166792074e-07    |    4.9529879971e+02    |    5.2542231556e+02    |
| 0.04750 |    3.9162218845e-07    |    5.2454594745e+02    |    5.5461688574e+02    |
| 0.05000 |    3.9157383350e-07    |    5.5378827900e+02    |    5.8381204700e+02    |
