Число узлов n = 32
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9474244848e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.03333 |    3.9446773041e-07    |    4.1230662402e+02    |    3.8873486441e+02    |
| 0.06667 |    3.9375637284e-07    |    7.8692237964e+02    |    7.7754710577e+02    |
| 0.10000 |    3.9258580453e-07    |    1.1723035052e+03    |    1.1663774927e+03    |
| 0.13333 |    3.9095334740e-07    |    1.5591148353e+03    |    1.5548983514e+03    |
| 0.16667 |    3.8885983023e-07    |    1.9454659146e+03    |    1.9423821933e+03    |
| 0.20000 |    3.8630915346e-07    |    2.3297420868e+03    |    2.3275722315e+03    |
| 0.23333 |    3.8330935312e-07    |    2.7098808234e+03    |    2.7085615091e+03    |
| 0.26667 |    3.7987415914e-07    |    3.0831377331e+03    |    3.0826881874e+03    |
| 0.30000 |    3.7602480214e-07    |    3.4459698428e+03    |    3.4464581757e+03    |
| 0.33333 |    3.7179190257e-07    |    3.7939861826e+03    |    3.7955099613e+03    |
| 0.36667 |    3.6721725109e-07    |    4.1219674565e+03    |    4.1246398238e+03    |
| 0.40000 |    3.6235523940e-07    |    4.4239697407e+03    |    4.4279078151e+03    |
| 0.43333 |    3.5727365145e-07    |    4.6935302383e+03    |    4.6988449032e+03    |
| 0.46667 |    3.5205349569e-07    |    4.9239905198e+03    |    4.9307781525e+03    |
| 0.50000 |    3.4678757054e-07    |    5.1089443337e+03    |    5.1172822332e+03    |
| 0.53333 |    3.4157753012e-07    |    5.3007223335e+03    |    5.2527504398e+03    |
| 0.56667 |    3.3641604343e-07    |    5.5042712585e+03    |    5.3330714911e+03    |
| 0.60000 |    3.3140977478e-07    |    5.6627231052e+03    |    5.3563161553e+03    |
| 0.63333 |    3.2666373008e-07    |    5.7749410805e+03    |    5.3233458710e+03    |
| 0.66667 |    3.2227440468e-07    |    5.8428453809e+03    |    5.2382480860e+03    |
| 0.70000 |    3.1832275970e-07    |    5.8722488250e+03    |    5.1084311512e+03    |
| 0.73333 |    3.1486805277e-07    |    5.8736187411e+03    |    4.9442345885e+03    |
| 0.76667 |    3.1194359729e-07    |    5.8627844552e+03    |    4.7579647557e+03    |
| 0.80000 |    3.0955528077e-07    |    5.8618298516e+03    |    4.5623892524e+03    |
| 0.83333 |    3.0768311049e-07    |    5.9009682983e+03    |    4.3689207605e+03    |
| 0.86667 |    3.0628528694e-07    |    6.0236345164e+03    |    4.1859525199e+03    |
| 0.90000 |    3.0530362337e-07    |    6.3012222997e+03    |    4.0179481004e+03    |
| 0.93333 |    3.0466892531e-07    |    6.8790604264e+03    |    3.8657221417e+03    |
| 0.96667 |    3.0430548793e-07    |    8.1495509995e+03    |    3.7277411573e+03    |
| 1.00000 |    3.0413498246e-07    |    1.1733374031e+04    |    3.6016013765e+03    |
| 1.03333 |    3.0408098018e-07    |   -5.2352804367e+03    |    3.4849612924e+03    |
--------------------------------------------------------------------------------------
