Число узлов n = 701
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9227388868e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00143 |    3.9227338407e-07    |    1.7682255808e+01    |    1.6677077764e+01    |
| 0.00286 |    3.9227207629e-07    |    3.3756234777e+01    |    3.3354165573e+01    |
| 0.00429 |    3.9226992413e-07    |    5.0289744170e+01    |    5.0031273244e+01    |
| 0.00571 |    3.9226692170e-07    |    6.6899868222e+01    |    6.6708410494e+01    |
| 0.00714 |    3.9226306704e-07    |    8.3537880663e+01    |    8.3385587022e+01    |
| 0.00857 |    3.9225835926e-07    |    1.0018933101e+02    |    1.0006281247e+02    |
| 0.01000 |    3.9225279786e-07    |    1.1684833764e+02    |    1.1674009637e+02    |
| 0.01143 |    3.9224638256e-07    |    1.3351204316e+02    |    1.3341744817e+02    |
| 0.01286 |    3.9223911317e-07    |    1.5017889000e+02    |    1.5009487717e+02    |
| 0.01429 |    3.9223098956e-07    |    1.6684795710e+02    |    1.6677239251e+02    |
| 0.01571 |    3.9222201163e-07    |    1.8351866582e+02    |    1.8345000317e+02    |
| 0.01714 |    3.9221217931e-07    |    2.0019063528e+02    |    2.0012771792e+02    |
| 0.01857 |    3.9220149254e-07    |    2.1686360531e+02    |    2.1680554534e+02    |
| 0.02000 |    3.9218995128e-07    |    2.3353739288e+02    |    2.3348349376e+02    |
| 0.02143 |    3.9217755549e-07    |    2.5021186606e+02    |    2.5016157126e+02    |
| 0.02286 |    3.9216430513e-07    |    2.6688692786e+02    |    2.6683978566e+02    |
| 0.02429 |    3.9215020019e-07    |    2.8356250578e+02    |    2.8351814448e+02    |
| 0.02571 |    3.9213524063e-07    |    3.0023854485e+02    |    3.0019665494e+02    |
| 0.02714 |    3.9211942644e-07    |    3.1691500293e+02    |    3.1687532392e+02    |
| 0.02857 |    3.9210275759e-07    |    3.3359184737e+02    |    3.3355415795e+02    |
| 0.03000 |    3.9208523408e-07    |    3.5026905264e+02    |    3.5023316321e+02    |
| 0.03143 |    3.9206685587e-07    |    3.6694659858e+02    |    3.6691234547e+02    |
| 0.03286 |    3.9204762295e-07    |    3.8362446918e+02    |    3.8359171011e+02    |
| 0.03429 |    3.9202753532e-07    |    4.0030265155e+02    |    4.0027126207e+02    |
| 0.03571 |    3.9200659296e-07    |    4.1698113523e+02    |    4.1695100587e+02    |
| 0.03714 |    3.9198479585e-07    |    4.3365991160e+02    |    4.3363094554e+02    |
| 0.03857 |    3.9196214399e-07    |    4.5033897342e+02    |    4.5031108463e+02    |
| 0.04000 |    3.9193863736e-07    |    4.6701831450e+02    |    4.6699142619e+02    |
| 0.04143 |    3.9191427595e-07    |    4.8369792941e+02    |    4.8367197275e+02    |
| 0.04286 |    3.9188905975e-07    |    5.0037781323e+02    |    5.0035272630e+02    |
| 0.04429 |    3.9186298875e-07    |    5.1705796138e+02    |    5.1703368826e+02    |
| 0.04571 |    3.9183606295e-07    |    5.3373836943e+02    |    5.3371485947e+02    |
| 0.04714 |    3.9180828233e-07    |    5.5041903302e+02    |    5.5039624018e+02    |
| 0.04857 |    3.9177964689e-07    |    5.6709994768e+02    |    5.6707783000e+02    |
| 0.05000 |    3.9175015663e-07    |    5.8378110880e+02    |    5.8375962792e+02    |
| 0.05143 |    3.9171981153e-07    |    6.0046251147e+02    |    6.0044163227e+02    |
| 0.05286 |    3.9168861159e-07    |    6.1714415050e+02    |    6.1712384069e+02    |
| 0.05429 |    3.9165655681e-07    |    6.3382602027e+02    |    6.3380625013e+02    |
| 0.05571 |    3.9162364719e-07    |    6.5050811471e+02    |    6.5048885682e+02    |
| 0.05714 |    3.9158988272e-07    |    6.6719042725e+02    |    6.6717165626e+02    |
| 0.05857 |    3.9155526341e-07    |    6.8387295077e+02    |    6.8385464319e+02    |
| 0.06000 |    3.9151978925e-07    |    7.0055567753e+02    |    7.0053781158e+02    |
| 0.06143 |    3.9148346025e-07    |    7.1723859919e+02    |    7.1722115460e+02    |
| 0.06286 |    3.9144627640e-07    |    7.3392170670e+02    |    7.3390466460e+02    |
| 0.06429 |    3.9140823773e-07    |    7.5060499032e+02    |    7.5058833311e+02    |
| 0.06571 |    3.9136934422e-07    |    7.6728843957e+02    |    7.6727215081e+02    |
| 0.06714 |    3.9132959589e-07    |    7.8397204319e+02    |    7.8395610750e+02    |
| 0.06857 |    3.9128899275e-07    |    8.0065578911e+02    |    8.0064019208e+02    |
| 0.07000 |    3.9124753481e-07    |    8.1733966444e+02    |    8.1732439256e+02    |
| 0.07143 |    3.9120522208e-07    |    8.3402365543e+02    |    8.3400869600e+02    |
| 0.07286 |    3.9116205458e-07    |    8.5070774744e+02    |    8.5069308853e+02    |
| 0.07429 |    3.9111803233e-07    |    8.6739192492e+02    |    8.6737755530e+02    |
| 0.07571 |    3.9107315534e-07    |    8.8407617140e+02    |    8.8406208047e+02    |
| 0.07714 |    3.9102742364e-07    |    9.0076046942e+02    |    9.0074664720e+02    |
| 0.07857 |    3.9098083725e-07    |    9.1744480056e+02    |    9.1743123763e+02    |
| 0.08000 |    3.9093339619e-07    |    9.3412914540e+02    |    9.3411583283e+02    |
| 0.08143 |    3.9088510051e-07    |    9.5081348347e+02    |    9.5080041282e+02    |
| 0.08286 |    3.9083595021e-07    |    9.6749779326e+02    |    9.6748495655e+02    |
| 0.08429 |    3.9078594535e-07    |    9.8418205219e+02    |    9.8416944183e+02    |
| 0.08571 |    3.9073508596e-07    |    1.0008662366e+03    |    1.0008538454e+03    |
| 0.08714 |    3.9068337208e-07    |    1.0175503216e+03    |    1.0175381428e+03    |
| 0.08857 |    3.9063080376e-07    |    1.0342342813e+03    |    1.0342223084e+03    |
| 0.09000 |    3.9057738103e-07    |    1.0509180887e+03    |    1.0509063155e+03    |
| 0.09143 |    3.9052310396e-07    |    1.0676017154e+03    |    1.0675901361e+03    |
| 0.09286 |    3.9046797259e-07    |    1.0842851320e+03    |    1.0842737410e+03    |
| 0.09429 |    3.9041198698e-07    |    1.1009683077e+03    |    1.1009570997e+03    |
| 0.09571 |    3.9035514719e-07    |    1.1176512107e+03    |    1.1176401806e+03    |
| 0.09714 |    3.9029745329e-07    |    1.1343338077e+03    |    1.1343229507e+03    |
| 0.09857 |    3.9023890535e-07    |    1.1510160642e+03    |    1.1510053757e+03    |
| 0.10000 |    3.9017950344e-07    |    1.1676979445e+03    |    1.1676874200e+03    |
| 0.10143 |    3.9011924763e-07    |    1.1843794114e+03    |    1.1843690468e+03    |
| 0.10286 |    3.9005813802e-07    |    1.2010604264e+03    |    1.2010502177e+03    |
| 0.10429 |    3.8999617468e-07    |    1.2177409498e+03    |    1.2177308931e+03    |
| 0.10571 |    3.8993335771e-07    |    1.2344209404e+03    |    1.2344110320e+03    |
| 0.10714 |    3.8986968721e-07    |    1.2511003555e+03    |    1.2510905920e+03    |
| 0.10857 |    3.8980516327e-07    |    1.2677791511e+03    |    1.2677695291e+03    |
| 0.11000 |    3.8973978600e-07    |    1.2844572818e+03    |    1.2844477980e+03    |
| 0.11143 |    3.8967355551e-07    |    1.3011347006e+03    |    1.3011253519e+03    |
| 0.11286 |    3.8960647193e-07    |    1.3178113590e+03    |    1.3178021426e+03    |
| 0.11429 |    3.8953853537e-07    |    1.3344872073e+03    |    1.3344781202e+03    |
| 0.11571 |    3.8946974596e-07    |    1.3511621940e+03    |    1.3511532335e+03    |
| 0.11714 |    3.8940010384e-07    |    1.3678362660e+03    |    1.3678274296e+03    |
| 0.11857 |    3.8932960914e-07    |    1.3845093689e+03    |    1.3845006540e+03    |
| 0.12000 |    3.8925826202e-07    |    1.4011814466e+03    |    1.4011728507e+03    |
| 0.12143 |    3.8918606263e-07    |    1.4178524413e+03    |    1.4178439623e+03    |
