Число узлов n = 71
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9173140946e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.01429 |    3.9168094873e-07    |    1.0329895711e-10    |    1.6681627169e+02    |
| 0.02857 |    3.9173140946e-07    |    4.5566857985e+01    |    3.3362793794e+02    |
| 0.04286 |    3.9163424379e-07    |    2.8513327323e+02    |    5.0044239089e+02    |
| 0.05714 |    3.9143915657e-07    |    4.6929132752e+02    |    6.6726629492e+02    |
| 0.07143 |    3.9115324295e-07    |    6.4423836105e+02    |    8.3409766528e+02    |
| 0.08571 |    3.9077886786e-07    |    8.1585673014e+02    |    1.0009264795e+03    |
| 0.10000 |    3.9031711631e-07    |    9.8588811267e+02    |    1.1677329465e+03    |
| 0.11429 |    3.8976859702e-07    |    1.1550324423e+03    |    1.3344856259e+03    |
| 0.12857 |    3.8913371844e-07    |    1.3236148051e+03    |    1.5011395283e+03    |
| 0.14286 |    3.8841281088e-07    |    1.4917915303e+03    |    1.6676342235e+03    |
| 0.15714 |    3.8760619325e-07    |    1.6596282896e+03    |    1.8338919752e+03    |
| 0.17143 |    3.8671421714e-07    |    1.8271336952e+03    |    1.9998159139e+03    |
| 0.18571 |    3.8573730096e-07    |    1.9942749010e+03    |    2.1652882675e+03    |
| 0.20000 |    3.8467595987e-07    |    2.1609850908e+03    |    2.3301686699e+03    |
| 0.21429 |    3.8353083386e-07    |    2.3271670102e+03    |    2.4942925706e+03    |
| 0.22857 |    3.8230271556e-07    |    2.4926944659e+03    |    2.6574697745e+03    |
| 0.24286 |    3.8099257804e-07    |    2.6574127559e+03    |    2.8194831449e+03    |
| 0.25714 |    3.7960160307e-07    |    2.8211385556e+03    |    2.9800875049e+03    |
| 0.27143 |    3.7813120975e-07    |    2.9836595666e+03    |    3.1390087799e+03    |
| 0.28571 |    3.7658308323e-07    |    3.1447341220e+03    |    3.2959434250e+03    |
| 0.30000 |    3.7495920340e-07    |    3.3040908882e+03    |    3.4505581876e+03    |
| 0.31429 |    3.7326187305e-07    |    3.4614287668e+03    |    3.6024902570e+03    |
| 0.32857 |    3.7149374502e-07    |    3.6164170852e+03    |    3.7513478557e+03    |
| 0.34286 |    3.6965784780e-07    |    3.7686961549e+03    |    3.8967113300e+03    |
| 0.35714 |    3.6775760892e-07    |    3.9178782697e+03    |    4.0381347970e+03    |
| 0.37143 |    3.6579687539e-07    |    4.0635492139e+03    |    4.1751484032e+03    |
| 0.38571 |    3.6377993043e-07    |    4.2052703456e+03    |    4.3072612512e+03    |
| 0.40000 |    3.6171150566e-07    |    4.3425813183e+03    |    4.4339650401e+03    |
| 0.41429 |    3.5959678795e-07    |    4.4750034967e+03    |    4.5547384636e+03    |
| 0.42857 |    3.5744141988e-07    |    4.6020441189e+03    |    4.6690523962e+03    |
| 0.44286 |    3.5525149319e-07    |    4.7232012446e+03    |    4.7763758864e+03    |
| 0.45714 |    3.5303353425e-07    |    4.8379695209e+03    |    4.8761829584e+03    |
| 0.47143 |    3.5079448091e-07    |    4.9458467799e+03    |    4.9679602023e+03    |
| 0.48571 |    3.4854164997e-07    |    5.0463414646e+03    |    5.0512151122e+03    |
| 0.50000 |    3.4628269509e-07    |    5.1389808590e+03    |    5.1254850989e+03    |
| 0.51429 |    3.4402555458e-07    |    5.2233200716e+03    |    5.1903470739e+03    |
| 0.52857 |    3.4177838929e-07    |    5.2989516928e+03    |    5.2454274662e+03    |
| 0.54286 |    3.3954951078e-07    |    5.3655160142e+03    |    5.2904124920e+03    |
| 0.55714 |    3.3734730048e-07    |    5.4227116613e+03    |    5.3250584585e+03    |
| 0.57143 |    3.3518012069e-07    |    5.4703064546e+03    |    5.3492018369e+03    |
| 0.58571 |    3.3305621892e-07    |    5.5081482722e+03    |    5.3627687999e+03    |
| 0.60000 |    3.3098362722e-07    |    5.5361756521e+03    |    5.3657838752e+03    |
| 0.61429 |    3.2897005865e-07    |    5.5544278316e+03    |    5.3583773320e+03    |
| 0.62857 |    3.2702280340e-07    |    5.5630538929e+03    |    5.3407908879e+03    |
| 0.64286 |    3.2514862716e-07    |    5.5623206612e+03    |    5.3133813059e+03    |
| 0.65714 |    3.2335367483e-07    |    5.5526189890e+03    |    5.2766214475e+03    |
| 0.67143 |    3.2164338246e-07    |    5.5344680731e+03    |    5.2310983678e+03    |
| 0.68571 |    3.2002240047e-07    |    5.5085174815e+03    |    5.1775080797e+03    |
| 0.70000 |    3.1849453085e-07    |    5.4755466326e+03    |    5.1166466869e+03    |
| 0.71429 |    3.1706268072e-07    |    5.4364615813e+03    |    5.0493976974e+03    |
| 0.72857 |    3.1572883406e-07    |    5.3922891238e+03    |    4.9767154742e+03    |
| 0.74286 |    3.1449404275e-07    |    5.3441684657e+03    |    4.8996049764e+03    |
| 0.75714 |    3.1335843713e-07    |    5.2933410141e+03    |    4.8190981742e+03    |
| 0.77143 |    3.1232125542e-07    |    5.2411392774e+03    |    4.7362278007e+03    |
| 0.78571 |    3.1138089023e-07    |    5.1889764261e+03    |    4.6519993992e+03    |
| 0.80000 |    3.1053494978e-07    |    5.1383388298e+03    |    4.5673629423e+03    |
| 0.81429 |    3.0978033020e-07    |    5.0907849176e+03    |    4.4831855882e+03    |
| 0.82857 |    3.0911329525e-07    |    5.0479551560e+03    |    4.4002273662e+03    |
| 0.84286 |    3.0852955928e-07    |    5.0116000480e+03    |    4.3191216961e+03    |
| 0.85714 |    3.0802436946e-07    |    4.9836362960e+03    |    4.2403625628e+03    |
| 0.87143 |    3.0759258433e-07    |    4.9662465769e+03    |    4.1642998302e+03    |
| 0.88571 |    3.0722874619e-07    |    4.9620476016e+03    |    4.0911435226e+03    |
| 0.90000 |    3.0692714692e-07    |    4.9743682031e+03    |    4.0209769165e+03    |
| 0.91429 |    3.0668188780e-07    |    5.0077127026e+03    |    3.9537770526e+03    |
| 0.92857 |    3.0648693585e-07    |    5.0685545847e+03    |    3.8894400002e+03    |
| 0.94286 |    3.0633618021e-07    |    5.1667606888e+03    |    3.8278072696e+03    |
| 0.95714 |    3.0622349296e-07    |    5.3183188308e+03    |    3.7686896223e+03    |
| 0.97143 |    3.0614279910e-07    |    5.5510276844e+03    |    3.7118855245e+03    |
| 0.98571 |    3.0608815974e-07    |    5.9177644941e+03    |    3.6571934780e+03    |
| 1.00000 |    3.0605387243e-07    |    5.8805578211e+03    |    3.6044195846e+03    |
--------------------------------------------------------------------------------------
