Число узлов n = 9001
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9207038561e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00011 |    3.9207038256e-07    |    1.3753675287e+00    |    1.2972274237e+00    |
| 0.00022 |    3.9207037465e-07    |    2.6257109003e+00    |    2.5944548521e+00    |
| 0.00033 |    3.9207036163e-07    |    3.9117754586e+00    |    3.8916822898e+00    |
| 0.00044 |    3.9207034346e-07    |    5.2037935692e+00    |    5.1889097415e+00    |
| 0.00056 |    3.9207032014e-07    |    6.4979766368e+00    |    6.4861372118e+00    |
| 0.00067 |    3.9207029166e-07    |    7.7932005195e+00    |    7.7833647054e+00    |
| 0.00078 |    3.9207025801e-07    |    9.0890072915e+00    |    9.0805922267e+00    |
| 0.00089 |    3.9207021920e-07    |    1.0385174139e+01    |    1.0377819781e+01    |
| 0.00100 |    3.9207017522e-07    |    1.1681579207e+01    |    1.1675047372e+01    |
| 0.00111 |    3.9207012608e-07    |    1.2978150198e+01    |    1.2972275004e+01    |
| 0.00122 |    3.9207007176e-07    |    1.4274841458e+01    |    1.4269502683e+01    |
| 0.00133 |    3.9207001228e-07    |    1.5571622672e+01    |    1.5566730413e+01    |
| 0.00144 |    3.9206994762e-07    |    1.6868472955e+01    |    1.6863958199e+01    |
| 0.00156 |    3.9206987780e-07    |    1.8165377466e+01    |    1.8161186045e+01    |
| 0.00167 |    3.9206980281e-07    |    1.9462325301e+01    |    1.9458413956e+01    |
| 0.00178 |    3.9206972265e-07    |    2.0759308317e+01    |    2.0755641937e+01    |
| 0.00189 |    3.9206963731e-07    |    2.2056320347e+01    |    2.2052869991e+01    |
| 0.00200 |    3.9206954681e-07    |    2.3353356502e+01    |    2.3350098125e+01    |
| 0.00211 |    3.9206945114e-07    |    2.4650412964e+01    |    2.4647326342e+01    |
| 0.00222 |    3.9206935030e-07    |    2.5947486732e+01    |    2.5944554646e+01    |
| 0.00233 |    3.9206924429e-07    |    2.7244575349e+01    |    2.7241783044e+01    |
| 0.00244 |    3.9206913310e-07    |    2.8541676775e+01    |    2.8539011539e+01    |
| 0.00256 |    3.9206901675e-07    |    2.9838789365e+01    |    2.9836240136e+01    |
| 0.00267 |    3.9206889523e-07    |    3.1135911762e+01    |    3.1133468839e+01    |
| 0.00278 |    3.9206876853e-07    |    3.2433042787e+01    |    3.2430697654e+01    |
| 0.00289 |    3.9206863667e-07    |    3.3730181454e+01    |    3.3727926584e+01    |
| 0.00300 |    3.9206849963e-07    |    3.5027326935e+01    |    3.5025155635e+01    |
| 0.00311 |    3.9206835743e-07    |    3.6324478513e+01    |    3.6322384811e+01    |
| 0.00322 |    3.9206821005e-07    |    3.7621635576e+01    |    3.7619614116e+01    |
| 0.00333 |    3.9206805751e-07    |    3.8918797586e+01    |    3.8916843556e+01    |
| 0.00344 |    3.9206789979e-07    |    4.0215964092e+01    |    4.0214073135e+01    |
| 0.00356 |    3.9206773690e-07    |    4.1513134689e+01    |    4.1511302857e+01    |
| 0.00367 |    3.9206756885e-07    |    4.2810309019e+01    |    4.2808532727e+01    |
| 0.00378 |    3.9206739562e-07    |    4.4107486789e+01    |    4.4105762750e+01    |
| 0.00389 |    3.9206721722e-07    |    4.5404667700e+01    |    4.5402992930e+01    |
| 0.00400 |    3.9206703365e-07    |    4.6701851493e+01    |    4.6700223272e+01    |
| 0.00411 |    3.9206684491e-07    |    4.7999037970e+01    |    4.7997453781e+01    |
| 0.00422 |    3.9206665100e-07    |    4.9296226945e+01    |    4.9294684461e+01    |
| 0.00433 |    3.9206645192e-07    |    5.0593418237e+01    |    5.0591915316e+01    |
| 0.00444 |    3.9206624767e-07    |    5.1890611695e+01    |    5.1889146352e+01    |
| 0.00456 |    3.9206603824e-07    |    5.3187807178e+01    |    5.3186377573e+01    |
| 0.00467 |    3.9206582365e-07    |    5.4485004535e+01    |    5.4483608983e+01    |
| 0.00478 |    3.9206560389e-07    |    5.5782203666e+01    |    5.5780840588e+01    |
| 0.00489 |    3.9206537895e-07    |    5.7079404478e+01    |    5.7078072391e+01    |
| 0.00500 |    3.9206514885e-07    |    5.8376606871e+01    |    5.8375304397e+01    |
| 0.00511 |    3.9206491357e-07    |    5.9673810765e+01    |    5.9672536611e+01    |
| 0.00522 |    3.9206467312e-07    |    6.0971016075e+01    |    6.0969769038e+01    |
| 0.00533 |    3.9206442751e-07    |    6.2268222728e+01    |    6.2267001681e+01    |
| 0.00544 |    3.9206417672e-07    |    6.3565430670e+01    |    6.3564234546e+01    |
| 0.00556 |    3.9206392076e-07    |    6.4862639848e+01    |    6.4861467638e+01    |
| 0.00567 |    3.9206365963e-07    |    6.6159850169e+01    |    6.6158700960e+01    |
| 0.00578 |    3.9206339333e-07    |    6.7457061600e+01    |    6.7455934517e+01    |
| 0.00589 |    3.9206312186e-07    |    6.8754274129e+01    |    6.8753168314e+01    |
| 0.00600 |    3.9206284522e-07    |    7.0051487702e+01    |    7.0050402356e+01    |
| 0.00611 |    3.9206256341e-07    |    7.1348702252e+01    |    7.1347636647e+01    |
| 0.00622 |    3.9206227642e-07    |    7.2645917767e+01    |    7.2644871191e+01    |
| 0.00633 |    3.9206198427e-07    |    7.3943134200e+01    |    7.3942105993e+01    |
| 0.00644 |    3.9206168694e-07    |    7.5240351518e+01    |    7.5239341058e+01    |
| 0.00656 |    3.9206138445e-07    |    7.6537569734e+01    |    7.6536576390e+01    |
| 0.00667 |    3.9206107678e-07    |    7.7834788782e+01    |    7.7833811994e+01    |
| 0.00678 |    3.9206076395e-07    |    7.9132008642e+01    |    7.9131047874e+01    |
| 0.00689 |    3.9206044594e-07    |    8.0429229308e+01    |    8.0428284035e+01    |
| 0.00700 |    3.9206012276e-07    |    8.1726450734e+01    |    8.1725520481e+01    |
| 0.00711 |    3.9205979441e-07    |    8.3023672932e+01    |    8.3022757217e+01    |
| 0.00722 |    3.9205946089e-07    |    8.4320895896e+01    |    8.4319994247e+01    |
| 0.00733 |    3.9205912220e-07    |    8.5618119567e+01    |    8.5617231577e+01    |
| 0.00744 |    3.9205877834e-07    |    8.6915343938e+01    |    8.6914469209e+01    |
| 0.00756 |    3.9205842931e-07    |    8.8212569022e+01    |    8.8211707150e+01    |
| 0.00767 |    3.9205807510e-07    |    8.9509794793e+01    |    8.9508945403e+01    |
| 0.00778 |    3.9205771573e-07    |    9.0807021231e+01    |    9.0806183973e+01    |
| 0.00789 |    3.9205735119e-07    |    9.2104248337e+01    |    9.2103422865e+01    |
| 0.00800 |    3.9205698147e-07    |    9.3401476090e+01    |    9.3400662083e+01    |
| 0.00811 |    3.9205660659e-07    |    9.4698704484e+01    |    9.4697901631e+01    |
| 0.00822 |    3.9205622653e-07    |    9.5995933513e+01    |    9.5995141514e+01    |
| 0.00833 |    3.9205584130e-07    |    9.7293163176e+01    |    9.7292381736e+01    |
| 0.00844 |    3.9205545090e-07    |    9.8590393461e+01    |    9.8589622303e+01    |
| 0.00856 |    3.9205505533e-07    |    9.9887624355e+01    |    9.9886863217e+01    |
| 0.00867 |    3.9205465459e-07    |    1.0118485586e+02    |    1.0118410449e+02    |
| 0.00878 |    3.9205424868e-07    |    1.0248208796e+02    |    1.0248134611e+02    |
| 0.00889 |    3.9205383760e-07    |    1.0377932067e+02    |    1.0377858810e+02    |
| 0.00900 |    3.9205342135e-07    |    1.0507655398e+02    |    1.0507583045e+02    |
