Число узлов n = 41
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9593729278e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.02500 |    3.9578276004e-07    |    3.0911920838e+02    |    2.9137595612e+02    |
| 0.05000 |    3.9538282278e-07    |    5.8987372283e+02    |    5.8279380036e+02    |
| 0.07500 |    3.9472471292e-07    |    8.7878497807e+02    |    8.7426250870e+02    |
| 0.10000 |    3.9380665619e-07    |    1.1690309575e+03    |    1.1657271870e+03    |
| 0.12500 |    3.9262831244e-07    |    1.4595964899e+03    |    1.4570379025e+03    |
| 0.15000 |    3.9119009563e-07    |    1.7499450588e+03    |    1.7479180306e+03    |
| 0.17500 |    3.8949322891e-07    |    2.0395338908e+03    |    2.0379332840e+03    |
| 0.20000 |    3.8753998965e-07    |    2.3276863084e+03    |    2.3264619160e+03    |
| 0.22500 |    3.8533404440e-07    |    2.6135335932e+03    |    2.6126669445e+03    |
| 0.25000 |    3.8288084137e-07    |    2.8959788260e+03    |    2.8954715841e+03    |
| 0.27500 |    3.8018804157e-07    |    3.1736720304e+03    |    3.1735394381e+03    |
| 0.30000 |    3.7726596994e-07    |    3.4449946695e+03    |    3.4452613791e+03    |
| 0.32500 |    3.7412806454e-07    |    3.7080543280e+03    |    3.7087514072e+03    |
| 0.35000 |    3.7079129657e-07    |    3.9606915545e+03    |    3.9618540789e+03    |
| 0.37500 |    3.6727652862e-07    |    4.2005013535e+03    |    4.2021662984e+03    |
| 0.40000 |    3.6360877296e-07    |    4.4248719787e+03    |    4.4270762907e+03    |
| 0.42500 |    3.5981730795e-07    |    4.6310435091e+03    |    4.6338223535e+03    |
| 0.45000 |    3.5593560932e-07    |    4.8161881562e+03    |    4.8195734293e+03    |
| 0.47500 |    3.5200105493e-07    |    4.9775132747e+03    |    4.9815325581e+03    |
| 0.50000 |    3.4805436926e-07    |    5.1375815393e+03    |    5.1170627778e+03    |
| 0.52500 |    3.4410003999e-07    |    5.3007024788e+03    |    5.2238372964e+03    |
| 0.55000 |    3.4017674143e-07    |    5.4420775309e+03    |    5.2999998807e+03    |
| 0.57500 |    3.3632917205e-07    |    5.5570100273e+03    |    5.3443269899e+03    |
| 0.60000 |    3.3260205320e-07    |    5.6444387298e+03    |    5.3563883646e+03    |
| 0.62500 |    3.2903855398e-07    |    5.7041179869e+03    |    5.3366871106e+03    |
| 0.65000 |    3.2567860609e-07    |    5.7368018065e+03    |    5.2867599659e+03    |
| 0.67500 |    3.2255722880e-07    |    5.7444107314e+03    |    5.2092169447e+03    |
| 0.70000 |    3.1970300605e-07    |    5.7301683522e+03    |    5.1076996908e+03    |
| 0.72500 |    3.1713686372e-07    |    5.6986977049e+03    |    4.9867414341e+03    |
| 0.75000 |    3.1487127944e-07    |    5.6560775090e+03    |    4.8515197649e+03    |
| 0.77500 |    3.1291001671e-07    |    5.6098787287e+03    |    4.7075076274e+03    |
| 0.80000 |    3.1124840974e-07    |    5.5692413564e+03    |    4.5600482489e+03    |
| 0.82500 |    3.0987414568e-07    |    5.5451255634e+03    |    4.4139044963e+03    |
| 0.85000 |    3.0876841216e-07    |    5.5510164244e+03    |    4.2728572960e+03    |
| 0.87500 |    3.0790722411e-07    |    5.6046698151e+03    |    4.1394412104e+03    |
| 0.90000 |    3.0726273817e-07    |    5.7322294622e+03    |    4.0148931403e+03    |
| 0.92500 |    3.0680441953e-07    |    5.9781262833e+03    |    3.8993384180e+03    |
| 0.95000 |    3.0650003615e-07    |    6.4311444116e+03    |    3.7921506980e+03    |
| 0.97500 |    3.0631658301e-07    |    7.3063228284e+03    |    3.6923425059e+03    |
| 1.00000 |    3.0622133034e-07    |    7.1289674400e+03    |    3.5988499409e+03    |
--------------------------------------------------------------------------------------
