Число узлов n = 91
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9185146608e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.01111 |    3.9182094034e-07    |    6.6406468218e-11    |    1.2973764283e+02    |
| 0.02222 |    3.9185146608e-07    |    3.5435923363e+01    |    2.5947325377e+02    |
| 0.03333 |    3.9179269066e-07    |    2.2175469570e+02    |    3.8921080574e+02    |
| 0.04444 |    3.9167468268e-07    |    3.6497337789e+02    |    5.1895464925e+02    |
| 0.05556 |    3.9150173483e-07    |    5.0102017552e+02    |    6.4870614543e+02    |
| 0.06667 |    3.9127527608e-07    |    6.3447017821e+02    |    7.7846431333e+02    |
| 0.07778 |    3.9099595608e-07    |    7.6668110036e+02    |    9.0822537429e+02    |
| 0.08889 |    3.9066412783e-07    |    8.9820443493e+02    |    1.0379822235e+03    |
| 0.10000 |    3.9028001039e-07    |    1.0293050802e+03    |    1.1677238884e+03    |
| 0.11111 |    3.8984375771e-07    |    1.1601225693e+03    |    1.2974349838e+03    |
| 0.12222 |    3.8935549327e-07    |    1.2907327453e+03    |    1.4270951689e+03    |
| 0.13333 |    3.8881533023e-07    |    1.4211748094e+03    |    1.5566786061e+03    |
| 0.14444 |    3.8822338491e-07    |    1.5514643481e+03    |    1.6861534263e+03    |
| 0.15556 |    3.8757978699e-07    |    1.6816000165e+03    |    1.8154812005e+03    |
| 0.16667 |    3.8688468810e-07    |    1.8115670971e+03    |    1.9446164223e+03    |
| 0.17778 |    3.8613826959e-07    |    1.9413394159e+03    |    2.0735060029e+03    |
| 0.18889 |    3.8534074997e-07    |    2.0708803478e+03    |    2.2020887831e+03    |
| 0.20000 |    3.8449239229e-07    |    2.2001432974e+03    |    2.3302950653e+03    |
| 0.21111 |    3.8359351150e-07    |    2.3290718713e+03    |    2.4580461713e+03    |
| 0.22222 |    3.8264448197e-07    |    2.4575998673e+03    |    2.5852540294e+03    |
| 0.23333 |    3.8164574517e-07    |    2.5856511574e+03    |    2.7118207982e+03    |
| 0.24444 |    3.8059781748e-07    |    2.7131395158e+03    |    2.8376385321e+03    |
| 0.25556 |    3.7950129816e-07    |    2.8399684257e+03    |    2.9625888955e+03    |
| 0.26667 |    3.7835687735e-07    |    2.9660308906e+03    |    3.0865429339e+03    |
| 0.27778 |    3.7716534422e-07    |    3.0912092681e+03    |    3.2093609085e+03    |
| 0.28889 |    3.7592759503e-07    |    3.2153751446e+03    |    3.3308922047e+03    |
| 0.30000 |    3.7464464113e-07    |    3.3383892632e+03    |    3.4509753209e+03    |
| 0.31111 |    3.7331761682e-07    |    3.4601015177e+03    |    3.5694379494e+03    |
