Число узлов n = 1001
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9205105618e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.00100 |    3.9205080892e-07    |   -1.4756992398e-09    |    1.1675152141e+01    |
| 0.00200 |    3.9205105618e-07    |    3.1884908650e+00    |    2.3350302951e+01    |
| 0.00300 |    3.9205058015e-07    |    1.9955639695e+01    |    3.5025455873e+01    |
| 0.00400 |    3.9204962439e-07    |    3.2843178568e+01    |    4.6700615423e+01    |
| 0.00500 |    3.9204822370e-07    |    4.5084124480e+01    |    5.8375785136e+01    |
| 0.00600 |    3.9204638967e-07    |    5.7089955345e+01    |    7.0050968432e+01    |
| 0.00700 |    3.9204412758e-07    |    6.8982760405e+01    |    8.1726168683e+01    |
| 0.00800 |    3.9204144027e-07    |    8.0812281714e+01    |    9.3401389231e+01    |
| 0.00900 |    3.9203832943e-07    |    9.2602727012e+01    |    1.0507663339e+02    |
| 0.01000 |    3.9203479617e-07    |    1.0436732875e+02    |    1.1675190443e+02    |
| 0.01100 |    3.9203084124e-07    |    1.1611394369e+02    |    1.2842720560e+02    |
| 0.01200 |    3.9202646517e-07    |    1.2784753626e+02    |    1.4010254012e+02    |
| 0.01300 |    3.9202166838e-07    |    1.3957139972e+02    |    1.5177791115e+02    |
| 0.01400 |    3.9201645114e-07    |    1.5128780606e+02    |    1.6345332183e+02    |
| 0.01500 |    3.9201081371e-07    |    1.6299837414e+02    |    1.7512877526e+02    |
| 0.01600 |    3.9200475627e-07    |    1.7470428916e+02    |    1.8680427446e+02    |
| 0.01700 |    3.9199827895e-07    |    1.8640643909e+02    |    1.9847982245e+02    |
| 0.01800 |    3.9199138190e-07    |    1.9810550263e+02    |    2.1015542216e+02    |
| 0.01900 |    3.9198406520e-07    |    2.0980200762e+02    |    2.2183107647e+02    |
| 0.02000 |    3.9197632894e-07    |    2.2149637091e+02    |    2.3350678821e+02    |
| 0.02100 |    3.9196817318e-07    |    2.3318892625e+02    |    2.4518256014e+02    |
| 0.02200 |    3.9195959800e-07    |    2.4487994409e+02    |    2.5685839497e+02    |
| 0.02300 |    3.9195060344e-07    |    2.5656964602e+02    |    2.6853429533e+02    |
| 0.02400 |    3.9194118954e-07    |    2.6825821541e+02    |    2.8021026377e+02    |
| 0.02500 |    3.9193135635e-07    |    2.7994580538e+02    |    2.9188630278e+02    |
| 0.02600 |    3.9192110389e-07    |    2.9163254483e+02    |    3.0356241475e+02    |
| 0.02700 |    3.9191043219e-07    |    3.0331854312e+02    |    3.1523860203e+02    |
| 0.02800 |    3.9189934128e-07    |    3.1500389367e+02    |    3.2691486684e+02    |
| 0.02900 |    3.9188783118e-07    |    3.2668867678e+02    |    3.3859121133e+02    |
| 0.03000 |    3.9187590192e-07    |    3.3837296189e+02    |    3.5026763757e+02    |
| 0.03100 |    3.9186355350e-07    |    3.5005680938e+02    |    3.6194414752e+02    |
| 0.03200 |    3.9185078594e-07    |    3.6174027203e+02    |    3.7362074304e+02    |
| 0.03300 |    3.9183759926e-07    |    3.7342339614e+02    |    3.8529742591e+02    |
| 0.03400 |    3.9182399347e-07    |    3.8510622256e+02    |    3.9697419779e+02    |
| 0.03500 |    3.9180996858e-07    |    3.9678878742e+02    |    4.0865106023e+02    |
| 0.03600 |    3.9179552460e-07    |    4.0847112284e+02    |    4.2032801467e+02    |
| 0.03700 |    3.9178066154e-07    |    4.2015325742e+02    |    4.3200506245e+02    |
| 0.03800 |    3.9176537940e-07    |    4.3183521673e+02    |    4.4368220477e+02    |
| 0.03900 |    3.9174967819e-07    |    4.4351702368e+02    |    4.5535944274e+02    |
| 0.04000 |    3.9173355792e-07    |    4.5519869884e+02    |    4.6703677731e+02    |
| 0.04100 |    3.9171701859e-07    |    4.6688026072e+02    |    4.7871420933e+02    |
| 0.04200 |    3.9170006021e-07    |    4.7856172602e+02    |    4.9039173951e+02    |
| 0.04300 |    3.9168268279e-07    |    4.9024310979e+02    |    5.0206936844e+02    |
| 0.04400 |    3.9166488632e-07    |    5.0192442563e+02    |    5.1374709654e+02    |
| 0.04500 |    3.9164667082e-07    |    5.1360568584e+02    |    5.2542492412e+02    |
| 0.04600 |    3.9162803628e-07    |    5.2528690153e+02    |    5.3710285134e+02    |
| 0.04700 |    3.9160898271e-07    |    5.3696808274e+02    |    5.4878087821e+02    |
| 0.04800 |    3.9158951011e-07    |    5.4864923854e+02    |    5.6045900460e+02    |
| 0.04900 |    3.9156961848e-07    |    5.6033037710e+02    |    5.7213723020e+02    |
| 0.05000 |    3.9154930783e-07    |    5.7201150578e+02    |    5.8381555457e+02    |
| 0.05100 |    3.9152857817e-07    |    5.8369263118e+02    |    5.9549397711e+02    |
| 0.05200 |    3.9150742948e-07    |    5.9537375920e+02    |    6.0717249704e+02    |
| 0.05300 |    3.9148586178e-07    |    6.0705489508e+02    |    6.1885111343e+02    |
| 0.05400 |    3.9146387506e-07    |    6.1873604348e+02    |    6.3052982517e+02    |
| 0.05500 |    3.9144146934e-07    |    6.3041720845e+02    |    6.4220863098e+02    |
| 0.05600 |    3.9141864460e-07    |    6.4209839354e+02    |    6.5388752941e+02    |
| 0.05700 |    3.9139540087e-07    |    6.5377960179e+02    |    6.6556651883e+02    |
| 0.05800 |    3.9137173813e-07    |    6.6546083572e+02    |    6.7724559742e+02    |
| 0.05900 |    3.9134765639e-07    |    6.7714209745e+02    |    6.8892476318e+02    |
| 0.06000 |    3.9132315565e-07    |    6.8882338861e+02    |    7.0060401392e+02    |
| 0.06100 |    3.9129823592e-07    |    7.0050471045e+02    |    7.1228334726e+02    |
| 0.06200 |    3.9127289720e-07    |    7.1218606379e+02    |    7.2396276061e+02    |
| 0.06300 |    3.9124713949e-07    |    7.2386744907e+02    |    7.3564225121e+02    |
| 0.06400 |    3.9122096280e-07    |    7.3554886636e+02    |    7.4732181608e+02    |
| 0.06500 |    3.9119436713e-07    |    7.4723031536e+02    |    7.5900145203e+02    |
| 0.06600 |    3.9116735249e-07    |    7.5891179539e+02    |    7.7068115568e+02    |
| 0.06700 |    3.9113991888e-07    |    7.7059330546e+02    |    7.8236092341e+02    |
| 0.06800 |    3.9111206630e-07    |    7.8227484422e+02    |    7.9404075141e+02    |
| 0.06900 |    3.9108379476e-07    |    7.9395640998e+02    |    8.0572063565e+02    |
| 0.07000 |    3.9105510426e-07    |    8.0563800073e+02    |    8.1740057187e+02    |
| 0.07100 |    3.9102599482e-07    |    8.1731961414e+02    |    8.2908055558e+02    |
| 0.07200 |    3.9099646643e-07    |    8.2900124754e+02    |    8.4076058207e+02    |
| 0.07300 |    3.9096651911e-07    |    8.4068289798e+02    |    8.5244064641e+02    |
| 0.07400 |    3.9093615285e-07    |    8.5236456215e+02    |    8.6412074342e+02    |
| 0.07500 |    3.9090536768e-07    |    8.6404623647e+02    |    8.7580086769e+02    |
| 0.07600 |    3.9087416359e-07    |    8.7572791702e+02    |    8.8748101355e+02    |
| 0.07700 |    3.9084254060e-07    |    8.8740959960e+02    |    8.9916117512e+02    |
| 0.07800 |    3.9081049871e-07    |    8.9909127969e+02    |    9.1084134625e+02    |
| 0.07900 |    3.9077803793e-07    |    9.1077295246e+02    |    9.2252152054e+02    |
| 0.08000 |    3.9074515828e-07    |    9.2245461279e+02    |    9.3420169133e+02    |
| 0.08100 |    3.9071185976e-07    |    9.3413625525e+02    |    9.4588185173e+02    |
| 0.08200 |    3.9067814238e-07    |    9.4581787409e+02    |    9.5756199457e+02    |
| 0.08300 |    3.9064400617e-07    |    9.5749946328e+02    |    9.6924211241e+02    |
| 0.08400 |    3.9060945112e-07    |    9.6918101648e+02    |    9.8092219756e+02    |
| 0.08500 |    3.9057447725e-07    |    9.8086252702e+02    |    9.9260224204e+02    |
| 0.08600 |    3.9053908458e-07    |    9.9254398797e+02    |    1.0042822376e+03    |
| 0.08700 |    3.9050327311e-07    |    1.0042253920e+03    |    1.0159621758e+03    |
| 0.08800 |    3.9046704288e-07    |    1.0159067317e+03    |    1.0276420477e+03    |
| 0.08900 |    3.9043039388e-07    |    1.0275879990e+03    |    1.0393218443e+03    |
| 0.09000 |    3.9039332614e-07    |    1.0392691858e+03    |    1.0510015563e+03    |
| 0.09100 |    3.9035583968e-07    |    1.0509502835e+03    |    1.0626811739e+03    |
| 0.09200 |    3.9031793451e-07    |    1.0626312834e+03    |    1.0743606873e+03    |
| 0.09300 |    3.9027961065e-07    |    1.0743121763e+03    |    1.0860400861e+03    |
| 0.09400 |    3.9024086812e-07    |    1.0859929528e+03    |    1.0977193599e+03    |
| 0.09500 |    3.9020170695e-07    |    1.0976736031e+03    |    1.1093984977e+03    |
| 0.09600 |    3.9016212715e-07    |    1.1093541171e+03    |    1.1210774885e+03    |
| 0.09700 |    3.9012212874e-07    |    1.1210344843e+03    |    1.1327563208e+03    |
| 0.09800 |    3.9008171176e-07    |    1.1327146941e+03    |    1.1444349827e+03    |
| 0.09900 |    3.9004087622e-07    |    1.1443947353e+03    |    1.1561134622e+03    |
| 0.10000 |    3.8999962215e-07    |    1.1560745966e+03    |    1.1677917470e+03    |
| 0.10100 |    3.8995794958e-07    |    1.1677542662e+03    |    1.1794698242e+03    |
| 0.10200 |    3.8991585853e-07    |    1.1794337320e+03    |    1.1911476808e+03    |
| 0.10300 |    3.8987334903e-07    |    1.1911129817e+03    |    1.2028253034e+03    |
| 0.10400 |    3.8983042111e-07    |    1.2027920024e+03    |    1.2145026783e+03    |
| 0.10500 |    3.8978707481e-07    |    1.2144707811e+03    |    1.2261797915e+03    |
| 0.10600 |    3.8974331014e-07    |    1.2261493044e+03    |    1.2378566286e+03    |
| 0.10700 |    3.8969912716e-07    |    1.2378275584e+03    |    1.2495331748e+03    |
| 0.10800 |    3.8965452588e-07    |    1.2495055290e+03    |    1.2612094151e+03    |
| 0.10900 |    3.8960950636e-07    |    1.2611832018e+03    |    1.2728853340e+03    |
| 0.11000 |    3.8956406861e-07    |    1.2728605618e+03    |    1.2845609158e+03    |
| 0.11100 |    3.8951821268e-07    |    1.2845375940e+03    |    1.2962361443e+03    |
| 0.11200 |    3.8947193861e-07    |    1.2962142826e+03    |    1.3079110032e+03    |
| 0.11300 |    3.8942524645e-07    |    1.3078906118e+03    |    1.3195854754e+03    |
| 0.11400 |    3.8937813622e-07    |    1.3195665653e+03    |    1.3312595438e+03    |
| 0.11500 |    3.8933060797e-07    |    1.3312421265e+03    |    1.3429331909e+03    |
| 0.11600 |    3.8928266176e-07    |    1.3429172782e+03    |    1.3546063987e+03    |
| 0.11700 |    3.8923429762e-07    |    1.3545920031e+03    |    1.3662791489e+03    |
| 0.11800 |    3.8918551560e-07    |    1.3662662834e+03    |    1.3779514228e+03    |
| 0.11900 |    3.8913631575e-07    |    1.3779401009e+03    |    1.3896232012e+03    |
| 0.12000 |    3.8908669812e-07    |    1.3896134370e+03    |    1.4012944649e+03    |
| 0.12100 |    3.8903666276e-07    |    1.4012862729e+03    |    1.4129651939e+03    |
| 0.12200 |    3.8898620973e-07    |    1.4129585891e+03    |    1.4246353679e+03    |
| 0.12300 |    3.8893533908e-07    |    1.4246303660e+03    |    1.4363049665e+03    |
| 0.12400 |    3.8888405086e-07    |    1.4363015834e+03    |    1.4479739684e+03    |
| 0.12500 |    3.8883234514e-07    |    1.4479722209e+03    |    1.4596423525e+03    |
| 0.12600 |    3.8878022197e-07    |    1.4596422574e+03    |    1.4713100967e+03    |
| 0.12700 |    3.8872768142e-07    |    1.4713116717e+03    |    1.4829771790e+03    |
| 0.12800 |    3.8867472355e-07    |    1.4829804420e+03    |    1.4946435766e+03    |
| 0.12900 |    3.8862134842e-07    |    1.4946485463e+03    |    1.5063092666e+03    |
| 0.13000 |    3.8856755611e-07    |    1.5063159619e+03    |    1.5179742255e+03    |
| 0.13100 |    3.8851334667e-07    |    1.5179826658e+03    |    1.5296384293e+03    |
| 0.13200 |    3.8845872018e-07    |    1.5296486348e+03    |    1.5413018539e+03    |
| 0.13300 |    3.8840367671e-07    |    1.5413138450e+03    |    1.5529644745e+03    |
| 0.13400 |    3.8834821634e-07    |    1.5529782721e+03    |    1.5646262659e+03    |
| 0.13500 |    3.8829233914e-07    |    1.5646418914e+03    |    1.5762872027e+03    |
| 0.13600 |    3.8823604519e-07    |    1.5763046780e+03    |    1.5879472587e+03    |
| 0.13700 |    3.8817933457e-07    |    1.5879666062e+03    |    1.5996064076e+03    |
| 0.13800 |    3.8812220736e-07    |    1.5996276502e+03    |    1.6112646224e+03    |
| 0.13900 |    3.8806466365e-07    |    1.6112877834e+03    |    1.6229218759e+03    |
| 0.14000 |    3.8800670352e-07    |    1.6229469791e+03    |    1.6345781403e+03    |
| 0.14100 |    3.8794832706e-07    |    1.6346052099e+03    |    1.6462333873e+03    |
| 0.14200 |    3.8788953436e-07    |    1.6462624482e+03    |    1.6578875883e+03    |
| 0.14300 |    3.8783032552e-07    |    1.6579186656e+03    |    1.6695407142e+03    |
| 0.14400 |    3.8777070062e-07    |    1.6695738337e+03    |    1.6811927354e+03    |
| 0.14500 |    3.8771065977e-07    |    1.6812279232e+03    |    1.6928436219e+03    |
| 0.14600 |    3.8765020307e-07    |    1.6928809047e+03    |    1.7044933432e+03    |
| 0.14700 |    3.8758933061e-07    |    1.7045327481e+03    |    1.7161418682e+03    |
| 0.14800 |    3.8752804251e-07    |    1.7161834228e+03    |    1.7277891656e+03    |
| 0.14900 |    3.8746633886e-07    |    1.7278328980e+03    |    1.7394352035e+03    |
| 0.15000 |    3.8740421978e-07    |    1.7394811421e+03    |    1.7510799494e+03    |
| 0.15100 |    3.8734168537e-07    |    1.7511281234e+03    |    1.7627233705e+03    |
| 0.15200 |    3.8727873576e-07    |    1.7627738093e+03    |    1.7743654335e+03    |
| 0.15300 |    3.8721537106e-07    |    1.7744181671e+03    |    1.7860061046e+03    |
| 0.15400 |    3.8715159139e-07    |    1.7860611633e+03    |    1.7976453493e+03    |
| 0.15500 |    3.8708739686e-07    |    1.7977027642e+03    |    1.8092831329e+03    |
| 0.15600 |    3.8702278761e-07    |    1.8093429354e+03    |    1.8209194202e+03    |
| 0.15700 |    3.8695776376e-07    |    1.8209816421e+03    |    1.8325541752e+03    |
| 0.15800 |    3.8689232544e-07    |    1.8326188489e+03    |    1.8441873618e+03    |
| 0.15900 |    3.8682647278e-07    |    1.8442545201e+03    |    1.8558189430e+03    |
| 0.16000 |    3.8676020592e-07    |    1.8558886194e+03    |    1.8674488817e+03    |
| 0.16100 |    3.8669352499e-07    |    1.8675211098e+03    |    1.8790771400e+03    |
| 0.16200 |    3.8662643014e-07    |    1.8791519541e+03    |    1.8907036795e+03    |
| 0.16300 |    3.8655892151e-07    |    1.8907811145e+03    |    1.9023284615e+03    |
| 0.16400 |    3.8649099925e-07    |    1.9024085525e+03    |    1.9139514465e+03    |
| 0.16500 |    3.8642266350e-07    |    1.9140342294e+03    |    1.9255725947e+03    |
| 0.16600 |    3.8635391442e-07    |    1.9256581057e+03    |    1.9371918658e+03    |
| 0.16700 |    3.8628475217e-07    |    1.9372801415e+03    |    1.9488092187e+03    |
| 0.16800 |    3.8621517689e-07    |    1.9489002965e+03    |    1.9604246121e+03    |
| 0.16900 |    3.8614518877e-07    |    1.9605185295e+03    |    1.9720380039e+03    |
| 0.17000 |    3.8607478795e-07    |    1.9721347993e+03    |    1.9836493517e+03    |
| 0.17100 |    3.8600397461e-07    |    1.9837490636e+03    |    1.9952586123e+03    |
| 0.17200 |    3.8593274892e-07    |    1.9953612800e+03    |    2.0068657422e+03    |
| 0.17300 |    3.8586111106e-07    |    2.0069714054e+03    |    2.0184706973e+03    |
