Число узлов n = 41
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9207026055e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.02500 |    3.9191572780e-07    |    3.0946602252e+02    |    2.9189618100e+02    |
| 0.05000 |    3.9151516846e-07    |    5.9084485379e+02    |    5.8383432649e+02    |
| 0.07500 |    3.9085593879e-07    |    8.8030128000e+02    |    8.7582348047e+02    |
| 0.10000 |    3.8993628227e-07    |    1.1710793641e+03    |    1.1678087809e+03    |
| 0.12500 |    3.8875586494e-07    |    1.4621723028e+03    |    1.4596402663e+03    |
| 0.15000 |    3.8731510415e-07    |    1.7530459556e+03    |    1.7510412041e+03    |
| 0.17500 |    3.8561522604e-07    |    2.0431583480e+03    |    2.0415771002e+03    |
| 0.20000 |    3.8365851157e-07    |    2.3318329614e+03    |    2.3306258832e+03    |
| 0.22500 |    3.8144863217e-07    |    2.6182008743e+03    |    2.6173501081e+03    |
| 0.25000 |    3.7899104292e-07    |    2.9011646966e+03    |    2.9006723696e+03    |
| 0.27500 |    3.7629341431e-07    |    3.1793737465e+03    |    3.1792554746e+03    |
| 0.30000 |    3.7336608400e-07    |    3.4512085527e+03    |    3.4514893055e+03    |
| 0.32500 |    3.7022250664e-07    |    3.7147755343e+03    |    3.7154866618e+03    |
| 0.35000 |    3.6687967466e-07    |    3.9679138359e+03    |    3.9690906747e+03    |
| 0.37500 |    3.6335847702e-07    |    4.2082168127e+03    |    4.2098965869e+03    |
| 0.40000 |    3.5968395822e-07    |    4.4330708181e+03    |    4.4352907175e+03    |
| 0.42500 |    3.5588543517e-07    |    4.6397137786e+03    |    4.6425092113e+03    |
| 0.45000 |    3.5199642884e-07    |    4.8253155048e+03    |    4.8287186135e+03    |
| 0.47500 |    3.4805436926e-07    |    4.9870807118e+03    |    4.9911193319e+03    |
| 0.50000 |    3.4410003999e-07    |    5.1223742313e+03    |    5.1270715565e+03    |
| 0.52500 |    3.4017674143e-07    |    5.2288658277e+03    |    5.2342411408e+03    |
| 0.55000 |    3.3632917205e-07    |    5.3046893755e+03    |    5.3107602937e+03    |
| 0.57500 |    3.3260205320e-07    |    5.3486079556e+03    |    5.3553947251e+03    |
| 0.60000 |    3.2903855398e-07    |    5.3601728495e+03    |    5.3677053055e+03    |
| 0.62500 |    3.2567860609e-07    |    5.3398607599e+03    |    5.3481886375e+03    |
| 0.65000 |    3.2255722880e-07    |    5.2891703606e+03    |    5.2983777112e+03    |
| 0.67500 |    3.1970300605e-07    |    5.2106571985e+03    |    5.2208817747e+03    |
| 0.70000 |    3.1713686372e-07    |    5.1078860052e+03    |    5.1193447041e+03    |
| 0.72500 |    3.1487127944e-07    |    4.9852827469e+03    |    4.9983047409e+03    |
| 0.75000 |    3.1291001671e-07    |    4.8478763979e+03    |    4.8629468195e+03    |
| 0.77500 |    3.1124840974e-07    |    4.7009331694e+03    |    4.7187529270e+03    |
| 0.80000 |    3.0987414568e-07    |    4.5495032248e+03    |    4.5710762829e+03    |
| 0.82500 |    3.0876841216e-07    |    4.3979184267e+03    |    4.4246899192e+03    |
| 0.85000 |    3.0790722411e-07    |    4.2492904738e+03    |    4.2833843855e+03    |
| 0.87500 |    3.0726273817e-07    |    4.1050423931e+03    |    4.1497027435e+03    |
| 0.90000 |    3.0680441953e-07    |    3.9644221907e+03    |    4.0248888686e+03    |
| 0.92500 |    3.0650003615e-07    |    3.8237060628e+03    |    3.9090733384e+03    |
| 0.95000 |    3.0631658301e-07    |    3.6741762573e+03    |    3.8016333159e+03    |
| 0.97500 |    3.0622133034e-07    |    3.4964934272e+03    |    3.7015832692e+03    |
| 1.00000 |    3.0618320633e-07    |    1.3323037774e+03    |    3.6078599919e+03    |
--------------------------------------------------------------------------------------
