Число узлов n = 91
--------------------------------------------------------------------------------------
|    x    |          u(z)          |          f(z)          |     f(z) integral      |
--------------------------------------------------------------------------------------
| 0.00000 |    3.9205843935e-07    |    0.0000000000e+00    |    0.0000000000e+00    |
| 0.01111 |    3.9202791360e-07    |    1.3753810562e+02    |    1.2972526782e+02    |
| 0.02222 |    3.9194879330e-07    |    2.6257913354e+02    |    2.5945505953e+02    |
| 0.03333 |    3.9181858436e-07    |    3.9120027754e+02    |    3.8919324858e+02    |
| 0.04444 |    3.9163692745e-07    |    5.2042763373e+02    |    5.1894257762e+02    |
| 0.05556 |    3.9140370079e-07    |    6.4988339679e+02    |    6.4870415538e+02    |
| 0.06667 |    3.9111884907e-07    |    7.7945399590e+02    |    7.7847689180e+02    |
| 0.07778 |    3.9078234571e-07    |    9.0908971453e+02    |    9.0825694289e+02    |
| 0.08889 |    3.9039418196e-07    |    1.0387610384e+03    |    1.0380371582e+03    |
| 0.10000 |    3.8995436440e-07    |    1.1684447004e+03    |    1.1678065297e+03    |
| 0.11111 |    3.8946291567e-07    |    1.2981179761e+03    |    1.2975496426e+03    |
| 0.12222 |    3.8891987690e-07    |    1.4277558508e+03    |    1.4272461289e+03    |
| 0.13333 |    3.8832531119e-07    |    1.5573293529e+03    |    1.5568701247e+03    |
| 0.14444 |    3.8767930779e-07    |    1.6868044189e+03    |    1.6863897335e+03    |
| 0.15556 |    3.8698198687e-07    |    1.8161410253e+03    |    1.8157664965e+03    |
| 0.16667 |    3.8623350487e-07    |    1.9452924677e+03    |    1.9449548740e+03    |
| 0.17778 |    3.8543406024e-07    |    2.0742047291e+03    |    2.0739017390e+03    |
| 0.18889 |    3.8458389959e-07    |    2.2028159106e+03    |    2.2025458881e+03    |
| 0.20000 |    3.8368332428e-07    |    2.3310557083e+03    |    2.3308175724e+03    |
| 0.21111 |    3.8273269734e-07    |    2.4588449338e+03    |    2.4586380542e+03    |
| 0.22222 |    3.8173245063e-07    |    2.5860950752e+03    |    2.5859191925e+03    |
| 0.23333 |    3.8068309236e-07    |    2.7127079013e+03    |    2.7125630664e+03    |
| 0.24444 |    3.7958521476e-07    |    2.8385751138e+03    |    2.8384616386e+03    |
| 0.25556 |    3.7843950191e-07    |    2.9635780507e+03    |    2.9634964691e+03    |
| 0.26667 |    3.7724673770e-07    |    3.0875874498e+03    |    3.0875384845e+03    |
| 0.27778 |    3.7600781379e-07    |    3.2104632770e+03    |    3.2104478125e+03    |
| 0.28889 |    3.7472373748e-07    |    3.3320546301e+03    |    3.3320736882e+03    |
| 0.30000 |    3.7339563947e-07    |    3.4521997243e+03    |    3.4522544427e+03    |
| 0.31111 |    3.7202478138e-07    |    3.5707259697e+03    |    3.5708175828e+03    |
| 0.32222 |    3.7061256289e-07    |    3.6874501502e+03    |    3.6875799711e+03    |
| 0.33333 |    3.6916052838e-07    |    3.8021787135e+03    |    3.8023481171e+03    |
| 0.34444 |    3.6767037302e-07    |    3.9147081817e+03    |    3.9149185884e+03    |
| 0.35556 |    3.6614394813e-07    |    4.0248256923e+03    |    4.0250785528e+03    |
| 0.36667 |    3.6458326561e-07    |    4.1323096797e+03    |    4.1326064599e+03    |
| 0.37778 |    3.6299050139e-07    |    4.2369307059e+03    |    4.2372728724e+03    |
| 0.38889 |    3.6136799773e-07    |    4.3384524486e+03    |    4.3388414548e+03    |
| 0.40000 |    3.5971826419e-07    |    4.4366328552e+03    |    4.4370701281e+03    |
| 0.41111 |    3.5804397704e-07    |    4.5312254675e+03    |    4.5317123948e+03    |
| 0.42222 |    3.5634797726e-07    |    4.6219809234e+03    |    4.6225188423e+03    |
| 0.43333 |    3.5463326656e-07    |    4.7086486377e+03    |    4.7092388244e+03    |
| 0.44444 |    3.5290300166e-07    |    4.7909786626e+03    |    4.7916223238e+03    |
| 0.45556 |    3.5116048653e-07    |    4.8687237265e+03    |    4.8694219925e+03    |
| 0.46667 |    3.4940916255e-07    |    4.9416414459e+03    |    4.9423953665e+03    |
| 0.47778 |    3.4765259648e-07    |    5.0094967016e+03    |    5.0103072446e+03    |
| 0.48889 |    3.4589446625e-07    |    5.0720641674e+03    |    5.0729322210e+03    |
| 0.50000 |    3.4413854452e-07    |    5.1291309752e+03    |    5.1300573540e+03    |
| 0.51111 |    3.4238868006e-07    |    5.1804994935e+03    |    5.1814849503e+03    |
| 0.52222 |    3.4064877698e-07    |    5.2259901959e+03    |    5.2270354382e+03    |
| 0.53333 |    3.3892277197e-07    |    5.2654445848e+03    |    5.2665502982e+03    |
| 0.54444 |    3.3721460972e-07    |    5.2987281363e+03    |    5.2998950153e+03    |
| 0.55556 |    3.3552821660e-07    |    5.3257332202e+03    |    5.3269620070e+03    |
| 0.56667 |    3.3386747309e-07    |    5.3463819489e+03    |    5.3476734817e+03    |
| 0.57778 |    3.3223618507e-07    |    5.3606288991e+03    |    5.3619841706e+03    |
| 0.58889 |    3.3063805445e-07    |    5.3684636466e+03    |    5.3698838738e+03    |
| 0.60000 |    3.2907664949e-07    |    5.3699130494e+03    |    5.3713997560e+03    |
| 0.61111 |    3.2755537533e-07    |    5.3650432090e+03    |    5.3665983216e+03    |
| 0.62222 |    3.2607744515e-07    |    5.3539610385e+03    |    5.3555869973e+03    |
| 0.63333 |    3.2464585248e-07    |    5.3368153599e+03    |    5.3385152463e+03    |
| 0.64444 |    3.2326334524e-07    |    5.3137974587e+03    |    5.3155751399e+03    |
| 0.65556 |    3.2193240195e-07    |    5.2851410193e+03    |    5.2870013125e+03    |
| 0.66667 |    3.2065521062e-07    |    5.2511213717e+03    |    5.2530702299e+03    |
| 0.67778 |    3.1943365091e-07    |    5.2120539883e+03    |    5.2140987087e+03    |
| 0.68889 |    3.1826927973e-07    |    5.1682921754e+03    |    5.1704416343e+03    |
| 0.70000 |    3.1716332084e-07    |    5.1202239217e+03    |    5.1224888390e+03    |
| 0.71111 |    3.1611665863e-07    |    5.0682678811e+03    |    5.0706611191e+03    |
| 0.72222 |    3.1512983615e-07    |    5.0128684924e+03    |    5.0154053947e+03    |
| 0.73333 |    3.1420305756e-07    |    4.9544902596e+03    |    4.9571890386e+03    |
| 0.74444 |    3.1333619471e-07    |    4.8936112538e+03    |    4.8964934383e+03    |
| 0.75556 |    3.1252879784e-07    |    4.8307159262e+03    |    4.8338068846e+03    |
| 0.76667 |    3.1178010988e-07    |    4.7662873639e+03    |    4.7696169246e+03    |
| 0.77778 |    3.1108908387e-07    |    4.7007991570e+03    |    4.7044023555e+03    |
| 0.78889 |    3.1045440305e-07    |    4.6347070856e+03    |    4.6386250801e+03    |
| 0.80000 |    3.0987450279e-07    |    4.5684408708e+03    |    4.5727220833e+03    |
| 0.81111 |    3.0934759382e-07    |    4.5023962629e+03    |    4.5070978273e+03    |
| 0.82222 |    3.0887168592e-07    |    4.4369277561e+03    |    4.4421173842e+03    |
| 0.83333 |    3.0844461147e-07    |    4.3723422155e+03    |    4.3781006426e+03    |
| 0.84444 |    3.0806404830e-07    |    4.3088936721e+03    |    4.3153179085e+03    |
| 0.85556 |    3.0772754136e-07    |    4.2467794738e+03    |    4.2539871924e+03    |
| 0.86667 |    3.0743252295e-07    |    4.1861378580e+03    |    4.1942734014e+03    |
| 0.87778 |    3.0717633145e-07    |    4.1270468268e+03    |    4.1362895559e+03    |
| 0.88889 |    3.0695622867e-07    |    4.0695239249e+03    |    4.0801000114e+03    |
| 0.90000 |    3.0676941622e-07    |    4.0135261122e+03    |    4.0257254987e+03    |
